Date,Open,High,Low,Close,Volume
2015-03-27 00:00:00+08:00,15.322508906829436,15.60206819361966,15.315852582195847,15.482256889343262,3331600
2015-03-30 00:00:00+08:00,15.402383200722179,15.542163487406635,15.389071820208954,15.462288856506348,2432800
2015-03-31 00:00:00+08:00,15.502225114856707,15.555474439790645,15.309195518493652,15.309195518493652,3896500
2015-04-01 00:00:00+08:00,15.315853767431333,15.349134123610613,15.249291785508566,15.342477798461914,2272100
2015-04-02 00:00:00+08:00,15.282571203979616,15.375758480779385,15.26260349932291,15.362445831298828,2727900
2015-04-06 00:00:00+08:00,15.429007227709834,15.508880582454962,15.382414225847826,15.455631256103516,1912300
2015-04-07 00:00:00+08:00,15.542163875931218,15.602069533212914,15.508882249905708,15.595413208007812,1577100
2015-04-08 00:00:00+08:00,15.60872555331314,15.701911565234612,15.60206922823815,15.622036933898926,2179400
2015-04-09 00:00:00+08:00,15.64200555172344,15.64200555172344,15.482257562266303,15.548819541931152,2511700
2015-04-10 00:00:00+08:00,15.622035213094334,15.635347861777893,15.39572526373003,15.415694236755371,2796100
2015-04-13 00:00:00+08:00,15.442321499228221,15.588756844689783,15.442321499228221,15.522194862365723,1609100
2015-04-14 00:00:00+08:00,15.575443687919474,15.848346663967643,15.56878736294706,15.76181697845459,4560800
2015-04-15 00:00:00+08:00,15.874973321480981,15.954846688852369,15.861660670397654,15.92822265625,4345700
2015-04-16 00:00:00+08:00,15.974813152097632,16.014749829499934,15.921563825706537,15.988125801086426,2800200
2015-04-17 00:00:00+08:00,16.041376435582926,16.10793841639066,15.981470779812383,16.048032760620117,2615600
2015-04-20 00:00:00+08:00,16.04803114186549,16.101280467227614,16.00143814086914,16.00143814086914,1672200
2015-04-21 00:00:00+08:00,16.101283063230973,16.17450010393111,16.061345110597152,16.081314086914062,3269600
2015-04-22 00:00:00+08:00,16.17449850934135,16.17449850934135,16.04137582237887,16.087968826293945,2380800
2015-04-23 00:00:00+08:00,16.161190376732776,16.234407424926758,16.134565072251768,16.234407424926758,2594900
2015-04-24 00:00:00+08:00,16.29430781194542,16.440744400024414,16.254371137725684,16.440744400024414,3448300
2015-04-27 00:00:00+08:00,16.507305574203023,16.673709869384766,16.467368898837332,16.673709869384766,3085800
2015-04-28 00:00:00+08:00,16.63377856448343,16.66706019600366,16.51396723013945,16.61380958557129,2754400
2015-04-29 00:00:00+08:00,16.407052461178786,16.407052461178786,16.160279165006184,16.28700065612793,2393200
2015-04-30 00:00:00+08:00,16.160280698006638,16.340358422665503,16.133603223304952,16.333688735961914,3737300
2015-05-04 00:00:00+08:00,16.37369885192199,16.473742839229427,16.333682020266302,16.407047271728516,2285700
2015-05-05 00:00:00+08:00,16.347025628083802,16.38037278442737,16.166947930758603,16.253652572631836,1453000
2015-05-06 00:00:00+08:00,16.120263950952292,16.320349464863547,16.120263950952292,16.22697639465332,2704900
2015-05-07 00:00:00+08:00,16.113590240478516,16.166946449005437,16.046894661791775,16.113590240478516,2416100
2015-05-08 00:00:00+08:00,16.153607078845617,16.226972342612267,16.113590240478516,16.113590240478516,2452300
2015-05-11 00:00:00+08:00,16.220304445382038,16.293669717235225,16.153608859343915,16.27366065979004,1491500
2015-05-12 00:00:00+08:00,16.300336027379405,16.35369223073776,16.006876272852356,16.06690216064453,2910100
2015-05-13 00:00:00+08:00,16.046894349869532,16.133598982110623,16.046894349869532,16.10692024230957,1576000
2015-05-14 00:00:00+08:00,16.106919650256106,16.106919650256106,15.940181348965439,16.040224075317383,2769200
2015-05-15 00:00:00+08:00,16.166947076737287,16.166947076737287,16.066904340878885,16.126930236816406,870700
2015-05-18 00:00:00+08:00,16.206964544903627,16.206964544903627,16.100252119569753,16.140270233154297,1117400
2015-05-19 00:00:00+08:00,16.206963563156396,16.206963563156396,16.133599570253715,16.173616409301758,1591600
2015-05-20 00:00:00+08:00,16.173613559500893,16.213630391497944,16.120257359467438,16.15360450744629,1279300
2015-05-21 00:00:00+08:00,16.126929610638335,16.140268980798155,16.100250870318696,16.113590240478516,883700
2015-05-22 00:00:00+08:00,16.166950013484715,16.166950013484715,15.986872292960795,16.05356788635254,1503400
2015-05-25 00:00:00+08:00,16.020219490723775,16.053566648792618,15.98020137450612,16.0135498046875,292100
2015-05-26 00:00:00+08:00,16.026888206213325,16.06690504789513,15.913506094687838,16.033557891845703,1083500
2015-05-27 00:00:00+08:00,15.840139755428707,15.913505020319283,15.740097021922157,15.773444175720215,3048200
2015-05-28 00:00:00+08:00,15.773444503698178,15.813461343510395,15.713418607923654,15.76010513305664,1962600
2015-05-29 00:00:00+08:00,15.533344997750126,15.606709005301985,15.406623497996723,15.433300971984863,7672100
2015-06-02 00:00:00+08:00,15.266556845579188,15.279896213579557,15.073141098022461,15.073141098022461,5589900
2015-06-03 00:00:00+08:00,15.093154217251275,15.24655445929793,15.093154217251275,15.153180122375488,4242400
2015-06-04 00:00:00+08:00,15.24655441106105,15.346597161914023,15.153180074434026,15.206536293029785,4731000
2015-06-05 00:00:00+08:00,15.20653852476272,15.253226335984499,15.139844195814316,15.199870109558105,1785600
2015-06-08 00:00:00+08:00,15.146505344314855,15.306575218911519,15.086480731481322,15.16651439666748,2725900
2015-06-09 00:00:00+08:00,15.173186537530622,15.373272005004756,15.146507796740803,15.286568641662598,4029000
2015-06-10 00:00:00+08:00,15.266557275555618,15.540007966704028,15.239879810915674,15.43996524810791,2667900
2015-06-11 00:00:00+08:00,15.540009534717703,15.606705111215541,15.486653327941895,15.486653327941895,2828600
2015-06-12 00:00:00+08:00,15.566693047187837,15.580032420999956,15.486658076427815,15.506667137145996,2688000
2015-06-15 00:00:00+08:00,15.473316010854202,15.493323794334188,15.179856222728077,15.286568641662598,2677900
2015-06-16 00:00:00+08:00,15.213205979368329,15.266562197964086,15.179858819788203,15.206536293029785,1671300
2015-06-17 00:00:00+08:00,15.326587035622484,15.413291679873236,15.239883663484239,15.333256721496582,1698200
2015-06-18 00:00:00+08:00,15.446642032524244,15.446642032524244,15.286573354770592,15.339929580688477,1578700
2015-06-19 00:00:00+08:00,15.466646657538405,15.466646657538405,15.253221815089713,15.273229598999023,1777600
2015-06-22 00:00:00+08:00,15.426628160666588,15.439967531014974,15.34659448280103,15.359933853149414,1256100
2015-06-23 00:00:00+08:00,15.459976471105135,15.526672050236698,15.406620262222358,15.520002365112305,1825300
2015-06-24 00:00:00+08:00,15.626719183802074,15.666736033705938,15.560023585887151,15.600040435791016,2740900
2015-06-25 00:00:00+08:00,15.573358824479696,15.660062188266625,15.546680083553019,15.613375663757324,1321200
2015-06-26 00:00:00+08:00,15.593367399422394,15.660062983011489,15.393281920767565,15.413290977478027,1943300
2015-06-29 00:00:00+08:00,15.186526233796396,15.313246438930053,15.159847492434107,15.273229598999023,2186000
2015-06-30 00:00:00+08:00,15.333259528525742,15.473320413297428,15.279903303877658,15.386615753173828,2769600
2015-07-01 00:00:00+08:00,15.406621291907873,15.466647189926812,15.319916651608317,15.413290977478027,1487800
2015-07-02 00:00:00+08:00,15.606706032706358,15.66006224263256,15.54001045227051,15.540010452270508,3216300
2015-07-03 00:00:00+08:00,15.63338631658924,15.640056002502297,15.580030101397298,15.606707572937012,1002400
2015-07-06 00:00:00+08:00,15.4399680380575,15.560019830910667,15.306578146530306,15.533342361450195,3578400
2015-07-07 00:00:00+08:00,15.546677245913958,15.62671218197332,15.540007561899666,15.593363761901855,1772700
2015-07-08 00:00:00+08:00,15.600037505324716,15.600037505324716,15.23988337961943,15.29323959350586,2847200
2015-07-09 00:00:00+08:00,15.193194055019383,15.299906463150728,15.086481646888036,15.219871520996094,2932600
2015-07-10 00:00:00+08:00,15.33992396584371,15.33992396584371,15.159846292242069,15.179855346679688,2401000
2015-07-13 00:00:00+08:00,15.253220202148036,15.353262927452857,15.193194312542689,15.313244819641113,1686900
2015-07-14 00:00:00+08:00,15.366602296723439,15.446635968122388,15.29323703784751,15.313244819641113,1391900
2015-07-15 00:00:00+08:00,15.433297121166085,15.526671437107986,15.413289338695353,15.486653327941895,1812200
2015-07-16 00:00:00+08:00,15.499993934484085,15.533342361450194,15.4399680380575,15.533342361450195,1671300
2015-07-20 00:00:00+08:00,15.640058557807603,15.673405720708702,15.553353898884387,15.600040435791016,1481600
2015-07-21 00:00:00+08:00,15.673401558729962,15.673401558729962,15.566689139248027,15.613375663757324,1479600
2015-07-22 00:00:00+08:00,15.65338964591834,15.693407750004097,15.540007561899666,15.593363761901855,1759500
2015-07-23 00:00:00+08:00,15.673402829668147,15.673402829668147,15.606707244055572,15.620046615600586,1142700
2015-07-24 00:00:00+08:00,15.673401558729962,15.740097138934269,15.573358824479696,15.613375663757324,1057400
2015-07-27 00:00:00+08:00,15.52667017386251,15.600034157140177,15.373269978764382,15.466644287109375,1641500
2015-07-28 00:00:00+08:00,15.406621365874512,15.44663820737511,15.266560512453745,15.319916725158691,3138300
2015-07-29 00:00:00+08:00,15.346596433864,15.386613277884253,15.246553687757105,15.30657958984375,1654200
2015-07-30 00:00:00+08:00,15.353265493142155,15.399952021278722,15.193196851482863,15.29323959350586,1375200
2015-07-31 00:00:00+08:00,14.90640872222537,14.953095256617825,14.51957580168591,14.806365966796875,9176200
2015-08-03 00:00:00+08:00,14.846376523625482,14.846376523625482,14.592933627012268,14.646289825439453,3282900
2015-08-04 00:00:00+08:00,14.53957977753929,14.54624946243423,14.146077273524126,14.439537048339844,3657300
2015-08-05 00:00:00+08:00,14.332826570777938,14.48622552775057,14.23945351385764,14.38618278503418,2889900
2015-08-06 00:00:00+08:00,14.386181205149231,14.439537413545914,14.272799103292238,14.372841835021973,2542300
2015-08-07 00:00:00+08:00,14.372841835021973,14.372841835021973,14.372841835021973,14.372841835021973,0
2015-08-11 00:00:00+08:00,14.372847097203818,14.386186472214884,13.879301670809737,13.912650108337402,6358400
2015-08-12 00:00:00+08:00,13.138982281541406,13.365746535732587,13.105633848799975,13.325728416442871,12178900
2015-08-13 00:00:00+08:00,13.372413470904865,13.672542971814075,13.312387570723024,13.572500228881836,4813000
2015-08-14 00:00:00+08:00,13.665874743440932,13.792596243129685,13.60584883685745,13.725900650024414,4362800
2015-08-17 00:00:00+08:00,13.909093966186774,13.909093966186774,13.43414877652203,13.488428115844727,3565500
