,y_Tp13_PriceChg_c0,y_Tp13_PriceChg_c1,y_Tp13_PriceChg_c2,y_Tp13_PriceChg_c3,y_Tp13_PriceChg_c4,y_Tp13_PriceChg_c5,pc_pred
0,0.016888,-0.02978,0.271516,0.767621,-0.021804,-0.004442,0.00900045591808503
1,0.082055,-0.064168,0.071678,0.336843,0.337534,0.236057,0.10659308335714782
2,-0.058477,0.03842,0.509153,0.507539,-0.007713,0.011079,-3.063800168352088e-05
3,0.014428,0.040137,0.428108,0.546706,-0.017202,-0.012178,-0.017374245949767216
4,0.053893,0.102625,0.479767,0.34489,0.013975,0.00485,-0.03564920035511738
5,-0.015377,-0.025686,0.244459,0.685874,0.040389,0.070341,0.041210805868303356
6,0.017982,0.033672,0.362456,0.564185,0.003145,0.018561,-0.0027474476481750736
7,0.020674,0.023265,0.432376,0.546397,-0.019629,-0.003083,-0.014729358328204382
8,0.058985,0.000436,0.552484,0.439581,-0.065196,0.01371,-0.03239685828527396
9,0.028781,0.036174,0.210612,0.658744,-0.003224,0.068912,0.017034733073807484
10,-0.022937,0.00613,0.347289,0.647325,-0.012701,0.034893,0.01521943574658798
11,-0.028771,-0.016096,0.152647,0.753796,0.081873,0.056551,0.0526848488206797
12,0.036289,0.013647,0.309666,0.641868,-0.010623,0.009154,-0.002712009694685751
13,0.023817,0.014316,0.251039,0.668031,0.009408,0.033389,0.012667305257413703
14,0.063207,0.082914,0.612427,0.391316,-0.059824,-0.090041,-0.07404745665794571
15,-0.000131,0.076591,0.498887,0.428898,-0.055774,0.051529,-0.01746208240185298
16,-0.067388,0.019711,0.420053,0.592862,-0.02038,0.055142,0.020928257324424583
17,-0.018234,0.003542,0.25462,0.743214,-0.00347,0.020328,0.02058514506794994
18,-0.001062,-0.038767,0.380699,0.657637,-0.020935,0.022428,0.011230543611991925
19,-0.036122,0.023033,0.43771,0.606688,-0.04433,0.013022,-0.00042928741668501677
20,-0.006943,-0.004343,0.274201,0.718158,0.003993,0.014934,0.017175263587933143
21,-0.035302,-0.006456,0.305704,0.689497,-0.02243,0.068986,0.030098617392534034
22,0.00962,0.001655,0.336259,0.620986,-0.009885,0.041366,0.01049735951346839
23,0.133282,0.10738,0.615027,0.248279,-0.002818,-0.101151,-0.09192558561266811
24,-0.000806,0.024643,0.263634,0.661413,0.038306,0.012811,0.01490612095672032
25,-0.081455,0.017762,0.311313,0.659775,0.052776,0.03983,0.03933446592059488
26,0.027844,-0.014583,0.425762,0.619427,0.001157,-0.059607,-0.018654146581875468
27,-0.002986,-0.037607,0.351445,0.763956,-0.077856,0.003048,0.003603122120384405
28,-0.016856,-0.033379,0.308333,0.679768,0.022619,0.039515,0.02898213323306723
29,0.02021,-0.022204,0.114422,0.290152,0.310697,0.286723,0.11840338234033422
30,0.068486,0.049819,0.546178,0.403132,-0.069488,0.001874,-0.04583623277036027
31,-0.018994,-0.052352,0.087036,0.816672,0.0418,0.125837,0.07214821737673482
32,-0.026026,0.015968,0.173863,0.760397,0.012622,0.063176,0.03806574514647461
33,-0.044292,0.000767,0.401269,0.69852,-0.04664,-0.009624,0.0037395724880224133
34,0.066569,-0.021886,0.612526,0.347225,-0.028076,0.023643,-0.029335796060242038
35,0.025432,-0.006918,0.183943,0.765907,0.017669,0.013967,0.01874082982328143
36,0.025244,0.021079,0.262604,0.666764,-0.006572,0.030882,0.007791412739676901
37,0.117834,0.058021,0.465708,0.405393,-0.046354,-0.000602,-0.050496688915370146
