,y_Tp7_PriceChg_c0,y_Tp7_PriceChg_c1,y_Tp7_PriceChg_c2,y_Tp7_PriceChg_c3,y_Tp7_PriceChg_c4,y_Tp7_PriceChg_c5,pc_pred
0,-0.007212,0.002087,0.286277,0.497569,0.204721,0.016558,0.012027976202288057
1,0.00671,-0.000454,0.322673,0.52856,0.127252,0.015258,0.0018376221323245967
2,0.018944,-0.031656,0.218436,0.542368,0.247927,0.00398,0.015467755461099138
3,-0.00392,0.021261,0.064519,0.239533,0.626826,0.05178,0.05436703883461834
4,-0.002139,0.007603,0.422072,0.483691,0.092709,-0.003936,-0.008587900700783595
5,0.043784,-0.010377,0.295651,0.424093,0.234477,0.012372,0.0025239210210023333
6,0.048561,-0.034648,0.131014,0.422516,0.418789,0.013767,0.02665441701166564
7,0.013247,0.030075,0.190122,0.56946,0.198547,-0.001451,0.005512474005237414
8,0.071318,0.040381,0.587869,0.260405,0.008155,0.031873,-0.03977192866632273
9,-0.004418,0.00303,0.205321,0.504355,0.275501,0.016211,0.020493561292124433
10,0.065809,-0.016344,0.230054,0.480405,0.211069,0.029006,0.0034446511227547248
11,0.030488,-0.054248,0.09694,0.315562,0.558292,0.052966,0.051164050246836915
12,-0.054874,0.022815,-0.021266,0.187528,0.817876,0.047921,0.08264980978837586
13,0.137203,0.052837,0.494107,0.225685,0.053793,0.036375,-0.04775764974558601
14,0.179392,0.259193,0.460512,0.10848,-0.008479,0.000903,-0.095388747673303
15,0.005999,0.016616,0.231684,0.502703,0.243478,-0.00048,0.00969131713935384
16,0.036408,-0.003557,-0.043383,0.27595,0.702324,0.032258,0.05647083286713927
17,-0.017225,0.002545,0.192877,0.495787,0.261919,0.064097,0.031461896050428484
18,-0.003063,-0.021866,0.386069,0.483134,0.115437,0.040289,0.006888398497424084
19,0.017573,-0.007236,0.320477,0.522449,0.173907,-0.02717,-0.003739758408925209
20,0.007356,0.032625,0.154142,0.428657,0.362703,0.014517,0.02175086587808564
21,0.029989,0.002011,0.440487,0.399015,0.113711,0.014787,-0.011927862142954038
22,0.042799,0.001327,0.195011,0.507536,0.288182,-0.034856,0.002554970491430728
23,0.042758,-0.005298,0.257921,0.528795,0.153491,0.022333,0.0008107273685816988
24,0.035716,0.011982,0.3693,0.477538,0.124825,-0.01936,-0.015482444155222565
25,0.042812,0.007353,0.038178,0.408299,0.48504,0.018317,0.03241748000899057
26,0.048118,-0.008082,0.171027,0.508156,0.313122,-0.032341,0.006104470857630874
27,0.040673,0.033989,0.374256,0.45229,0.089936,0.008855,-0.017610316420368925
28,0.024112,0.024334,0.273486,0.498059,0.205455,-0.025446,-0.004749470601414673
29,0.022144,0.010541,0.250312,0.53229,0.170318,0.014396,0.003533897232598958
30,0.137926,0.170395,0.688374,0.135016,-0.07003,-0.061681,-0.100798398817835
31,0.049283,0.004162,0.522661,0.33451,0.074148,0.015236,-0.024086797662926127
32,0.055337,0.053248,0.640465,0.262951,0.020921,-0.032922,-0.05107215118704388
33,0.015484,0.002247,0.250702,0.503208,0.204602,0.023757,0.010011786634321649
34,0.025204,-0.046259,0.650632,0.349737,0.022584,-0.001898,-0.0249207421193668
35,0.067023,-0.01235,0.403492,0.413111,0.145536,-0.016812,-0.019585679273514688
36,0.031661,0.001821,0.431511,0.442752,0.119209,-0.026954,-0.018399014742731024
37,0.040363,-0.00239,0.204055,0.481745,0.245765,0.030461,0.011373927640277158
38,0.056827,0.040687,0.496432,0.347668,0.059215,-0.00083,-0.03321364562577128
39,-0.000516,0.000895,0.32249,0.506382,0.15931,0.011438,0.0047375453493722275
40,0.030756,-0.030083,0.240639,0.591311,0.164908,0.002468,0.00563433935514407
41,0.107359,0.194367,0.756693,0.098305,-0.029192,-0.127532,-0.10962628491373479
42,0.017166,0.004102,0.451054,0.441867,0.081371,0.00444,-0.013643045720649005
43,0.041444,-0.023051,0.299264,0.483192,0.163669,0.035482,0.004071229543596383
44,-0.03882,3.1e-05,0.050181,0.387993,0.550461,0.050155,0.0613481690553129
45,0.089186,0.085776,0.090473,0.04844,0.264928,0.421197,0.06061395881949498
46,0.045871,0.025295,0.579,0.392439,-0.006442,-0.036164,-0.04342479794285018
47,0.040063,0.030803,0.199446,0.413076,0.331636,-0.015024,0.004741460970347949
48,0.01697,-0.043673,0.115614,0.489502,0.424239,-0.002651,0.033868239913620576
49,-0.002132,-0.000913,0.267673,0.550933,0.204241,-0.019802,0.006262033595688171
50,0.00014,0.032596,0.167592,0.561072,0.247476,-0.008877,0.01141712348571566
51,0.001442,0.007315,0.436258,0.414675,0.130845,0.009465,-0.005567153466721644
52,0.039407,0.047116,0.530394,0.343258,0.069652,-0.029827,-0.03628642013343966
53,0.035774,0.001996,0.181323,0.46995,0.264882,0.046075,0.016995529101338492
54,-0.010318,-0.017094,-0.013464,0.27943,0.676136,0.08531,0.07480752517331644
55,-0.004875,-0.0014,0.306309,0.553008,0.147683,-0.000724,0.004280238134355191
56,0.054182,-0.004194,0.253325,0.49178,0.185541,0.019367,-0.0002131847601602021
57,0.099932,0.009732,-0.007941,0.03244,0.534827,0.331009,0.07698243007091712
58,0.013209,-0.009688,0.088548,0.412222,0.472922,0.022788,0.03879038427927237
59,0.122625,0.174906,0.554182,0.137252,0.021509,-0.010473,-0.07548975481266604
60,0.025347,0.002703,0.09836,0.386642,0.495074,-0.008127,0.029797967370947944
61,0.026785,0.032352,0.396478,0.38721,0.110323,0.046852,-0.007790850589998019
