,cols,scores,in_mask_freq,frequency,weighted_scores
0,x_Tm1_PriceChg,1.2183302588457492,3748,197,0.0061844175575926355
6,x_Tm3_PriceChg,0.5933671628424593,3764,216,0.002747070198344719
3,x_Tm2_PriceChg,0.2688897970284415,3778,189,0.0014226973387748228
13,x_Tm5_VolChg,0.1386614579814289,3747,205,0.0006763973560069702
36,x_Tm13_PriceChg,0.08347989431403051,3721,159,0.0005250307818492484
9,x_Tm4_PriceChg,0.10588283589717695,3878,207,0.0005115112845274249
14,x_Tm5_PRoc1,0.08848773334509001,3801,194,0.0004561223368303609
20,x_Tm7_PRoc1,0.07013035100363108,3790,204,0.00034377623040995626
23,x_Tm8_PRoc1,0.06479911671251729,3859,192,0.00033749539954436086
21,x_Tm8_PriceChg,0.05287426854976055,3749,194,0.00027254777602969357
37,x_Tm13_VolChg,0.047081751343363856,3727,176,0.00026750995081456736
8,x_Tm3_PRoc1,0.049345485790310804,3794,186,0.0002652983107005957
27,x_Tm10_PriceChg,0.03579585325247671,3739,223,0.00016051952131155474
33,x_Tm12_PriceChg,0.023071135350116907,3802,201,0.00011478176791102939
24,x_Tm9_PriceChg,0.020719057106172015,3813,202,0.00010256958963451492
29,x_Tm10_PRoc1,0.018649725296272433,3780,184,0.00010135720269713279
26,x_Tm9_PRoc1,0.01833286553437048,3730,182,0.000100730030408629
18,x_Tm7_PriceChg,0.018040191096245883,3711,185,9.751454646619397e-05
5,x_Tm2_PRoc1,0.011233290774832243,3769,192,5.8506722785584604e-05
35,x_Tm12_PRoc1,-0.005239564706474392,3788,184,-2.847589514388257e-05
17,x_Tm6_PRoc1,-0.017761145887241148,3813,187,-9.497938977134304e-05
32,x_Tm11_PRoc1,-0.017497773717267594,3737,164,-0.00010669374217846093
11,x_Tm4_PRoc1,-0.024392885788244906,3862,204,-0.00011957296955022012
2,x_Tm1_PRoc1,-0.03204630855029651,3787,184,-0.00017416472038204626
12,x_Tm5_PriceChg,-0.03288449830311481,3782,181,-0.00018168231106693264
28,x_Tm10_VolChg,-0.04415367461839557,3805,200,-0.00022076837309197784
7,x_Tm3_VolChg,-0.045011886988271355,3737,202,-0.00022283112370431363
38,x_Tm13_PRoc1,-0.044901877624929025,3756,193,-0.0002326522156732074
30,x_Tm11_PriceChg,-0.0444468463554303,3780,191,-0.00023270600186089163
34,x_Tm12_VolChg,-0.07085338141266986,3838,219,-0.0003235314219756615
31,x_Tm11_VolChg,-0.09656002416951101,3826,221,-0.00043692318628738014
22,x_Tm8_VolChg,-0.08858095080067034,3766,195,-0.0004542612861572838
19,x_Tm7_VolChg,-0.0943938679334628,3779,195,-0.0004840711176075015
15,x_Tm6_PriceChg,-0.09777703781399469,3836,178,-0.0005493092012022173
16,x_Tm6_VolChg,-0.12933986892065538,3807,183,-0.0007067752400035813
25,x_Tm9_VolChg,-0.15409822035993803,3844,214,-0.0007200851418688693
1,x_Tm1_VolChg,-0.1746921674625788,3830,201,-0.0008691152610078547
4,x_Tm2_VolChg,-0.16916052193632578,3769,190,-0.0008903185365069778
10,x_Tm4_VolChg,-0.17916236875345282,3812,187,-0.0009580875334409242
