,cols,scores,in_mask_freq,frequency,weighted_scores
0,x_Tm1_PriceChg,1.5592768807714343,3770,194,0.008037509694698115
3,x_Tm2_PriceChg,1.1478465412350258,3758,189,0.006073262122936645
9,x_Tm4_PriceChg,0.29524709762920326,3758,200,0.0014762354881460162
6,x_Tm3_PriceChg,0.22766153895829053,3797,203,0.001121485413587638
30,x_Tm11_PriceChg,0.10824580758897348,3753,191,0.0005667319769056203
38,x_Tm13_PRoc1,0.11296041120150994,3859,204,0.0005537275058897546
21,x_Tm8_PriceChg,0.10571661701105606,3790,193,0.0005477544922852645
13,x_Tm5_VolChg,0.09850384680655633,3739,180,0.0005472435933697574
2,x_Tm1_PRoc1,0.10973232179100241,3820,208,0.0005275592393798193
15,x_Tm6_PriceChg,0.0858403783193242,3782,182,0.00047165043032595716
34,x_Tm12_VolChg,0.03668594217327167,3781,170,0.00021579965984277452
5,x_Tm2_PRoc1,0.041699556465338655,3733,196,0.00021275283910887068
25,x_Tm9_VolChg,0.034114501027857076,3824,190,0.00017955000540977408
33,x_Tm12_PriceChg,0.022919830209510276,3798,213,0.00010760483666436749
27,x_Tm10_PriceChg,0.018317204518821392,3801,189,9.691642602551001e-05
23,x_Tm8_PRoc1,0.01529763774352649,3776,209,7.319443896424157e-05
28,x_Tm10_VolChg,0.012341293084891205,3786,190,6.495417413100634e-05
20,x_Tm7_PRoc1,0.0063497010828645895,3708,193,3.290000561069735e-05
1,x_Tm1_VolChg,0.006070925071717623,3683,186,3.263938210600872e-05
35,x_Tm12_PRoc1,0.0007310705933199336,3856,183,3.994921274972315e-06
26,x_Tm9_PRoc1,-0.0023762719044685215,3778,206,-1.1535300507128745e-05
10,x_Tm4_VolChg,-0.0028675430579406013,3839,187,-1.5334454855297334e-05
11,x_Tm4_PRoc1,-0.007313443247650902,3757,178,-4.1086759818263496e-05
24,x_Tm9_PriceChg,-0.014402345364137802,3769,207,-6.957654765283962e-05
17,x_Tm6_PRoc1,-0.020325288084926358,3790,194,-0.00010476952621096061
12,x_Tm5_PriceChg,-0.019523830764383167,3820,181,-0.00010786646831150921
36,x_Tm13_PriceChg,-0.021544245464201157,3755,195,-0.00011048331007282644
29,x_Tm10_PRoc1,-0.03427965419078973,3821,209,-0.00016401748416645804
32,x_Tm11_PRoc1,-0.04039423186778586,3817,163,-0.00024781737342199916
18,x_Tm7_PriceChg,-0.0742459231061573,3814,200,-0.0003712296155307865
37,x_Tm13_VolChg,-0.07729161293361594,3708,199,-0.00038840006499304497
14,x_Tm5_PRoc1,-0.08573570139458393,3745,206,-0.00041619272521642686
7,x_Tm3_VolChg,-0.11113088076457273,3776,212,-0.0005242022677574185
22,x_Tm8_VolChg,-0.11460664031613475,3807,192,-0.0005969095849798685
8,x_Tm3_PRoc1,-0.14346929159228072,3854,189,-0.0007590967809115382
16,x_Tm6_VolChg,-0.1525428983732257,3853,199,-0.0007665472280061593
4,x_Tm2_VolChg,-0.17277338433144598,3746,196,-0.0008814968588339081
31,x_Tm11_VolChg,-0.2558969953380701,3821,182,-0.001406027446912473
19,x_Tm7_VolChg,-0.446055623261069,3817,203,-0.002197318341187532
