,cols,scores,in_mask_freq,frequency,weighted_scores
0,x_Tm1_PriceChg,1.7067873539499923,3779,196,0.008708098744642817
3,x_Tm2_PriceChg,0.9026672953447088,3730,219,0.004121768471893648
7,x_Tm3_VolChg,0.3250583815800306,3714,187,0.001738280115401233
6,x_Tm3_PriceChg,0.25691264440978145,3749,197,0.0013041250985268095
15,x_Tm6_PriceChg,0.19668218430242013,3752,192,0.0010243863765751048
2,x_Tm1_PRoc1,0.169738913824061,3698,179,0.0009482620884025755
9,x_Tm4_PriceChg,0.17826585694527353,3805,195,0.0009141838817706335
30,x_Tm11_PriceChg,0.12756336770919613,3740,178,0.000716648133197731
35,x_Tm12_PRoc1,0.1426273405589611,3792,205,0.0006957431246778589
16,x_Tm6_VolChg,0.11101263401390908,3711,169,0.0006568794912065626
4,x_Tm2_VolChg,0.12011240787395723,3713,193,0.000622344082248483
11,x_Tm4_PRoc1,0.09375520009497339,3776,175,0.0005357440005427051
19,x_Tm7_VolChg,0.07673243153643737,3780,178,0.00043108107604740095
12,x_Tm5_PriceChg,0.05321929244616684,3822,235,0.00022646507423900784
38,x_Tm13_PRoc1,0.03584174790378131,3753,191,0.00018765313038628957
27,x_Tm10_PriceChg,0.03467923170001597,3772,202,0.00017167936485156418
1,x_Tm1_VolChg,0.02882607866301403,3795,190,0.00015171620348954754
28,x_Tm10_VolChg,0.02740099810477187,3737,199,0.00013769345781292398
20,x_Tm7_PRoc1,0.020654584384085982,3771,196,0.00010538053257186726
34,x_Tm12_VolChg,0.016504201101720215,3781,171,9.651579591649248e-05
21,x_Tm8_PriceChg,0.007926497888520482,3843,203,3.9046787628179717e-05
23,x_Tm8_PRoc1,0.007440534661382364,3911,212,3.509686161029417e-05
8,x_Tm3_PRoc1,-0.0011023076269404636,3726,217,-5.079758649495224e-06
17,x_Tm6_PRoc1,-0.004074708601722668,3711,194,-2.100365258619932e-05
37,x_Tm13_VolChg,-0.005617451183073946,3695,191,-2.941073917839762e-05
5,x_Tm2_PRoc1,-0.005998835007640805,3765,200,-2.9994175038204025e-05
31,x_Tm11_VolChg,-0.009073573585678719,3771,158,-5.742768092201721e-05
14,x_Tm5_PRoc1,-0.018553666433145252,3812,205,-9.050568991778172e-05
29,x_Tm10_PRoc1,-0.020346349751766264,3736,192,-0.00010597057162378263
32,x_Tm11_PRoc1,-0.02572116722839539,3790,203,-0.0001267052572827359
24,x_Tm9_PriceChg,-0.03593775610783197,3747,197,-0.00018242515790777648
22,x_Tm8_VolChg,-0.04117326995723814,3735,200,-0.0002058663497861907
13,x_Tm5_VolChg,-0.04438397839940029,3793,212,-0.00020935838867641645
18,x_Tm7_PriceChg,-0.04161411885889402,3808,172,-0.00024194255150519777
10,x_Tm4_VolChg,-0.07279026960328217,3767,200,-0.00036395134801641083
33,x_Tm12_PriceChg,-0.06189691483496161,3804,170,-0.000364099499029186
25,x_Tm9_VolChg,-0.0713857966722,3746,195,-0.00036608100857538463
36,x_Tm13_PriceChg,-0.0848178465472293,3757,185,-0.0004584748462012395
26,x_Tm9_PRoc1,-0.17026635572893511,3729,208,-0.0008185882486968035
