,cols,scores,in_mask_freq,frequency,weighted_scores
0,x_Tm1_PriceChg,0.8866068461319826,3803,191,0.004641920660376872
9,x_Tm4_PriceChg,0.6394585830791154,3740,189,0.0033833787464503462
6,x_Tm3_PriceChg,0.4336483559349028,3741,202,0.002146774039281697
3,x_Tm2_PriceChg,0.3089200079218893,3820,171,0.001806549753929177
21,x_Tm8_PriceChg,0.22841614949635902,3756,211,0.0010825409928737395
1,x_Tm1_VolChg,0.17610272184542727,3730,204,0.0008632486364971926
15,x_Tm6_PriceChg,0.16464030277546893,3799,208,0.0007915399171897544
22,x_Tm8_VolChg,0.144494426166692,3857,184,0.0007852957943841957
2,x_Tm1_PRoc1,0.11475681483671799,3697,182,0.0006305319496522966
10,x_Tm4_VolChg,0.11208141486684488,3781,203,0.0005521251963883984
4,x_Tm2_VolChg,0.07956736171733168,3738,209,0.00038070507998723294
30,x_Tm11_PriceChg,0.0731790571763152,3756,193,0.00037916609935914614
24,x_Tm9_PriceChg,0.046659755158620954,3767,161,0.00028981214384236616
13,x_Tm5_VolChg,0.04847866044761332,3799,199,0.00024361135903323277
28,x_Tm10_VolChg,0.019765346473102987,3741,194,0.0001018832292427989
14,x_Tm5_PRoc1,0.013681688614659654,3875,212,6.453626705028139e-05
32,x_Tm11_PRoc1,0.011833409246112639,3820,188,6.29436662027268e-05
7,x_Tm3_VolChg,0.0072611219812424846,3782,149,4.8732362290218015e-05
17,x_Tm6_PRoc1,0.009709416175970495,3750,203,4.782963633483003e-05
35,x_Tm12_PRoc1,0.008956016972793395,3755,190,4.713693143575471e-05
29,x_Tm10_PRoc1,0.006027952827692896,3754,179,3.367571412118936e-05
36,x_Tm13_PriceChg,-3.0192860416331565e-05,3786,193,-1.5643969127632934e-07
8,x_Tm3_PRoc1,-0.003981263417543327,3795,193,-2.0628307862918792e-05
38,x_Tm13_PRoc1,-0.004668969719596676,3794,207,-2.2555409273413893e-05
31,x_Tm11_VolChg,-0.022276497942696916,3666,208,-0.00010709854780142748
23,x_Tm8_PRoc1,-0.0212855336505459,3807,168,-0.00012669960506277321
37,x_Tm13_VolChg,-0.02973039869506577,3737,201,-0.00014791243131873517
27,x_Tm10_PriceChg,-0.029833728466300245,3813,176,-0.0001695098208312514
12,x_Tm5_PriceChg,-0.04596871123472165,3795,192,-0.00023942037101417526
11,x_Tm4_PRoc1,-0.048898732775569,3785,185,-0.00026431747446253515
20,x_Tm7_PRoc1,-0.0621651725396092,3785,220,-0.00028256896608913276
16,x_Tm6_VolChg,-0.0609662032177219,3747,206,-0.00029595244280447526
33,x_Tm12_PriceChg,-0.05800826073462837,3737,195,-0.0002974782601775814
5,x_Tm2_PRoc1,-0.060178700239084046,3802,191,-0.00031507172900044003
34,x_Tm12_VolChg,-0.06718206612770888,3830,205,-0.00032771739574492136
26,x_Tm9_PRoc1,-0.07488540125103538,3836,201,-0.00037256418532853424
18,x_Tm7_PriceChg,-0.0705524319860709,3763,184,-0.000383437130359081
25,x_Tm9_VolChg,-0.11627454759240993,3836,224,-0.0005190828017518301
19,x_Tm7_VolChg,-0.21067619970189846,3748,190,-0.0011088221036942025
