,cols,scores,in_mask_freq,frequency,weighted_scores
0,x_Tm1_PriceChg,1.4670257945436047,3777,182,0.008060581288701124
6,x_Tm3_PriceChg,0.609175197171601,3761,172,0.003541716262625587
3,x_Tm2_PriceChg,0.6514483782353472,3817,193,0.0033753801981106072
30,x_Tm11_PriceChg,0.41333920710746386,3809,205,0.0020162888151583603
34,x_Tm12_VolChg,0.07787450128720966,3724,201,0.0003874353297871127
24,x_Tm9_PriceChg,0.06056690013259526,3810,197,0.0003074461935664734
2,x_Tm1_PRoc1,0.055713011204726326,3764,197,0.0002828071634757682
36,x_Tm13_PriceChg,0.05455484660698912,3768,195,0.00027976844413840575
25,x_Tm9_VolChg,0.05420635093122155,3794,205,0.00026442122405473926
27,x_Tm10_PriceChg,0.04342379589061893,3748,191,0.00022734971670481115
1,x_Tm1_VolChg,0.035462305593616184,3716,202,0.00017555596828522862
20,x_Tm7_PRoc1,0.031124937333948638,3725,201,0.0001548504344972569
23,x_Tm8_PRoc1,0.022168744363557938,3800,179,0.00012384773387462536
22,x_Tm8_VolChg,0.02236452904376253,3760,182,0.00012288202771298094
16,x_Tm6_VolChg,0.019319735883590233,3808,172,0.00011232404583482693
18,x_Tm7_PriceChg,0.021003622181834648,3765,188,0.00011172139458422685
32,x_Tm11_PRoc1,0.019173043314353235,3750,192,9.985960059558976e-05
14,x_Tm5_PRoc1,0.018497346356350666,3825,197,9.389515916929272e-05
7,x_Tm3_VolChg,0.013698464111077772,3772,183,7.485499514250148e-05
5,x_Tm2_PRoc1,0.016669780388094725,3847,232,7.185250167282209e-05
38,x_Tm13_PRoc1,0.00934054520621422,3795,171,5.462307138136971e-05
35,x_Tm12_PRoc1,0.005287166477703935,3795,201,2.6304310834347933e-05
15,x_Tm6_PriceChg,0.0038750548252430832,3688,192,2.0182577214807724e-05
33,x_Tm12_PriceChg,0.0003470778056548218,3744,199,1.7441095761548835e-06
9,x_Tm4_PriceChg,-0.007886870114874357,3828,193,-4.086461199416765e-05
31,x_Tm11_VolChg,-0.010429419198234686,3703,197,-5.294121420423698e-05
37,x_Tm13_VolChg,-0.012951317383456607,3809,186,-6.963073862073445e-05
8,x_Tm3_PRoc1,-0.024033424404047335,3765,225,-0.00010681521957354371
12,x_Tm5_PriceChg,-0.02446032754864995,3720,181,-0.00013513993120801076
26,x_Tm9_PRoc1,-0.02643385827238586,3677,178,-0.00014850482175497674
10,x_Tm4_VolChg,-0.03293262220690771,3842,194,-0.00016975578457168922
21,x_Tm8_PriceChg,-0.03315867077033764,3745,171,-0.00019391035538209148
11,x_Tm4_PRoc1,-0.05483374784727993,3805,223,-0.0002458912459519279
29,x_Tm10_PRoc1,-0.04414542117756731,3688,175,-0.0002522595495860989
28,x_Tm10_VolChg,-0.07757929633127239,3809,205,-0.0003784355918598653
4,x_Tm2_VolChg,-0.07485788879789589,3770,191,-0.00039192611936071143
17,x_Tm6_PRoc1,-0.1025859332532269,3840,201,-0.0005103777773792384
19,x_Tm7_VolChg,-0.13618143772140717,3802,215,-0.0006334020359135218
13,x_Tm5_VolChg,-0.20296594911923446,3837,197,-0.0010302840056813933
