,cols,scores,in_mask_freq,frequency,weighted_scores
0,x_Tm1_PriceChg,0.998898804373355,3840,202,0.004945043586006708
3,x_Tm2_PriceChg,0.7672424152856063,3796,198,0.003874961693361648
6,x_Tm3_PriceChg,0.3373152792254625,3728,165,0.0020443350256088635
9,x_Tm4_PriceChg,0.26842037175467953,3826,190,0.0014127387987088397
7,x_Tm3_VolChg,0.1535854785095503,3842,190,0.0008083446237344752
13,x_Tm5_VolChg,0.1602575869497586,3764,201,0.0007973014276107394
4,x_Tm2_VolChg,0.13887272655872482,3774,188,0.000738684715737898
20,x_Tm7_PRoc1,0.10115089571843573,3746,206,0.0004910237656234744
37,x_Tm13_VolChg,0.0851365883356532,3799,184,0.00046269884965028914
30,x_Tm11_PriceChg,0.08761083526350581,3773,192,0.0004563064336640928
15,x_Tm6_PriceChg,0.06916866131816499,3832,190,0.00036404558588507886
22,x_Tm8_VolChg,0.07278563203229645,3805,211,0.0003449556020487983
28,x_Tm10_VolChg,0.061677998023190614,3757,194,0.0003179278248618073
17,x_Tm6_PRoc1,0.04947938761727742,3825,192,0.0002577051438399866
34,x_Tm12_VolChg,0.04831616318861319,3813,197,0.00024525971161732583
8,x_Tm3_PRoc1,0.04415622316302166,3878,205,0.00021539621055132518
27,x_Tm10_PriceChg,0.039711594069731265,3748,195,0.00020364920035759624
16,x_Tm6_VolChg,0.036270581833750155,3723,184,0.0001971227273573378
32,x_Tm11_PRoc1,0.0361092851798627,3729,192,0.00018806919364511822
12,x_Tm5_PriceChg,0.03446866419499067,3780,193,0.00017859411499995166
14,x_Tm5_PRoc1,0.026312637340790257,3797,160,0.00016445398337993912
5,x_Tm2_PRoc1,0.03056018551914402,3831,201,0.00015204072397584088
25,x_Tm9_VolChg,0.02856380943086057,3733,208,0.00013732600687913735
21,x_Tm8_PriceChg,0.027525626218133092,3791,207,0.00013297403970112604
18,x_Tm7_PriceChg,0.026906031579325987,3848,212,0.00012691524329870748
26,x_Tm9_PRoc1,0.02078153512983206,3795,180,0.00011545297294351143
33,x_Tm12_PriceChg,0.010331370961741507,3839,179,5.7717156210846406e-05
19,x_Tm7_VolChg,0.008797154951267023,3691,174,5.055836178889094e-05
10,x_Tm4_VolChg,0.0001542180053387286,3721,210,7.343714539939457e-07
36,x_Tm13_PriceChg,-0.00495989826706438,3772,203,-2.4432996389479705e-05
2,x_Tm1_PRoc1,-0.008110583202048731,3742,192,-4.224262084400381e-05
35,x_Tm12_PRoc1,-0.01144088356285491,3828,194,-5.897362661265417e-05
38,x_Tm13_PRoc1,-0.018966979284976808,3749,200,-9.483489642488404e-05
11,x_Tm4_PRoc1,-0.023292821071557755,3797,200,-0.00011646410535778878
1,x_Tm1_VolChg,-0.02564053348122269,3736,194,-0.000132167698356818
31,x_Tm11_VolChg,-0.07288467705952942,3723,190,-0.00038360356347120746
29,x_Tm10_PRoc1,-0.06415880027387312,3707,167,-0.00038418443277768335
24,x_Tm9_PriceChg,-0.11714192941168966,3797,226,-0.0005183271212906623
23,x_Tm8_PRoc1,-0.20124440677376776,3769,195,-0.0010320225988398348
