,cols,scores,in_mask_freq,frequency,weighted_scores
0,x_Tm1_PriceChg,0.8613452182943717,3791,202,0.004264085239081048
18,x_Tm7_PriceChg,0.27979538691729416,3843,166,0.0016855143790198443
25,x_Tm9_VolChg,0.257446432471436,3748,190,0.0013549812235338738
4,x_Tm2_VolChg,0.22028485103792222,3832,208,0.0010590617838361646
16,x_Tm6_VolChg,0.19578433867547734,3762,196,0.0009988996871197824
6,x_Tm3_PriceChg,0.16707935036629654,3838,192,0.0008702049498244611
36,x_Tm13_PriceChg,0.1654625943337349,3786,194,0.0008528999707924479
15,x_Tm6_PriceChg,0.1384950156293452,3763,180,0.0007694167534963622
7,x_Tm3_VolChg,0.15427938682824235,3766,214,0.0007209317141506652
21,x_Tm8_PriceChg,0.12379719308202716,3805,172,0.0007197511225699254
27,x_Tm10_PriceChg,0.1407159157487047,3766,208,0.0006765188257149264
35,x_Tm12_PRoc1,0.11028568508144018,3769,187,0.0005897630218258833
22,x_Tm8_VolChg,0.11515324403498732,3837,198,0.000581582040580744
12,x_Tm5_PriceChg,0.10162234708543186,3744,187,0.0005434350111520421
19,x_Tm7_VolChg,0.08783077084029728,3795,167,0.0005259327595227382
2,x_Tm1_PRoc1,0.08259055190142896,3758,193,0.0004279303207327925
9,x_Tm4_PriceChg,0.0680551918174682,3858,214,0.00031801491503489815
32,x_Tm11_PRoc1,0.04856664589066738,3685,185,0.00026252241021982366
38,x_Tm13_PRoc1,0.038657327202803765,3763,199,0.00019425792564222997
8,x_Tm3_PRoc1,0.032948629491357115,3869,194,0.00016983829634720162
11,x_Tm4_PRoc1,0.017556900017957684,3803,186,9.439193558041766e-05
28,x_Tm10_VolChg,0.016380691551262212,3784,218,7.514078693239547e-05
17,x_Tm6_PRoc1,0.005553877827254669,3779,206,2.696057197696441e-05
34,x_Tm12_VolChg,0.0031795600383763595,3787,199,1.5977688635057082e-05
5,x_Tm2_PRoc1,-0.011016842682550982,3752,187,-5.891359723289295e-05
31,x_Tm11_VolChg,-0.01069121808889339,3849,165,-6.479526114480842e-05
33,x_Tm12_PriceChg,-0.013825136815081442,3765,181,-7.638197135404112e-05
10,x_Tm4_VolChg,-0.031562430496017375,3843,202,-0.0001562496559208781
23,x_Tm8_PRoc1,-0.03908241165280946,3743,182,-0.00021473852556488712
26,x_Tm9_PRoc1,-0.05186444011220583,3747,200,-0.00025932220056102914
29,x_Tm10_PRoc1,-0.06324628415509186,3751,192,-0.00032940772997443673
37,x_Tm13_VolChg,-0.06616718389187576,3811,189,-0.0003500909200628347
30,x_Tm11_PriceChg,-0.07073851592817224,3754,186,-0.00038031460176436683
3,x_Tm2_PriceChg,-0.08557081259226228,3740,207,-0.00041338556807856173
14,x_Tm5_PRoc1,-0.09177241353114121,3790,213,-0.0004308564015546536
20,x_Tm7_PRoc1,-0.10991853722692888,3791,193,-0.0005695260996213932
1,x_Tm1_VolChg,-0.20302216989928176,3842,217,-0.0009355860364022201
24,x_Tm9_PriceChg,-0.18935190491875653,3769,197,-0.0009611771823287133
13,x_Tm5_VolChg,-0.36844198894646046,3697,195,-0.0018894460971613358
