Index,yref_Tm0_close,Tp1_pred,Tp2_pred,Tp3_pred,Tp4_pred,Tp5_pred,Tp6_pred,Tp7_pred,Tp8_pred,Tp9_pred,Tp10_pred,Tp11_pred,Tp12_pred,Tp13_pred
2019-01-01,2.6984341144561768,2.702819972004788,2.702144457079748,2.702374807492595,2.702052647260103,2.701401989040586,2.7018647847453527,2.702123057633904,2.7031894699901686,2.704486403485838,2.7031061251318658,2.7044271378949443,2.7042760408545883,2.704117423680394
2019-01-02,2.7061662673950195,2.6910507696044217,2.691445095716176,2.689968632804303,2.6910386087418514,2.69041585451455,2.6908607746616386,2.690946127368793,2.690908127544139,2.690712974982725,2.690209412827999,2.6906903553609176,2.691016647046008,2.690818803490835
2019-01-03,2.6752383708953857,2.686458813311217,2.686087439802175,2.6864690236321795,2.68605379942164,2.6858097031805093,2.6857285764925187,2.6854691089014446,2.6860733538544914,2.6859827474995788,2.686892706467902,2.6858715823131973,2.686129831095543,2.686216219169136
2019-01-04,2.6829700469970703,2.7100636259633104,2.710734132086759,2.711136637979137,2.7105779399516514,2.712143406775217,2.710474506031927,2.7110636246041855,2.709543569952477,2.7084199864663887,2.7106250585738616,2.708612986908812,2.7085515437727583,2.7083697927706494
2019-01-07,2.713897705078125,2.737611027199507,2.73699160726788,2.740725488413341,2.7372758649641473,2.7375096885544288,2.737547993485835,2.737075101089731,2.738077928668178,2.7381185227099243,2.738813001585693,2.7381829222480647,2.7379693084344527,2.7386655087444742
2019-01-08,2.744825601577759,2.737088075389215,2.7371185528082753,2.7352669845553716,2.7369494518292248,2.7355326180066597,2.7370121885205396,2.737281761947494,2.7363992123578833,2.7379183610126123,2.7380283695641476,2.7381466754310058,2.738165539693018,2.7379510374553266
2019-01-09,2.7525575160980225,2.7652410757571473,2.764103050883369,2.7649524859363184,2.7646555789355967,2.764741344436461,2.7643409319704624,2.764365642521403,2.7637549374532417,2.7659045147762145,2.767498467166939,2.766067603992397,2.766131758238627,2.7660526849908535
2019-01-10,2.783485412597656,2.7539588770076127,2.753298552930713,2.75416491551593,2.753337221515471,2.7512901720856022,2.7532881519652967,2.7530729863398387,2.7544240952337593,2.7572208590177363,2.7577063297489564,2.7572856885912698,2.7571003177846753,2.7569656755266383
2019-01-11,2.760288953781128,2.767361318811466,2.76713886359551,2.7667885195580446,2.7675784858528676,2.766215533174676,2.767633868513708,2.76727698409658,2.7664369580065804,2.767218513888001,2.7661126125917384,2.767360134619037,2.767696822629796,2.7678136628172307
2019-01-14,2.768020868301392,2.7809408087501652,2.7810929935325044,2.7791618262068707,2.78105893434581,2.781398314798611,2.7813854501739392,2.7815033354375283,2.779895964320146,2.7806699434491566,2.781493005633305,2.7806967526610027,2.7812989274071107,2.780803567358306
2019-01-15,2.7912168502807617,2.792211256331195,2.7919714055940474,2.7905042165543907,2.79218158497046,2.7907511623805403,2.79248164380211,2.7925837540039637,2.7924574119286776,2.7961861503373227,2.796311671504271,2.7963269235193327,2.796280936352016,2.796376928986432
2019-01-16,2.8144125938415527,2.7957063061142016,2.7953434168276408,2.796007950522222,2.7955230784474714,2.7931317415569152,2.7958980612066577,2.79627614359055,2.796162663474986,2.8000237516056456,2.8002225392745865,2.8001356970588613,2.8004627504856394,2.8006104668393963
2019-01-17,2.8066811561584477,2.8267715016452346,2.8263553015291913,2.829241979969781,2.8268776085279597,2.826958301114907,2.827091223541487,2.8268050213212517,2.825944627268198,2.829624788182488,2.828867928279293,2.829439047117945,2.8292776808254008,2.8297509305367683
2019-01-18,2.85307240486145,2.8074091743850023,2.807857354282403,2.804559588942626,2.807812892297579,2.8050387312625427,2.8083390694243713,2.8091462926623,2.81060417796926,2.8136803838794435,2.8162334687573156,2.8136890123834304,2.8137453178159193,2.8138683373705797
2019-01-21,2.8298768997192383,2.8254258469881455,2.8253101611712124,2.82541824822062,2.825341330784727,2.8237000634555645,2.825783761227635,2.8259407448687366,2.8258272464109573,2.8267115217832925,2.823312141976754,2.82691546250106,2.8263057599973855,2.827346318415641
2019-01-22,2.8298768997192383,2.8084917740550126,2.8081356203136814,2.8110948847523898,2.807999464966698,2.808017706785368,2.8079895692118173,2.807921352331615,2.807963620873535,2.810184567247857,2.809379416458491,2.810165792245993,2.810553778816872,2.810669481390854
2019-01-23,2.7989490032196045,2.821512967826011,2.8218642400045324,2.820806422053274,2.8213053075968424,2.822434995756707,2.8214218535180935,2.8213381910747497,2.8211214094391392,2.823955018606477,2.8253955959523833,2.824101778486857,2.8231126146657335,2.824854701251099
2019-01-24,2.837608814239502,2.8343076020877667,2.8345123548921105,2.8351341394444707,2.834485703155908,2.8358124887808343,2.834839754614765,2.834554412555015,2.8349480114518535,2.8380539848702293,2.8354051990324733,2.8382234224332876,2.8372092447917794,2.83888739815668
2019-01-25,2.8453400135040283,2.8275992419051863,2.8279594682216915,2.824947596063773,2.827488796487998,2.8262574722339533,2.827276135277712,2.8276650315431793,2.827381841674597,2.830998984544288,2.8362835512483096,2.831138662949307,2.831435875318589,2.8318537166003273
2019-01-28,2.8453400135040283,2.8298886728608856,2.828966187252245,2.8345018700505915,2.8294008200273613,2.830581051245557,2.8293300246592548,2.8290477335724082,2.829408770320027,2.831860366602247,2.827302578259406,2.832097525674614,2.831670687251166,2.8320758756306885
2019-01-29,2.8453400135040283,2.824705601116223,2.8253306706484045,2.8313121010846216,2.8249716268401084,2.8234603214962326,2.8250547235873142,2.8256260865612415,2.8251874974864912,2.8274726986308787,2.826178180703228,2.827689450423554,2.827488676235829,2.827869624739029
2019-01-30,2.8298768997192383,2.8548113661193484,2.8560958704371657,2.851362478993503,2.855964682148198,2.855683012373283,2.8563412262906045,2.856905267242169,2.855580641643662,2.8563173105090414,2.8567459479430872,2.856431215187782,2.856470386196441,2.857288296916562
2019-01-31,2.876267910003662,2.858973774331469,2.8574641211226925,2.858302392108163,2.8584909513986183,2.8578716902712977,2.8588207842328837,2.859222310707745,2.860055584138367,2.863690746410054,2.866971768772316,2.863885952483515,2.863340092356771,2.8642766093081784
2019-02-01,2.8917315006256104,2.843379102384265,2.8432604673248747,2.839470005964426,2.843097307307462,2.8432738991525746,2.843331284396573,2.844023765584433,2.8429857685350024,2.8450834193982937,2.8426079141084397,2.845237088745983,2.844214419669621,2.844897982147855
