,columns,r2_price,rmse,mape
0,y_Tp1_PriceChg,0.955368818238141,0.49579054773151543,0.04492691187796635
1,y_Tp2_PriceChg,0.9560707137376517,0.48187255026107934,0.04393683089331654
2,y_Tp3_PriceChg,0.9546765155175477,0.48441729981809717,0.04464583576840437
3,y_Tp4_PriceChg,0.9545102169707617,0.5044945990986986,0.04524259666410111
4,y_Tp5_PriceChg,0.9530746664592569,0.5083346417486845,0.04633538101604091
5,y_Tp6_PriceChg,0.9518316397959488,0.5223664047296198,0.04637724265610461
6,y_Tp7_PriceChg,0.9506638160319376,0.5310753772701271,0.04897622865273114
7,y_Tp8_PriceChg,0.9490428883240821,0.5081002041154286,0.045937520747383116
8,y_Tp9_PriceChg,0.9457677827850248,0.5303424399853143,0.04783292831444294
9,y_Tp10_PriceChg,0.9464110948665171,0.534987956538941,0.049482980072972714
10,y_Tp11_PriceChg,0.9446839118133264,0.5084602048682693,0.046249611401002644
11,y_Tp12_PriceChg,0.9405046906522395,0.5385286673715944,0.04818229778478802
12,y_Tp13_PriceChg,0.93311543278247,0.5675981000695192,0.05301219110786661
