date,ADBE,GE,INTU,MS,VRTX,XOM
2019-01-02,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
2019-01-03,0.1649993509054184,0.16522084176540375,0.16486546397209167,0.16666865348815918,0.16367696225643158,0.17456869781017303
2019-01-04,0.16509194672107697,0.16480544209480286,0.16490155458450317,0.16658253967761993,0.16339248418807983,0.17522604763507843
2019-01-07,0.1651129275560379,0.16559824347496033,0.16484761238098145,0.16678854823112488,0.16332386434078217,0.17432881891727448
2019-01-08,0.1645340770483017,0.16795963048934937,0.1645272821187973,0.167674720287323,0.16327868402004242,0.172025665640831
2019-01-09,0.16429652273654938,0.16998961567878723,0.1644994467496872,0.16844454407691956,0.16339290142059326,0.1693769246339798
2019-01-10,0.16481563448905945,0.16796691715717316,0.16464301943778992,0.16764938831329346,0.16309934854507446,0.17182570695877075
2019-01-11,0.16533975303173065,0.16719046235084534,0.16472770273685455,0.16727666556835175,0.1631162166595459,0.17234918475151062
2019-01-14,0.164767786860466,0.16897957026958466,0.164734348654747,0.16798526048660278,0.16323941946029663,0.1702936291694641
2019-01-15,0.16417600214481354,0.16975371539592743,0.16479679942131042,0.16817064583301544,0.1638704240322113,0.16923244297504425
2019-01-16,0.1659417599439621,0.1659417599439621,0.1659417599439621,0.16640447080135345,0.1659417599439621,0.16982848942279816
2019-01-17,0.1654047667980194,0.16722418367862701,0.1651468127965927,0.1671362668275833,0.16349521279335022,0.17159277200698853
2019-01-18,0.16584719717502594,0.16554242372512817,0.165190652012825,0.16666920483112335,0.16390569508075714,0.1728447824716568
2019-01-22,0.16674484312534332,0.16405074298381805,0.16561980545520782,0.16538681089878082,0.16389067471027374,0.17430713772773743
2019-01-23,0.16587196290493011,0.16496042907238007,0.16536901891231537,0.1659400910139084,0.1638035774230957,0.17405492067337036
2019-01-24,0.16585826873779297,0.1678173691034317,0.1658000946044922,0.1670668125152588,0.16483904421329498,0.16861842572689056
2019-01-25,0.16680936515331268,0.16616863012313843,0.16633521020412445,0.16616863012313843,0.16616863012313843,0.1683495044708252
2019-01-28,0.1668114811182022,0.16647765040397644,0.16656258702278137,0.16647765040397644,0.16719293594360352,0.16647765040397644
2019-01-29,0.1675247699022293,0.168040469288826,0.1666911542415619,0.16665995121002197,0.16548371315002441,0.16559991240501404
2019-01-30,0.16672439873218536,0.167953222990036,0.1666298657655716,0.1667441725730896,0.16597416996955872,0.16597416996955872
2019-01-31,0.1663380265235901,0.16728587448596954,0.1663380265235901,0.1663380265235901,0.16736195981502533,0.1663380265235901
2019-02-01,0.16731402277946472,0.16670458018779755,0.16645963490009308,0.1663828194141388,0.1656673401594162,0.16747163236141205
2019-02-04,0.16615653038024902,0.16960641741752625,0.1654576063156128,0.16755232214927673,0.16372643411159515,0.16750067472457886
2019-02-05,0.16733041405677795,0.16946399211883545,0.16557708382606506,0.16722458600997925,0.16366297006607056,0.1667409986257553
2019-02-06,0.16725128889083862,0.166436105966568,0.16552583873271942,0.16556835174560547,0.16292943060398102,0.17228896915912628
2019-02-07,0.1674894243478775,0.1652989536523819,0.16578206419944763,0.16497302055358887,0.16276973485946655,0.17368686199188232
2019-02-08,0.16734057664871216,0.16473686695098877,0.1657172441482544,0.16487249732017517,0.16283565759658813,0.17449718713760376
2019-02-11,0.16662220656871796,0.1645394265651703,0.16558559238910675,0.16520296037197113,0.16319163143634796,0.17485816776752472
2019-02-12,0.16709372401237488,0.16438324749469757,0.16571272909641266,0.16516445577144623,0.16405349969863892,0.17359228432178497
2019-02-13,0.16728255152702332,0.16405612230300903,0.16581518948078156,0.164669930934906,0.16405612230300903,0.17412011325359344
2019-02-14,0.1672547310590744,0.16442984342575073,0.16571152210235596,0.16537094116210938,0.163923442363739,0.17330949008464813
2019-02-15,0.16646583378314972,0.16617897152900696,0.16538821160793304,0.16637206077575684,0.1635674089193344,0.17202752828598022
2019-02-19,0.1665782481431961,0.1668350100517273,0.16550107300281525,0.1666111946105957,0.1640886515378952,0.17038576304912567
2019-02-20,0.16660502552986145,0.1676214635372162,0.16543543338775635,0.16759181022644043,0.1640266478061676,0.16871963441371918
2019-02-21,0.16682320833206177,0.1685905009508133,0.16581742465496063,0.16815286874771118,0.16489548981189728,0.16572055220603943
2019-02-22,0.16511090099811554,0.1704772710800171,0.16543620824813843,0.16910390555858612,0.1649358570575714,0.1649358570575714
2019-02-25,0.16500011086463928,0.17030294239521027,0.1651342511177063,0.16822120547294617,0.1663413643836975,0.16500011086463928
2019-02-26,0.16782702505588531,0.1642790138721466,0.16531431674957275,0.16630403697490692,0.1638738065958023,0.17240175604820251
2019-02-27,0.16763266921043396,0.16523204743862152,0.16581006348133087,0.16633637249469757,0.16317720711231232,0.17181167006492615
2019-02-28,0.1669166386127472,0.16706162691116333,0.16591916978359222,0.16692104935646057,0.16274011135101318,0.1704414337873459
2019-03-01,0.16695857048034668,0.16694341599941254,0.16586612164974213,0.16678757965564728,0.1627611219882965,0.1706831157207489
2019-03-04,0.16632065176963806,0.1669619381427765,0.16548343002796173,0.16641570627689362,0.16314692795276642,0.17167134582996368
2019-03-05,0.16506335139274597,0.16794531047344208,0.16499044001102448,0.16744694113731384,0.1635122150182724,0.17104175686836243
2019-03-06,0.16513437032699585,0.16816481947898865,0.16513293981552124,0.16718915104866028,0.1637420356273651,0.1706366240978241
2019-03-07,0.16548211872577667,0.16839434206485748,0.16548211872577667,0.16713140904903412,0.16548211872577667,0.1680278331041336
2019-03-08,0.16649731993675232,0.16649731993675232,0.16649731993675232,0.16649731993675232,0.16657580435276031,0.1674349009990692
2019-03-11,0.16658133268356323,0.16658133268356323,0.16658133268356323,0.16658133268356323,0.16707773506641388,0.1665969341993332
2019-03-12,0.16638235747814178,0.16638235747814178,0.16638235747814178,0.16638235747814178,0.16808821260929108,0.16638235747814178
2019-03-13,0.16657058894634247,0.16657058894634247,0.16657058894634247,0.16657058894634247,0.16685336828231812,0.16686435043811798
2019-03-14,0.16647371649742126,0.16647371649742126,0.16647371649742126,0.16647371649742126,0.16647371649742126,0.16763140261173248
2019-03-15,0.16721603274345398,0.1640440821647644,0.16520340740680695,0.1656796634197235,0.1640440821647644,0.17381270229816437
2019-03-18,0.16575826704502106,0.16563917696475983,0.16516253352165222,0.16664409637451172,0.16384245455265045,0.17295339703559875
2019-03-19,0.16529938578605652,0.16663551330566406,0.1649426966905594,0.16714783012866974,0.16364674270153046,0.17232780158519745
2019-03-20,0.16522197425365448,0.16704311966896057,0.16473586857318878,0.16730742156505585,0.16350099444389343,0.17219063639640808
2019-03-21,0.16500291228294373,0.16684167087078094,0.16515934467315674,0.16695836186408997,0.16382911801338196,0.1722085177898407
2019-03-22,0.16520194709300995,0.1673002392053604,0.16496790945529938,0.16729030013084412,0.16362619400024414,0.17161336541175842
2019-03-25,0.1656591296195984,0.16722743213176727,0.16507644951343536,0.16723038256168365,0.1635015904903412,0.17130504548549652
2019-03-26,0.16535644233226776,0.16799181699752808,0.165719136595726,0.16738644242286682,0.16492830216884613,0.1686178743839264
