,open,high,low,close,volume,date,macd_1,sma30_1,sma60_1,tic,day
0,37.91999816894531,38.72999954223633,37.91999816894531,38.34000015258789,6483800,2013-01-02,-0.1132586978202851,37.13115630880044,35.38224501180175,ADBE,0
1,104.49680680481639,104.64255888044062,102.99081518172055,103.67094421386719,7675284,2013-01-02,0.2735906785385111,102.7633279580424,101.8529483367279,GE,0
2,54.411834120982746,56.05875778198242,54.411834120982746,56.05875778198242,3526500,2013-01-02,-0.0005800925553032,55.018070842337615,54.44665234164,INTU,0
3,15.48308898252782,15.490769262031542,14.983882533694178,15.068364143371582,29812900,2013-01-02,-0.0738138526762171,14.247977857723551,13.584483335879804,MS,0
4,42.869998931884766,43.689998626708984,42.720001220703125,43.650001525878906,1790600,2013-01-02,-0.1156410083507069,42.08289748150105,42.79094876109558,VRTX,0
5,55.07145553496019,55.65485307363055,54.72643368403074,55.64857864379883,16143700,2013-01-02,-0.0632969662550806,55.08414006030005,55.24141892490506,XOM,0
6,38.13999938964844,38.29999923706055,37.65999984741211,37.75,3906000,2013-01-03,0.0419931306399092,37.40797046128452,35.55681872419288,ADBE,1
7,104.35106405470937,104.39965219336098,102.2621012231967,102.5050048828125,8078220,2013-01-03,1.1237426086308204,103.40693254830316,102.1891923127665,GE,1
8,55.778243857821785,56.11305714228246,55.66060545173954,55.868736267089844,2559000,2013-01-03,0.2337411017977757,55.33247550599549,54.60355299449351,INTU,1
9,14.945479645281086,15.060682361481268,14.837958672681863,15.037641525268555,29859500,2013-01-03,0.0229990056478825,14.4631631238085,13.69092658474157,MS,1
10,43.70000076293945,45.29999923706055,43.310001373291016,45.150001525878906,1841500,2013-01-03,0.8135122266321986,43.15286591533314,43.14676631134496,VRTX,1
11,55.49174222747086,55.76148523379582,55.30355243751498,55.54820251464844,13268200,2013-01-03,0.4439263816522327,55.51901188993955,55.44820223403227,XOM,1
12,37.880001068115234,38.189998626708984,37.619998931884766,38.130001068115234,3809300,2013-01-04,0.009497584973225,37.47690350130611,35.63111856736448,ADBE,2
13,103.03940380930239,103.28230749164545,102.6021784155397,102.9908218383789,4963027,2013-01-04,1.1493133643670177,103.35468236027668,102.17349761833006,GE,2
14,56.10400929456918,56.43882257704407,55.868735935732545,56.3030891418457,1898200,2013-01-04,0.3139356859012636,55.55651542228741,54.71572382391633,INTU,2
15,15.114442883788296,15.552208518829046,15.037641561093006,15.506128311157227,31983900,2013-01-04,-0.0247474229222266,14.555009256365858,13.735318892480416,MS,2
16,45.349998474121094,46.5099983215332,45.20000076293945,45.849998474121094,2538100,2013-01-04,1.2139837910069744,43.78449593530327,43.30841465466335,VRTX,2
17,55.516835525054745,55.886945464614726,55.435287094131425,55.805397033691406,11427900,2013-01-04,0.2301131781380618,55.36393232077,55.36114058360277,XOM,2
18,37.810001373291016,38.209999084472656,37.70000076293945,37.939998626708984,3632100,2013-01-07,0.3956634404322017,37.91084645879496,35.883756702603044,ADBE,3
19,102.79652713229858,103.08800668986449,101.82491214767649,102.65078735351562,5453308,2013-01-07,1.0393082003612903,103.16000125926294,102.09621550898532,GE,3
20,55.9411302839855,56.55646489823289,55.9411302839855,56.36643600463867,1422500,2013-01-07,0.2360190280683198,55.59080043430837,54.74794824419276,INTU,3
21,15.375573964534736,15.46005414212477,15.10676993706948,15.206610679626465,21445100,2013-01-07,0.1468892558623,14.781814426637288,13.857683727371988,MS,3
22,45.880001068115234,47.439998626708984,45.75,47.290000915527344,2515300,2013-01-07,1.0113744781584373,44.031531230663816,43.2940989613809,VRTX,3
23,55.39765455936197,55.510570367338204,54.93344725367644,55.159278869628906,11799800,2013-01-07,0.3535504309551172,55.42802308911067,55.38401340104134,XOM,3
24,37.779998779296875,38.20000076293945,37.75,38.13999938964844,3080900,2013-01-08,0.2017450565023963,37.8411343935444,35.881400682693425,ADBE,4
25,102.50500230158623,102.60216623189531,100.46462148783125,101.53339385986328,6668777,2013-01-08,1.329763981768764,103.22757907467576,102.18376202065494,GE,4
26,56.230335296052274,56.38458822248785,55.812937898150665,55.912750244140625,1041600,2013-01-08,0.5291675992581517,55.8665425844363,54.89924203094699,INTU,4
27,15.160529804097425,15.198931214879783,15.045328501478432,15.091408729553223,22206200,2013-01-08,0.0313370657597911,14.729568268781104,13.84064867194752,MS,4
