date,daily_return
2019-01-02,1.0
2019-01-03,0.9826440636651163
2019-01-04,1.0222060928914902
2019-01-07,1.0432216486475858
2019-01-08,1.0487688827705584
2019-01-09,1.0551466227386745
2019-01-10,1.0712198065311915
2019-01-11,1.072632098350963
2019-01-14,1.0677497020840763
2019-01-15,1.0785410634333918
2019-01-16,1.0896709660572534
2019-01-17,1.0936716264472501
2019-01-18,1.107379512163869
2019-01-22,1.0862774085167342
2019-01-23,1.0822757560757836
2019-01-24,1.0780763954808947
2019-01-25,1.096989500487372
2019-01-28,1.083327955823834
2019-01-29,1.0760754163480417
2019-01-30,1.0935578227015852
2019-01-31,1.1243734904779905
2019-02-01,1.1286609118853872
2019-02-04,1.1369808185392452
2019-02-05,1.148973402762637
2019-02-06,1.140004533196007
2019-02-07,1.121361038009026
2019-02-08,1.120934562349174
2019-02-11,1.1243963278834543
2019-02-12,1.1388116741665828
2019-02-13,1.1486531461381162
2019-02-14,1.1427624144280322
2019-02-15,1.1572900905150754
2019-02-19,1.1587907905647814
2019-02-20,1.1624717261738642
2019-02-21,1.1513508466017235
2019-02-22,1.1713013445165301
2019-02-25,1.1840405966339942
2019-02-26,1.195907662103516
2019-02-27,1.205762735567868
2019-02-28,1.1892300122730548
2019-03-01,1.1991422930441251
2019-03-04,1.1920417777054457
2019-03-05,1.177410707942206
2019-03-06,1.1504497806902219
2019-03-07,1.1532798851310382
2019-03-08,1.1526023857983794
2019-03-11,1.175030495186488
2019-03-12,1.1776117679242808
2019-03-13,1.1929530972033833
2019-03-14,1.204555484038999
2019-03-15,1.1954501936822115
2019-03-18,1.2054066355461872
2019-03-19,1.1990627585927094
2019-03-20,1.19411071239521
2019-03-21,1.206476647335303
2019-03-22,1.180297732064711
2019-03-25,1.1799851353038526
2019-03-26,1.2005535096451836
2019-03-27,1.1865737976901651
2019-03-28,1.1890695619789973
2019-03-29,1.1980688847278116
2019-04-01,1.2186780375973012
2019-04-02,1.2238235295403148
2019-04-03,1.2245418051552523
2019-04-04,1.2171752071651516
2019-04-05,1.221844719743438
2019-04-08,1.2133373629603734
2019-04-09,1.199994904656888
2019-04-10,1.2028803303623161
2019-04-11,1.1996801833875959
2019-04-12,1.2007786583512678
2019-04-15,1.1976322091126261
2019-04-16,1.2008103134144523
2019-04-17,1.189110776717259
2019-04-18,1.1938390133686378
2019-04-22,1.2011155376066
2019-04-23,1.2185699214276393
2019-04-24,1.2076933893499335
2019-04-25,1.2080652899629236
2019-04-26,1.2093283774931116
2019-04-29,1.2130075449994542
2019-04-30,1.2229170728700502
2019-05-01,1.2088818524093439
2019-05-02,1.2048567837322377
2019-05-03,1.222985899249141
2019-05-06,1.218566104589853
2019-05-07,1.193757224870345
2019-05-08,1.1923998629749006
2019-05-09,1.1875654686015926
2019-05-10,1.194058117931069
2019-05-13,1.1584670064143934
2019-05-14,1.1753969245824536
2019-05-15,1.1807996989398728
2019-05-16,1.1923308332490414
2019-05-17,1.1808157307432323
2019-05-20,1.1705027653667233
2019-05-21,1.1829672563298441
2019-05-22,1.1835005711526587
2019-05-23,1.1589954286334094
2019-05-24,1.170586576325394
2019-05-28,1.163299620039996
2019-05-29,1.147546842155003
2019-05-30,1.1512448217709779
2019-05-31,1.1325854901887173
2019-06-03,1.1247125336662873
2019-06-04,1.165785293526551
2019-06-05,1.1710274078541576
2019-06-06,1.1730688028160456
2019-06-07,1.186710577184027
2019-06-10,1.1948203706507086
2019-06-11,1.1909113582076898
2019-06-12,1.1865668874187214
2019-06-13,1.1879712726383609
2019-06-14,1.1826901504296807
2019-06-17,1.185389181759486
2019-06-18,1.2063478244477204
2019-06-19,1.2207699359585837
2019-06-20,1.2426772654958542
2019-06-21,1.2393473338905632
2019-06-24,1.2287007977493367
2019-06-25,1.2109573198638928
2019-06-26,1.211406249350097
2019-06-27,1.2195316422065643
2019-06-28,1.2343893660899081
2019-07-01,1.242366062898456
2019-07-02,1.2386706671243835
2019-07-03,1.2513595537274995
2019-07-05,1.2429621781926952
2019-07-08,1.2325408920965102
2019-07-09,1.2376134899824498
2019-07-10,1.2427829051316226
2019-07-11,1.24511363344026
2019-07-12,1.2572471556542013
2019-07-15,1.2525547776136923
2019-07-16,1.2479586099711912
2019-07-17,1.239177235215243
2019-07-18,1.2453815631310892
2019-07-19,1.2358411631425872
2019-07-22,1.2425367691340818
2019-07-23,1.25667205724613
2019-07-24,1.2580677191935197
2019-07-25,1.2435908986527038
2019-07-26,1.2488775820180649
2019-07-29,1.2402272728878934
2019-07-30,1.2424849859697866
2019-07-31,1.229309411681339
2019-08-01,1.2248882475649514
2019-08-02,1.2107075618175025
2019-08-05,1.1713467594110498
2019-08-06,1.1852942554391344
2019-08-07,1.177899161795144
