Date,y_Tp4_PriceChg_c0,y_Tp4_PriceChg_c1,y_Tp4_PriceChg_c2,y_Tp4_PriceChg_c3,y_Tp4_PriceChg_c4,y_Tp4_PriceChg_c5,y_Tp4_PriceChg_c6,pc_pred
1991-08-13,0.00079,0.002745,0.197232,0.771898,0.026384,0.000925,0.0,0.005091525672898045
1991-08-14,0.001147,0.003664,0.231945,0.733889,0.028563,0.000754,0.0,-0.0009110524790360933
1991-08-15,0.000505,0.001897,0.091096,0.836218,0.068386,0.001849,0.0,0.03340283051493741
1991-08-16,0.001102,0.003554,0.278071,0.695813,0.020966,0.000465,0.0,-0.010571623239588117
1991-08-19,0.001193,0.004287,0.218766,0.744067,0.03065,0.000996,0.0,0.0016923633619301225
1991-08-20,0.001571,0.005623,0.311757,0.65734,0.022943,0.000728,0.0,-0.016682051679969476
1991-08-21,0.001964,0.005933,0.272522,0.691283,0.027066,0.001177,0.0,-0.009134557662926902
1991-08-22,0.001145,0.003293,0.274207,0.699305,0.021473,0.000545,0.0,-0.009699887256487029
1991-08-23,0.001818,0.005367,0.388601,0.588457,0.015195,0.000515,0.0,-0.03170350599010824
1991-08-26,0.002284,0.007835,0.482636,0.497367,0.009465,0.000372,0.0,-0.05016918328522157
1991-08-27,0.0007,0.002086,0.100614,0.839229,0.05601,0.001305,0.0,0.028645989173062384
1991-08-28,0.000254,0.000724,0.067287,0.892663,0.038554,0.000499,0.0,0.030798442986201248
1991-08-29,0.000362,0.001593,0.061637,0.864659,0.070067,0.001632,0.0,0.038902036314601415
1991-08-30,0.000171,0.001167,0.027676,0.772605,0.194495,0.003741,0.0,0.07343537237321213
1991-09-03,0.000112,0.0011,0.02335,0.741503,0.228854,0.004963,0.0,0.08235970725667029
1991-09-04,8.9e-05,0.000545,0.021482,0.799269,0.176409,0.002154,0.0,0.07006427889615348
1991-09-05,0.000101,0.000367,0.026282,0.762102,0.207577,0.003461,0.0,0.07675015961638275
1991-09-06,0.000102,0.000626,0.034772,0.727879,0.228337,0.008056,0.0,0.08172641986502836
1991-09-09,0.0,0.000141,0.012817,0.689922,0.292749,0.003906,0.000183,0.09837145693308474
1991-09-10,0.0,9.2e-05,0.019835,0.755526,0.220808,0.003416,7.9e-05,0.08095308285749196
1991-09-11,0.0,0.000117,0.007442,0.594005,0.386235,0.010566,0.001329,0.12353602690755035
1991-09-12,0.0,0.000117,0.003519,0.515195,0.464837,0.013631,0.002421,0.14361219931884828
1991-09-13,0.0,2.1e-05,0.005336,0.461374,0.51118,0.016347,0.00513,0.1564351447148546
1991-09-16,0.0,0.000807,0.005409,0.275588,0.672424,0.040884,0.004268,0.20162405115687632
1991-09-17,0.0,0.000854,0.010848,0.403409,0.532853,0.048062,0.003187,0.17201245817033287
1991-09-18,0.0,0.000178,0.00986,0.571431,0.409235,0.008621,0.00039,0.12680604668497056
1991-09-19,0.0,0.000665,0.02237,0.601049,0.364472,0.011088,4.6e-05,0.11538310891496255
1991-09-20,0.0,0.004006,0.016898,0.402168,0.508395,0.06617,0.001515,0.1710286285318183
1991-09-23,0.0,0.001337,0.00429,0.224397,0.616208,0.138127,0.014411,0.2360168576282695
1991-09-24,0.0,0.000232,0.001202,0.206522,0.597115,0.157938,0.035932,0.254436488772768
1991-09-25,0.0,0.000426,0.001098,0.193618,0.55861,0.206722,0.038525,0.26779375741643247
1991-09-26,4.1e-05,0.000385,0.0,0.064583,0.458812,0.373122,0.102252,0.3551587529935082
1991-09-27,0.001008,0.001506,0.0,0.06751,0.508172,0.256307,0.164832,0.355969432628064
1991-09-30,0.001409,0.001665,0.0,0.037269,0.292305,0.391329,0.275642,0.43367097476190875
1991-10-01,0.000796,0.000801,0.0,0.056419,0.396652,0.297328,0.247739,0.400720766771516
1991-10-02,0.001182,0.001221,0.0,0.064652,0.524532,0.228988,0.179166,0.3572503934995849
1991-10-03,0.00026,0.00052,0.0,0.069032,0.587344,0.266986,0.075401,0.32248164426273046
1991-10-04,0.0,3.9e-05,0.000202,0.198392,0.680072,0.081924,0.038873,0.2432893919088681
1991-10-07,0.0,0.00012,0.00041,0.12755,0.721788,0.117539,0.032311,0.2631999071082486
1991-10-08,0.0,1.7e-05,0.00113,0.366402,0.621191,0.007988,0.00313,0.17684599075631408
1991-10-09,0.0,2.1e-05,0.005886,0.502284,0.486619,0.003866,0.001081,0.14316322281271732
1991-10-10,0.000382,0.0005,0.012875,0.894668,0.089913,0.001462,0.0,0.05193284312653549
1991-10-11,0.000209,0.00039,0.00982,0.889085,0.098576,0.001689,0.0,0.05458852954847003
1991-10-14,0.000326,0.000725,0.022177,0.893494,0.081525,0.001617,0.0,0.048497306366049084
1991-10-15,0.001055,0.002207,0.104831,0.859171,0.031745,0.00093,0.0,0.02217771761386898
1991-10-16,0.001123,0.002755,0.333309,0.652779,0.0099,0.000115,0.0,-0.02240071006086093
1991-10-17,0.000117,0.000403,0.020271,0.842034,0.135998,0.001094,0.0,0.060895414368584797
1991-10-18,0.000197,0.000755,0.105803,0.87646,0.016605,0.000175,0.0,0.019204783261654163
1991-10-21,0.002067,0.004999,0.399128,0.583461,0.010042,0.000265,0.0,-0.03475500883165871
1991-10-22,0.002263,0.006448,0.406657,0.577342,0.007135,0.000125,0.0,-0.037304219539141724
1991-10-23,0.005249,0.021988,0.369057,0.582372,0.019309,0.001847,0.0,-0.03380652871684244
1991-10-24,0.000301,0.001036,0.158602,0.825014,0.014819,0.000223,0.0,0.00963440023340015
1991-10-25,0.0,0.000296,0.002203,0.518759,0.462941,0.012926,0.00252,0.14312607382260895
1991-10-28,0.00011,0.000315,0.028987,0.894466,0.074339,0.001724,0.0,0.046014160944668286
1991-10-29,0.000112,0.000398,0.026586,0.871156,0.100075,0.001594,0.0,0.052053992983548646
1991-10-30,0.000371,0.001785,0.049127,0.817206,0.122011,0.009264,0.0,0.05567915835951939
1991-10-31,7.1e-05,0.000896,0.026037,0.761035,0.202102,0.009533,0.0,0.07794345126324428
1991-11-01,0.000175,0.000511,0.034025,0.917293,0.046442,0.00151,0.0,0.03877862747788509
