Date,y_Tp10_PriceChg_c0,y_Tp10_PriceChg_c1,y_Tp10_PriceChg_c2,y_Tp10_PriceChg_c3,y_Tp10_PriceChg_c4,y_Tp10_PriceChg_c5,y_Tp10_PriceChg_c6,pc_pred
1991-08-13,0.0,0.00684,0.085452,0.445379,0.411792,0.047185,0.002677,0.042412046122962566
1991-08-14,0.0,0.004748,0.081225,0.568607,0.31552,0.027841,0.0016,0.01703297425618313
1991-08-15,0.0,0.004863,0.057798,0.348016,0.524993,0.06033,0.003556,0.07379129142965737
1991-08-16,0.0,0.004173,0.098326,0.439379,0.423846,0.032273,0.00166,0.03610120874266653
1991-08-19,0.0,0.007458,0.098862,0.453217,0.385807,0.049644,0.004115,0.03775988220623969
1991-08-20,0.0,0.005536,0.097615,0.528199,0.333106,0.033139,0.001834,0.02005378023860037
1991-08-21,0.0,0.004632,0.09604,0.484006,0.377659,0.035189,0.002006,0.029562527960836835
1991-08-22,0.0,0.007785,0.177283,0.44091,0.34029,0.030369,0.002324,0.008117948891966337
1991-08-23,0.0,0.005859,0.124494,0.567286,0.28142,0.019238,0.001038,2.0754671037559718e-05
1991-08-26,0.0,0.005261,0.13974,0.530596,0.302681,0.020331,0.000967,0.0021701113812582903
1991-08-27,0.0,0.002745,0.043351,0.41673,0.498567,0.036519,0.001908,0.06007801803070503
1991-08-28,0.0,0.001989,0.061769,0.45797,0.448347,0.028577,0.001171,0.04451517680389855
1991-08-29,0.0,0.003597,0.066874,0.355685,0.503179,0.067056,0.003153,0.07153853219866815
1991-08-30,0.0,0.0016,0.018526,0.216072,0.651788,0.106771,0.0051,0.12479408502150115
1991-09-03,0.0,0.002286,0.022123,0.272323,0.619447,0.077982,0.005584,0.10599877197034176
1991-09-04,0.0,0.000652,0.005424,0.223403,0.676755,0.089147,0.004577,0.12334668298881565
1991-09-05,0.0,0.00067,0.003907,0.201624,0.704609,0.081156,0.007981,0.12761340792243225
1991-09-06,0.0,0.000918,0.007083,0.283134,0.621665,0.081594,0.00552,0.11053149819417274
1991-09-09,0.0,0.000603,0.003789,0.27481,0.563084,0.142779,0.01487,0.134451091499378
1991-09-10,0.0,0.001915,0.005375,0.241909,0.48186,0.231207,0.037446,0.175014717734109
1991-09-11,0.0,0.007833,0.01439,0.218144,0.527337,0.197555,0.033946,0.16281906942860475
1991-09-12,0.0,0.001982,0.007619,0.161609,0.457678,0.316885,0.053857,0.22023371968428268
1991-09-13,0.0,0.001938,0.004812,0.109393,0.544334,0.292831,0.046406,0.22007029788566368
1991-09-16,0.0,0.00131,0.005712,0.172106,0.6349,0.167432,0.018402,0.16033294970352185
1991-09-17,0.0,0.000739,0.003646,0.061493,0.633625,0.272503,0.027903,0.21380153363013144
1991-09-18,0.0,0.000776,0.003973,0.096084,0.633641,0.237713,0.027695,0.19832405589027313
1991-09-19,0.0,0.001383,0.006341,0.206506,0.641586,0.133197,0.010878,0.14075197984798513
1991-09-20,0.0,0.016718,0.028998,0.196374,0.448841,0.264283,0.042995,0.180191655307607
1991-09-23,0.0,0.001921,0.003545,0.034708,0.604031,0.300211,0.055367,0.2409369099499428
1991-09-24,0.0,0.002006,0.005372,0.01635,0.344498,0.535751,0.095508,0.327531144581812
1991-09-25,0.0,0.005314,0.008017,0.01047,0.309451,0.533324,0.131896,0.3461919581939267
1991-09-26,0.0,0.003187,0.002421,0.001983,0.149427,0.700936,0.141284,0.39944835593383254
1991-09-27,0.0,0.014837,0.000992,0.048393,0.299107,0.37214,0.257957,0.36673237978033285
1991-09-30,0.0,0.002239,0.003438,0.003544,0.151771,0.658598,0.179508,0.4100819764180871
1991-10-01,0.0,0.001146,0.008335,0.00453,0.087077,0.686109,0.211533,0.434158584351312
1991-10-02,0.0,0.001639,0.001192,0.001649,0.092905,0.690921,0.211111,0.43788973380543417
1991-10-03,0.0,0.002452,0.001898,0.001729,0.138079,0.692867,0.162264,0.40988780213209147
1991-10-04,0.0,0.003442,0.003878,0.009956,0.230953,0.561798,0.188592,0.3882503492754463
1991-10-07,0.0,0.004373,0.013121,0.009918,0.21487,0.585278,0.170622,0.38057925446069724
1991-10-08,0.0,0.001784,0.008599,0.040817,0.575243,0.337232,0.036025,0.23680142996819611
1991-10-09,0.0,0.002459,0.017744,0.271913,0.606215,0.094012,0.007342,0.11257698669677577
1991-10-10,0.0,0.001795,0.03001,0.381975,0.536112,0.047788,0.002198,0.07421513360801754
1991-10-11,0.0,0.00338,0.035414,0.493351,0.416077,0.047867,0.003529,0.052466820462485984
1991-10-14,0.0,0.004249,0.04054,0.305456,0.563334,0.080957,0.005045,0.09356300930191835
1991-10-15,0.0,0.006583,0.123318,0.53237,0.308756,0.026158,0.002001,0.00866440782966488
1991-10-16,0.0,0.004755,0.118131,0.607066,0.255222,0.013727,0.000714,-0.006106352164932931
