Date,y_Tp7_PriceChg_c0,y_Tp7_PriceChg_c1,y_Tp7_PriceChg_c2,y_Tp7_PriceChg_c3,y_Tp7_PriceChg_c4,y_Tp7_PriceChg_c5,y_Tp7_PriceChg_c6,pc_pred
1993-03-15,0.0,0.001116,0.039678,0.380415,0.533367,0.042131,0.002977,0.1298992214533101
1993-03-16,0.0,0.001296,0.084322,0.615394,0.282835,0.014302,0.001495,0.08532186004439138
1993-03-17,0.0,0.002605,0.235579,0.638959,0.118952,0.003423,8.6e-05,0.043054240414154704
1993-03-18,0.000288,0.006423,0.258219,0.599924,0.131787,0.002927,0.0,0.04055108470232561
1993-03-19,0.0,0.002579,0.063707,0.476955,0.427166,0.027179,0.001956,0.10901735091684575
1993-03-22,0.0,0.004842,0.159531,0.616552,0.212866,0.005484,0.000129,0.06374087691984247
1993-03-23,0.0,0.001808,0.175376,0.660837,0.156441,0.004878,0.000309,0.0555909628326026
1993-03-24,0.000231,0.004245,0.224328,0.654798,0.11419,0.001922,0.0,0.04276245843757237
1993-03-25,0.000547,0.009732,0.336841,0.550702,0.099884,0.002019,0.0,0.025907789355584614
1993-03-26,0.00056,0.009454,0.351001,0.550914,0.086248,0.001598,0.0,0.022488454919445462
1993-03-29,0.001398,0.016094,0.290357,0.539119,0.147783,0.004245,0.0,0.035614237443629244
1993-03-30,0.000893,0.009223,0.309543,0.613929,0.064809,0.001366,0.0,0.02450766076049443
1993-03-31,0.001259,0.013329,0.236968,0.636042,0.109931,0.002102,0.0,0.037531186841026506
1993-04-01,0.000672,0.008528,0.250765,0.656216,0.082224,0.001376,0.0,0.033970955296118904
1993-04-02,0.000393,0.005335,0.328763,0.618203,0.046621,0.000603,0.0,0.021181735920654154
1993-04-05,0.000551,0.007034,0.343343,0.588001,0.060018,0.00091,0.0,0.02063629734921749
1993-04-06,0.000654,0.011243,0.329836,0.54913,0.106056,0.002679,0.0,0.027167416841878442
1993-04-07,0.002373,0.029275,0.506078,0.418964,0.042183,0.000928,0.0,-0.008385533251873167
1993-04-08,0.001647,0.016457,0.406139,0.491948,0.080474,0.002813,0.0,0.012882019421889573
1993-04-12,0.001323,0.013212,0.389217,0.521816,0.071693,0.002311,0.0,0.014785891550274679
1993-04-13,0.000692,0.009505,0.324023,0.582423,0.081635,0.001495,0.0,0.024978764233744663
1993-04-14,0.0,0.002461,0.103406,0.550455,0.325192,0.016181,0.00169,0.08861046397953593
1993-04-15,0.0,0.004335,0.062278,0.397978,0.503843,0.028082,0.00241,0.11872835494513125
1993-04-16,0.000866,0.011022,0.390114,0.544536,0.052219,0.001046,0.0,0.012812912463089982
1993-04-19,0.000648,0.009768,0.477732,0.492361,0.019219,0.000236,0.0,-0.0013981552282641247
1993-04-20,0.003342,0.05011,0.570645,0.357175,0.018365,0.000288,0.0,-0.025852948089365814
1993-04-21,0.0061,0.080243,0.663422,0.233802,0.015795,0.000482,0.0,-0.04748890708781948
1993-04-22,0.004289,0.057209,0.640474,0.278577,0.018773,0.000528,0.0,-0.03659976442872585
1993-04-23,0.002592,0.027945,0.534925,0.388724,0.044022,0.0015,0.0,-0.011144711289779266
1993-04-26,0.002914,0.041471,0.624383,0.315742,0.015113,0.000311,0.0,-0.029813162787304122
1993-04-27,0.002608,0.055987,0.565779,0.359366,0.015986,0.000231,0.0,-0.026933476698592314
1993-04-28,0.001882,0.042915,0.632499,0.31709,0.005549,5.3e-05,0.0,-0.031909260177633715
1993-04-29,0.001509,0.033274,0.543993,0.410157,0.010925,0.000121,0.0,-0.017713327882422934
1993-04-30,0.00556,0.080361,0.723015,0.184068,0.006809,0.000143,0.0,-0.05547917358932018
1993-05-03,0.00458,0.046152,0.594867,0.342861,0.011199,0.000255,0.0,-0.029122563953467056
1993-05-04,0.008165,0.137751,0.714985,0.132892,0.006046,0.000128,0.0,-0.07301662112401143
