Date,y_Tp1_PriceChg_c0,y_Tp1_PriceChg_c1,y_Tp1_PriceChg_c2,y_Tp1_PriceChg_c3,y_Tp1_PriceChg_c4,y_Tp1_PriceChg_c5,pc_pred
1993-03-15,0.0,0.000549,0.178895,0.651909,0.083163,0.08529,0.15853785900659842
1993-03-16,0.0,0.000484,0.460549,0.468578,0.010931,0.059355,0.0986958017687358
1993-03-17,0.0,0.000482,0.779707,0.181178,0.001957,0.036575,0.04183017282450279
1993-03-18,0.0,0.000771,0.83824,0.128638,0.001571,0.030657,0.030931583873393155
1993-03-19,0.0,0.000353,0.347915,0.578477,0.020197,0.052994,0.11536069394937014
1993-03-22,0.0,0.000673,0.670193,0.285115,0.00356,0.040327,0.05988983182160708
1993-03-23,0.0,0.000271,0.629441,0.332679,0.003552,0.034012,0.06447549568996261
1993-03-24,0.0,0.000586,0.788558,0.169621,0.002113,0.039021,0.041164458164107846
1993-03-25,0.0,0.000608,0.924245,0.052397,0.00063,0.022024,0.015127881720017038
1993-03-26,0.0,0.000571,0.875582,0.102369,0.000934,0.020452,0.02220335883491952
1993-03-29,0.0,0.001584,0.713226,0.248931,0.001957,0.034004,0.05084061361385386
1993-03-30,0.0,0.002002,0.873241,0.097125,0.00096,0.026231,0.023648665125575934
1993-03-31,0.0,0.003918,0.589848,0.350209,0.005556,0.049085,0.07360377804317435
1993-04-01,0.0,0.001053,0.739869,0.228326,0.001723,0.02874,0.0453809118175125
1993-04-02,0.0,0.000774,0.894782,0.077334,0.001112,0.025814,0.020750673216217742
1993-04-05,0.0,0.000381,0.932025,0.046627,0.000807,0.02007,0.013470523643799394
1993-04-06,0.0,0.000805,0.913794,0.064895,0.000876,0.019471,0.015931312458443134
1993-04-07,0.000437,0.005652,0.948913,0.032024,0.0,0.012377,0.006148616555721056
1993-04-08,0.0,0.000683,0.950872,0.032989,0.000295,0.014995,0.008892757403591148
1993-04-12,0.0,0.001049,0.943587,0.037397,0.000405,0.017353,0.010568193217445463
1993-04-13,0.0,0.000696,0.775313,0.192346,0.001587,0.029922,0.04042219453090529
1993-04-14,0.0,0.000395,0.391157,0.55102,0.008539,0.048813,0.10602006569318087
1993-04-15,0.0,0.00091,0.354422,0.570157,0.017085,0.057179,0.11495461832438035
1993-04-16,0.0,0.000815,0.944248,0.039274,0.000258,0.015188,0.009904125432407235
1993-04-19,0.0,0.000892,0.953429,0.033097,0.000211,0.012104,0.007545450430586193
1993-04-20,0.001557,0.007597,0.986294,0.001788,0.0,0.002693,-0.0037273794066223706
1993-04-21,0.007529,0.036336,0.954318,0.000174,0.0,0.001615,-0.013590130810847466
1993-04-22,0.001587,0.008004,0.985634,0.002038,0.0,0.00267,-0.003807149906117974
1993-04-23,0.000343,0.001793,0.987213,0.006136,0.0,0.004388,-0.000453873351880765
1993-04-26,0.000834,0.006826,0.987814,0.001182,0.0,0.003301,-0.003083238678561683
1993-04-27,0.001444,0.010077,0.984199,0.000898,0.0,0.003338,-0.004117783449783041
1993-04-28,0.001304,0.00647,0.99094,0.000225,0.0,0.001048,-0.004337223409392269
1993-04-29,0.000203,0.002241,0.99492,0.000774,0.0,0.001843,-0.0024665459830261706
1993-04-30,0.001167,0.010394,0.985764,0.000301,0.0,0.002354,-0.004615452124622941
1993-05-03,2e-05,0.001207,0.978785,0.010291,0.0,0.009524,0.002744715080914808
1993-05-04,0.001676,0.00685,0.989993,0.000114,0.0,0.001351,-0.004454648541371541
1993-05-05,0.0,0.001657,0.915987,0.068939,9e-05,0.012564,0.013049582793867868
1993-05-06,0.000294,0.00528,0.951885,0.031493,0.0,0.010567,0.005402064495392727
1993-05-07,0.000142,0.001242,0.978168,0.011774,0.0,0.008442,0.002433447295145911
1993-05-10,0.0,0.000853,0.934236,0.045416,0.000512,0.018766,0.012508611100199898
1993-05-11,0.0,0.000536,0.845174,0.130427,0.000949,0.02283,0.027592715760663005
1993-05-12,0.0,0.000748,0.837329,0.132411,0.001352,0.028023,0.03027971330566335
1993-05-13,0.0,0.000565,0.726168,0.239004,0.002148,0.031993,0.04870908332529623
1993-05-14,0.0,0.000647,0.796004,0.164128,0.002806,0.036269,0.03926875399340834
1993-05-17,0.0,0.000539,0.939426,0.039521,0.000704,0.0197,0.012146600330628417
1993-05-18,0.0,0.000411,0.916356,0.068941,0.000498,0.013701,0.013963738568879133
1993-05-19,0.0,0.001011,0.95217,0.033376,0.000201,0.012956,0.00793811723897847
1993-05-20,0.006182,0.021332,0.971468,8.4e-05,0.0,0.000922,-0.009840247564962
1993-05-21,0.000952,0.004859,0.991795,0.000526,0.0,0.001844,-0.0034166021714496213
1993-05-24,0.007797,0.037498,0.953248,9.5e-05,0.0,0.001343,-0.014103490312301297
1993-05-25,0.000947,0.005802,0.989832,0.001027,0.0,0.002353,-0.0033329730766938834
1993-05-26,0.001299,0.009107,0.986849,0.000757,0.0,0.001956,-0.00447080536266133
1993-05-27,0.0,0.000392,0.988388,0.005211,1.1e-05,0.005927,0.0005598558570908217
1993-05-28,0.001013,0.009196,0.982036,0.002057,0.0,0.005618,-0.002543699886179568
1993-06-01,0.00353,0.012196,0.974554,0.003794,0.0,0.005723,-0.003925583867069115
1993-06-02,0.002009,0.012843,0.979509,0.002477,0.0,0.003061,-0.004873715336132523
1993-06-03,0.000387,0.00197,0.993002,0.001755,0.0,0.002836,-0.0018801703651333448
1993-06-04,0.000144,0.00189,0.982087,0.007336,0.0,0.008403,0.0015794273767082627
1993-06-07,0.000624,0.004596,0.989501,0.001551,0.0,0.003682,-0.0022470331338203366
1993-06-08,0.000299,0.002345,0.991221,0.002445,0.0,0.003621,-0.0014774120320094426
1993-06-09,0.0004,0.003482,0.992862,0.000825,0.0,0.002403,-0.002579003824090376
1993-06-10,0.000415,0.001911,0.987156,0.004642,0.0,0.005742,-0.00013486151419961432
1993-06-11,4.6e-05,0.00118,0.97121,0.016665,0.0,0.010586,0.004195869327565095
1993-06-14,0.000155,0.001208,0.983746,0.007894,0.0,0.006848,0.001127426221074022
1993-06-15,9.3e-05,0.001164,0.980065,0.010958,0.0,0.007536,0.0019407554782997043
1993-06-16,0.004858,0.016825,0.976777,0.00014,0.0,0.00138,-0.008042753556033058
1993-06-17,0.000232,0.001403,0.981805,0.009145,0.0,0.007221,0.0014102727375216438
1993-06-18,0.0,0.001021,0.947513,0.037049,0.000184,0.013903,0.008919014177186508
1993-06-21,0.000376,0.002172,0.979694,0.008238,0.0,0.009274,0.001949880058434503
1993-06-22,0.000548,0.003026,0.987842,0.003723,0.0,0.004757,-0.001031896161043008
1993-06-23,0.000264,0.001607,0.984183,0.008036,0.0,0.005738,0.0005164363043318907
1993-06-24,5.1e-05,0.001105,0.977504,0.012651,0.0,0.008474,0.0026506246660668595
1993-06-25,0.0,0.001134,0.912642,0.062594,0.000555,0.022843,0.0169170537986442
1993-06-28,0.0,0.001127,0.677035,0.28866,0.002071,0.030812,0.055663695128918916
1993-06-29,0.0,0.003855,0.490532,0.447925,0.009017,0.047512,0.08890380967065595
1993-06-30,0.0,0.001577,0.607538,0.335387,0.006994,0.048107,0.0718376977862486
1993-07-01,0.0,0.00163,0.504781,0.455196,0.005439,0.032601,0.082889661147143
1993-07-02,0.0,0.001316,0.652938,0.295736,0.004778,0.044981,0.06378912371627286
1993-07-06,0.0,0.00035,0.589051,0.363669,0.005431,0.041439,0.07306251189479171
1993-07-07,0.0,0.000956,0.82182,0.142457,0.001471,0.03312,0.0340855232041004
