Date,y_Tp8_PriceChg_c0,y_Tp8_PriceChg_c1,y_Tp8_PriceChg_c2,y_Tp8_PriceChg_c3,y_Tp8_PriceChg_c4,y_Tp8_PriceChg_c5,y_Tp8_PriceChg_c6,pc_pred
1993-03-15,0.0,0.000659,0.088659,0.362705,0.528406,0.01849,0.000841,0.1187390690458351
1993-03-16,8.7e-05,0.001358,0.2261,0.610306,0.160705,0.001364,0.0,0.051850812059991584
1993-03-17,0.000303,0.003982,0.230654,0.498542,0.264129,0.002189,0.0,0.06347879660345178
1993-03-18,0.000266,0.003439,0.303443,0.498895,0.192798,0.001102,0.0,0.045940752333203695
1993-03-19,0.0,0.002447,0.068008,0.401581,0.512245,0.015257,0.000299,0.1175818563258948
1993-03-22,0.000265,0.008029,0.264625,0.438765,0.286894,0.001383,0.0,0.06093422579670516
1993-03-23,0.000124,0.003521,0.228035,0.616136,0.149679,0.002453,0.0,0.04987588724418633
1993-03-24,0.00019,0.005242,0.325582,0.577051,0.090707,0.001201,0.0,0.030181991495816476
1993-03-25,0.000411,0.007419,0.392493,0.472809,0.126267,0.000575,0.0,0.02578771346913863
1993-03-26,0.000531,0.01145,0.403596,0.4737,0.109845,0.000845,0.0,0.02125476626478235
1993-03-29,0.000682,0.013329,0.347595,0.532538,0.103456,0.002301,0.0,0.026799124177361987
1993-03-30,0.001011,0.008255,0.30527,0.593883,0.090399,0.001105,0.0,0.031178084798556712
1993-03-31,0.000188,0.004532,0.095413,0.601205,0.295386,0.003118,0.0,0.08345478321184406
1993-04-01,0.000693,0.006824,0.2425,0.671843,0.07737,0.000734,0.0,0.037464627838927976
1993-04-02,0.000533,0.007473,0.393641,0.514765,0.082962,0.000597,0.0,0.020194436552776696
1993-04-05,0.001939,0.035018,0.420934,0.436909,0.104034,0.000967,0.0,0.01080756627222934
1993-04-06,0.000901,0.011315,0.344239,0.558477,0.083743,0.00123,0.0,0.02494524518481439
1993-04-07,0.002087,0.032992,0.594151,0.346488,0.024132,0.000139,0.0,-0.01923641410722457
1993-04-08,0.001984,0.033065,0.569498,0.341467,0.053294,0.000649,0.0,-0.01254197327265844
1993-04-12,0.003205,0.054994,0.515474,0.339515,0.085265,0.001444,0.0,-0.009115196544639916
1993-04-13,0.000532,0.011653,0.38822,0.500786,0.097285,0.001471,0.0,0.02160618442295253
1993-04-14,7.7e-05,0.002169,0.179903,0.650032,0.166145,0.001591,0.0,0.05780024898398207
1993-04-15,5.9e-05,0.001827,0.212961,0.560391,0.222258,0.002368,0.0,0.06117945993981102
1993-04-16,0.000727,0.01013,0.374826,0.561529,0.052563,0.000214,0.0,0.01765203124250424
1993-04-19,0.002095,0.018851,0.398764,0.441716,0.137697,0.000769,0.0,0.022231784735296693
1993-04-20,0.00149,0.041021,0.53953,0.411249,0.006697,1.2e-05,0.0,-0.017029291149865098
1993-04-21,0.002048,0.055584,0.644003,0.292075,0.006283,7e-06,0.0,-0.033993158455476694
1993-04-22,0.002303,0.052684,0.567701,0.3666,0.010686,2.2e-05,0.0,-0.02372855136340194
1993-04-23,0.002914,0.053954,0.563566,0.337636,0.041313,0.000571,0.0,-0.020004030165114595
1993-04-26,0.002333,0.052505,0.604234,0.332699,0.008196,3e-05,0.0,-0.02830850075238152
1993-04-27,0.001722,0.049684,0.538628,0.401526,0.008419,1.8e-05,0.0,-0.01938282203044101
1993-04-28,0.001703,0.042349,0.538393,0.413907,0.003642,6e-06,0.0,-0.01778307318755628
1993-04-29,0.001844,0.039158,0.484149,0.466916,0.007916,1.7e-05,0.0,-0.009989219680973691
1993-04-30,0.005666,0.104334,0.630204,0.258602,0.001192,2e-06,0.0,-0.04931463889153236
1993-05-03,0.019264,0.13438,0.702749,0.135418,0.008105,7e-05,0.0,-0.07324630523115072
1993-05-04,0.029171,0.027256,0.796788,0.142117,0.004512,0.000124,0.0,-0.05865203516765412
1993-05-05,0.021497,0.17854,0.488604,0.259668,0.051466,0.00016,0.0,-0.056790456621713524
1993-05-06,0.006036,0.07777,0.470488,0.427074,0.018538,8.5e-05,0.0,-0.020686354146168724
1993-05-07,0.001876,0.030556,0.622052,0.323215,0.022214,8.1e-05,0.0,-0.021948395618943017
