Index,yref_Tm0_close,Tp1_pred,Tp2_pred,Tp3_pred,Tp4_pred,Tp5_pred,Tp6_pred,Tp7_pred,Tp8_pred,Tp9_pred,Tp10_pred,Tp11_pred,Tp12_pred,Tp13_pred
2019-01-01,1.005376219749451,0.9973557865200955,1.000261718636837,0.9987650780891484,0.9985351468316647,0.9986670411534322,0.9989963526167007,0.9986451052510555,0.9958121060883932,0.9985263071885547,0.9989474990372212,0.9985140632296358,0.9978482868205281,0.9985804467430174
2019-01-02,1.0128233432769775,1.0099143889553652,1.010317280715314,1.0094118903105302,1.0092965366622866,1.0093223499534338,1.0094330574626587,1.0096715095821116,1.0092571086602398,1.0106174642432006,1.010297782494526,1.0111796957846328,1.009991091641018,1.0116674273996704
2019-01-03,1.0128233432769775,1.0230791156106789,1.024822580443824,1.0236486068465374,1.023115544381286,1.02392544993259,1.024257739664663,1.0240599156808932,1.0236494677367287,1.0254542954252517,1.0250242152195583,1.0251900175526205,1.0245722530497052,1.0251431850922654
2019-01-04,1.020270824432373,1.0068779189209804,1.0076696414619002,1.0075801938312412,1.007622138775845,1.0069338266518117,1.0074921116605733,1.007834602102121,1.0075139162982651,1.0079968312507197,1.0076310872843188,1.0079911372853134,1.008233507658859,1.0086251755193318
2019-01-07,1.020270824432373,1.0173605041627052,1.0202714106063013,1.019799628717592,1.0188368675155255,1.0193955997047792,1.019935027767242,1.019270424337936,1.021157048454938,1.0204545758964385,1.020873385344864,1.02039801828729,1.021654860326965,1.019712106067594
2019-01-08,1.027718186378479,1.01906726015512,1.021230710625048,1.019694758418468,1.020677111313784,1.020837565035157,1.0214035649624986,1.0205426712591903,1.0229747977647459,1.0215867941139423,1.0217911359541518,1.0229708293777358,1.020556487274907,1.0215885913234755
2019-01-09,1.027718186378479,1.0152933557717039,1.0167298005350072,1.0162334674342581,1.0160491345038531,1.0159512651432736,1.0161144438287348,1.0155995568217686,1.0175449900439482,1.018166514190487,1.0179986496674407,1.0180283125423615,1.0155882838875956,1.0173723858197978
2019-01-10,1.027718186378479,1.0279540015584647,1.027613788872503,1.028932320953303,1.0290402845883104,1.0282637232885703,1.0288616079837036,1.0283431409931487,1.0272293677688058,1.0287350062067455,1.0292115372632655,1.0282947176157426,1.026963501608265,1.0271687618757968
2019-01-11,1.035165548324585,1.0321120997695803,1.034290321587068,1.0321753184343738,1.0327398905646188,1.0335784595275421,1.0341129696435607,1.033275545742958,1.0334233228723675,1.0359495595713324,1.0345811546127006,1.0334905046503478,1.034481351022229,1.0342555147565782
2019-01-14,1.035165548324585,1.0426909675901592,1.0418570534011815,1.0450825579812617,1.044270959822171,1.0440683964486275,1.0452660105469813,1.0446506559759139,1.0421431120916247,1.0448632203913895,1.045461953666261,1.0445826613177065,1.0454986417562537,1.0427163126926122
2019-01-15,1.0500595569610596,1.0167440184639078,1.0209609437833453,1.0205122948532923,1.0220293273468566,1.0219612852806166,1.022624930079758,1.0228200540356505,1.0279914981223044,1.0236844025187941,1.0237991944016063,1.02263125319198,1.0191993287757228,1.0232031362676475
2019-01-16,1.057506799697876,1.0433902545409832,1.0471281569748814,1.0439567549515825,1.0461653979413157,1.043515941598206,1.0442191051290342,1.0426379652492215,1.046170418180274,1.0448021318955538,1.0429894485085098,1.042365835338769,1.0439310366405903,1.042670433130859
