,cols,scores,in_mask_freq,frequency,weighted_scores
0,x_Tm1_PriceChg,1.5242723192439909,3343,166,0.009182363368939704
3,x_Tm2_PriceChg,0.5901075152651446,3382,158,0.003734857691551548
6,x_Tm3_PriceChg,0.44923648120442716,3296,167,0.0026900388096073482
12,x_Tm5_PriceChg,0.2277391300121565,3274,165,0.0013802371515888273
15,x_Tm6_PriceChg,0.2282643417142639,3251,173,0.0013194470619321613
18,x_Tm7_PriceChg,0.17061511435796758,3310,163,0.0010467184929936662
37,x_Tm13_VolChg,0.17669955549151595,3375,191,0.000925128562782806
38,x_Tm13_PRoc1,0.1293616578877898,3289,162,0.0007985287523937642
9,x_Tm4_PriceChg,0.1392443526529571,3297,181,0.0007693058157621939
29,x_Tm10_PRoc1,0.10705554627636141,3274,168,0.0006372353945021512
17,x_Tm6_PRoc1,0.10494492842567817,3356,169,0.0006209759078442495
35,x_Tm12_PRoc1,0.0860717168843102,3332,146,0.0005895323074267822
31,x_Tm11_VolChg,0.08712867154112962,3381,165,0.0005280525547947249
8,x_Tm3_PRoc1,0.06325049971176393,3306,153,0.0004134019589004178
13,x_Tm5_VolChg,0.05902885257707891,3361,185,0.00031907487879502116
20,x_Tm7_PRoc1,0.04634656560168687,3350,192,0.0002413883625087858
11,x_Tm4_PRoc1,0.022290271697347805,3363,155,0.0001438082044990181
24,x_Tm9_PriceChg,0.02021537918240093,3298,191,0.00010583968158325094
32,x_Tm11_PRoc1,0.014834093308162152,3336,171,8.674908367346287e-05
33,x_Tm12_PriceChg,0.010257352759514796,3364,167,6.142127400907064e-05
4,x_Tm2_VolChg,0.0038212707490654823,3319,168,2.274565922062787e-05
28,x_Tm10_VolChg,-0.0029028098348779334,3291,162,-1.7918579227641566e-05
14,x_Tm5_PRoc1,-0.009170065579824457,3324,174,-5.270152632083022e-05
26,x_Tm9_PRoc1,-0.013721244212153129,3272,160,-8.575777632595705e-05
30,x_Tm11_PriceChg,-0.034995924691679045,3365,183,-0.0001912345611567161
36,x_Tm13_PriceChg,-0.03577607804226367,3329,177,-0.00020212473470205462
10,x_Tm4_VolChg,-0.04329311109510114,3326,167,-0.0002592401861982104
23,x_Tm8_PRoc1,-0.05183143018352238,3284,177,-0.00029283293888995697
5,x_Tm2_PRoc1,-0.05044094377748591,3268,164,-0.0003075667303505238
27,x_Tm10_PriceChg,-0.06803621491157018,3289,185,-0.0003677633238463253
21,x_Tm8_PriceChg,-0.0742415857536686,3296,173,-0.00042914211418305546
25,x_Tm9_VolChg,-0.1000160719152682,3247,180,-0.0005556448439737123
2,x_Tm1_PRoc1,-0.1025667806791311,3324,168,-0.0006105165516614947
34,x_Tm12_VolChg,-0.0965603681648113,3374,155,-0.000622970117192331
22,x_Tm8_VolChg,-0.13218716725305663,3359,197,-0.0006710008490002874
7,x_Tm3_VolChg,-0.16020582538581044,3264,180,-0.0008900323632545025
19,x_Tm7_VolChg,-0.18662694191444434,3339,173,-0.0010787684503725107
1,x_Tm1_VolChg,-0.2019729656880837,3282,164,-0.0012315424737078275
16,x_Tm6_VolChg,-0.2435209810754994,3271,153,-0.0015916403991862707
