,cols,scores,in_mask_freq,frequency,weighted_scores
0,x_Tm1_PriceChg,2.3390438870725054,3320,181,0.0129228944037155
3,x_Tm2_PriceChg,0.6573459270727745,3334,154,0.0042684800459271074
9,x_Tm4_PriceChg,0.7962767432458069,3301,198,0.004021599713362661
29,x_Tm10_PRoc1,0.48147056403805133,3316,156,0.003086349769474688
6,x_Tm3_PriceChg,0.4566320163597568,3308,157,0.0029084841806353936
5,x_Tm2_PRoc1,0.41865246670459666,3369,165,0.0025372876769975557
34,x_Tm12_VolChg,0.3591432233466963,3335,160,0.002244645145916852
2,x_Tm1_PRoc1,0.1892842346915445,3306,163,0.0011612529735677576
15,x_Tm6_PriceChg,0.1900025560340218,3375,166,0.0011445937110483241
17,x_Tm6_PRoc1,0.2116149482287319,3359,204,0.001037328177591823
23,x_Tm8_PRoc1,0.1621320703185194,3361,157,0.0010326883459778305
10,x_Tm4_VolChg,0.13027647246538196,3300,138,0.0009440324091694345
26,x_Tm9_PRoc1,0.13959001663301238,3369,159,0.0008779246329120276
37,x_Tm13_VolChg,0.1515050262131985,3371,179,0.0008463967944871424
12,x_Tm5_PriceChg,0.13373036169809882,3310,177,0.0007555387666559255
36,x_Tm13_PriceChg,0.11807652726868682,3376,168,0.0007028364718374215
20,x_Tm7_PRoc1,0.11413178673872237,3330,165,0.0006917077984164992
25,x_Tm9_VolChg,0.11336545914575405,3345,171,0.0006629559014371582
22,x_Tm8_VolChg,0.08766558606751917,3363,161,0.0005445067457609887
24,x_Tm9_PriceChg,0.0838015097681388,3261,173,0.0004844017905672763
33,x_Tm12_PriceChg,0.08062429074173375,3357,173,0.0004660363626689812
18,x_Tm7_PriceChg,0.08247503294266037,3313,182,0.0004531595216629691
8,x_Tm3_PRoc1,0.06892388893965405,3339,157,0.00043900566203601305
19,x_Tm7_VolChg,0.06045656521737587,3225,177,0.00034156251535240605
7,x_Tm3_VolChg,0.028536575175574976,3289,179,0.0001594222076847764
38,x_Tm13_PRoc1,0.024288374103718625,3390,193,0.00012584649794672862
11,x_Tm4_PRoc1,-0.01783364605659752,3318,189,-9.435791564337313e-05
1,x_Tm1_VolChg,-0.031739635544394226,3290,184,-0.0001724980192630121
13,x_Tm5_VolChg,-0.04759757571270434,3284,162,-0.0002938121957574342
35,x_Tm12_PRoc1,-0.0609468967036519,3322,176,-0.000346289185816204
21,x_Tm8_PriceChg,-0.06055521771410308,3317,167,-0.0003626060940964256
14,x_Tm5_PRoc1,-0.1054339486228922,3327,193,-0.0005462898892377834
32,x_Tm11_PRoc1,-0.09709878096379836,3346,161,-0.0006030980184086854
28,x_Tm10_VolChg,-0.14717025180493412,3338,165,-0.0008919409200299037
30,x_Tm11_PriceChg,-0.18335722711175279,3346,180,-0.0010186512617319599
16,x_Tm6_VolChg,-0.2345868441992712,3286,160,-0.001466167776245445
31,x_Tm11_VolChg,-0.3477833440433091,3303,158,-0.0022011604053373992
27,x_Tm10_PriceChg,-0.4134604758540083,3347,155,-0.0026674869409936018
4,x_Tm2_VolChg,-0.640028563930782,3377,185,-0.003459613859085308
