,cols,scores,in_mask_freq,frequency,weighted_scores
3,x_Tm2_PriceChg,1.9471428881395265,3339,157,0.012402184000888704
0,x_Tm1_PriceChg,1.2311520738336514,3227,140,0.008793943384526081
2,x_Tm1_PRoc1,0.3879051455874546,3296,167,0.0023227853029188896
6,x_Tm3_PriceChg,0.33457606080134256,3346,165,0.0020277337018263187
5,x_Tm2_PRoc1,0.3490603514337556,3287,187,0.001866632895367677
27,x_Tm10_PriceChg,0.24642624278360942,3329,169,0.0014581434484237244
34,x_Tm12_VolChg,0.2428611277842766,3266,178,0.0013643883583386327
12,x_Tm5_PriceChg,0.23164117102915052,3310,176,0.0013161430172110825
8,x_Tm3_PRoc1,0.20770830051920625,3293,163,0.0012742840522650689
15,x_Tm6_PriceChg,0.17625235408851378,3331,189,0.0009325521380344644
11,x_Tm4_PRoc1,0.14260001632505176,3313,195,0.0007312821350002654
24,x_Tm9_PriceChg,0.08443772978869293,3300,183,0.00046140835950105426
33,x_Tm12_PriceChg,0.05688608188743052,3319,161,0.00035332970116416475
17,x_Tm6_PRoc1,0.05669817109998083,3299,175,0.0003239895491427476
18,x_Tm7_PriceChg,0.045905516628286916,3398,147,0.0003122824260427681
36,x_Tm13_PriceChg,0.047720265269149124,3333,170,0.00028070744275970075
21,x_Tm8_PriceChg,0.029101691094909305,3311,173,0.00016821786760063182
7,x_Tm3_VolChg,0.007669633848757022,3305,170,4.511549322798248e-05
9,x_Tm4_PriceChg,0.0071693355862189265,3340,177,4.050472082609563e-05
16,x_Tm6_VolChg,0.0025289915040586867,3352,156,1.6211484000376196e-05
32,x_Tm11_PRoc1,-0.003735337478561688,3305,189,-1.9763690362760255e-05
30,x_Tm11_PriceChg,-0.0058441131079869785,3303,176,-3.320518811356238e-05
20,x_Tm7_PRoc1,-0.02428793784390588,3355,157,-0.0001547002410439865
28,x_Tm10_VolChg,-0.03863643022808824,3331,181,-0.00021346094048667536
26,x_Tm9_PRoc1,-0.053985936096549274,3363,172,-0.00031387172149156557
29,x_Tm10_PRoc1,-0.06955877628180826,3358,182,-0.00038219107847147393
14,x_Tm5_PRoc1,-0.07253747371674982,3346,155,-0.0004679837013983859
1,x_Tm1_VolChg,-0.07502181944852941,3387,158,-0.00047482164207930005
4,x_Tm2_VolChg,-0.07190170710093417,3300,150,-0.0004793447140062278
35,x_Tm12_PRoc1,-0.0834167096236935,3264,164,-0.0005086384733152043
13,x_Tm5_VolChg,-0.10141472144731617,3315,182,-0.0005572237442160229
19,x_Tm7_VolChg,-0.10653772859972081,3316,182,-0.0005853721351633011
23,x_Tm8_PRoc1,-0.11489721523858577,3342,161,-0.0007136472996185451
10,x_Tm4_VolChg,-0.13308868663347526,3336,164,-0.0008115163819114345
22,x_Tm8_VolChg,-0.14840540301811933,3398,175,-0.0008480308743892533
38,x_Tm13_PRoc1,-0.1543815477094151,3300,174,-0.0008872502741920407
25,x_Tm9_VolChg,-0.18758541495393097,3336,178,-0.0010538506458086009
37,x_Tm13_VolChg,-0.2552016895902018,3337,177,-0.0014418174553118745
31,x_Tm11_VolChg,-0.25372547423644026,3242,173,-0.0014666212383609265
