,cols,scores,in_mask_freq,frequency,weighted_scores
9,x_Tm4_PriceChg,1.2929381195914709,3284,167,0.007742144428691442
0,x_Tm1_PriceChg,1.2956339138013153,3332,177,0.007319965614696697
6,x_Tm3_PriceChg,0.4829087442044367,3319,161,0.002999433193816377
3,x_Tm2_PriceChg,0.25624990015710886,3289,143,0.001791957343756006
31,x_Tm11_VolChg,0.3057331717837341,3333,178,0.0017176020886726635
19,x_Tm7_VolChg,0.2394503652092435,3322,186,0.001287367554888406
2,x_Tm1_PRoc1,0.1723561102153144,3334,177,0.000973763334549799
29,x_Tm10_PRoc1,0.16086624802889138,3342,167,0.0009632709462807867
36,x_Tm13_PriceChg,0.15088457664891036,3339,168,0.0008981224800530379
4,x_Tm2_VolChg,0.11791088775441363,3283,158,0.0007462714414836306
24,x_Tm9_PriceChg,0.08222565169988603,3322,143,0.0005750045573418604
12,x_Tm5_PriceChg,0.10538488077768007,3386,196,0.0005376779631514289
5,x_Tm2_PRoc1,0.0946647964355027,3337,180,0.0005259155357527928
25,x_Tm9_VolChg,0.06348182953911881,3300,141,0.0004502257414121901
26,x_Tm9_PRoc1,0.08000133461420139,3331,198,0.00040404714451616866
34,x_Tm12_VolChg,0.07177681831247387,3284,180,0.00039876010173596596
11,x_Tm4_PRoc1,0.06798496545952704,3295,178,0.0003819380081995901
38,x_Tm13_PRoc1,0.05183784663651764,3346,176,0.0002945332195256684
8,x_Tm3_PRoc1,0.05206364129878796,3380,178,0.00029249236684712336
14,x_Tm5_PRoc1,0.03522188347591276,3324,195,0.0001806250434662193
23,x_Tm8_PRoc1,0.02851338744978431,3326,161,0.00017710178540238702
27,x_Tm10_PriceChg,0.027899973943476347,3336,162,0.00017222206137948361
16,x_Tm6_VolChg,0.024015636337381796,3330,180,0.0001334202018743433
37,x_Tm13_VolChg,0.022692331946554765,3354,203,0.00011178488643623037
35,x_Tm12_PRoc1,0.016189031686154712,3310,166,9.752428726599224e-05
18,x_Tm7_PriceChg,0.0030887925377878307,3342,151,2.045557972044921e-05
32,x_Tm11_PRoc1,-0.017253561812049366,3315,161,-0.00010716498019906438
1,x_Tm1_VolChg,-0.05934123825419005,3353,179,-0.0003315152975094416
20,x_Tm7_PRoc1,-0.06705029432794228,3279,182,-0.00036840821059308944
30,x_Tm11_PriceChg,-0.06666852585288095,3366,176,-0.0003787984423459145
10,x_Tm4_VolChg,-0.05944693276196158,3275,155,-0.00038352859846426827
15,x_Tm6_PriceChg,-0.0709562915832757,3361,165,-0.0004300381308077315
17,x_Tm6_PRoc1,-0.07286775446639017,3308,161,-0.00045259474823844826
21,x_Tm8_PriceChg,-0.08082485449285252,3275,143,-0.0005652087726772904
22,x_Tm8_VolChg,-0.11761939330339921,3315,174,-0.0006759735247321793
33,x_Tm12_PriceChg,-0.13488247148192103,3359,181,-0.0007452070247619947
7,x_Tm3_VolChg,-0.1807427859851916,3300,177,-0.001021145683532156
28,x_Tm10_VolChg,-0.21264836164190234,3272,170,-0.0012508727155406021
13,x_Tm5_VolChg,-0.21193809312294776,3425,154,-0.0013762213839152453
