,cols,scores,in_mask_freq,frequency,weighted_scores
0,x_Tm1_PriceChg,1.6993520851201855,3320,198,0.008582586288485785
3,x_Tm2_PriceChg,0.9892477408263638,3411,191,0.005179307543593528
6,x_Tm3_PriceChg,0.4991069202640672,3296,142,0.003514837466648361
9,x_Tm4_PriceChg,0.3620247446743658,3388,154,0.002350810030353025
18,x_Tm7_PriceChg,0.2300296763182544,3289,162,0.0014199362735694717
12,x_Tm5_PriceChg,0.25881251419847173,3268,193,0.001340997482893636
29,x_Tm10_PRoc1,0.1941738149337996,3235,166,0.0011697217767096361
38,x_Tm13_PRoc1,0.16251802354036549,3297,162,0.0010031976761750957
36,x_Tm13_PriceChg,0.17011209806070027,3333,175,0.0009720691317754301
21,x_Tm8_PriceChg,0.1020409529107766,3310,148,0.0006894658980457878
8,x_Tm3_PRoc1,0.097236091533076,3391,185,0.0005256004947733838
2,x_Tm1_PRoc1,0.08199074145350496,3307,163,0.0005030106837638341
20,x_Tm7_PRoc1,0.08671555052009874,3291,176,0.0004927019915914702
31,x_Tm11_VolChg,0.0774574178992478,3247,160,0.0004841088618702988
33,x_Tm12_PriceChg,0.07962603842586541,3329,165,0.00048258205106585094
22,x_Tm8_VolChg,0.08943572959023662,3299,189,0.0004732049184668604
35,x_Tm12_PRoc1,0.07313886627400419,3333,187,0.00039111693194654646
23,x_Tm8_PRoc1,0.05951225439695393,3348,166,0.0003585075566081562
27,x_Tm10_PriceChg,0.059120578062684025,3296,174,0.00033977343714186223
15,x_Tm6_PriceChg,0.055441233815202946,3313,164,0.0003380563037512375
25,x_Tm9_VolChg,0.029216776068603463,3298,159,0.00018375330860756896
17,x_Tm6_PRoc1,0.023684430621697113,3281,187,0.00012665470920693645
24,x_Tm9_PriceChg,0.010312755347506421,3321,169,6.102222099116225e-05
14,x_Tm5_PRoc1,0.00558316680228843,3350,180,3.1017593346046834e-05
28,x_Tm10_VolChg,-0.00817113418127709,3265,125,-6.536907345021672e-05
30,x_Tm11_PriceChg,-0.05255682786332326,3362,205,-0.0002563747700649915
34,x_Tm12_VolChg,-0.04773296379599013,3350,170,-0.00028078213997641255
11,x_Tm4_PRoc1,-0.07420899301287957,3406,169,-0.0004391064675318318
19,x_Tm7_VolChg,-0.10713927725994339,3337,176,-0.0006087458935224056
37,x_Tm13_VolChg,-0.143173367141321,3334,170,-0.0008421962773018883
26,x_Tm9_PRoc1,-0.14471687396228167,3243,159,-0.0009101690186307023
4,x_Tm2_VolChg,-0.15895393008920722,3332,171,-0.0009295551467205101
16,x_Tm6_VolChg,-0.18348227033119577,3396,171,-0.0010729957329309694
32,x_Tm11_PRoc1,-0.1924876445492556,3244,174,-0.0011062508307428482
13,x_Tm5_VolChg,-0.21182635651843187,3339,179,-0.0011833874665834183
7,x_Tm3_VolChg,-0.2141452026721643,3292,157,-0.0013639821826252503
5,x_Tm2_PRoc1,-0.27523907254241475,3337,175,-0.00157279470024237
10,x_Tm4_VolChg,-0.2814580617993496,3349,163,-0.0017267365754561326
1,x_Tm1_VolChg,-0.3770576976309035,3276,169,-0.0022311106368692515
