,cols,scores,in_mask_freq,frequency,weighted_scores
0,x_Tm1_PriceChg,1.2359857960484015,3374,137,0.009021794131740157
3,x_Tm2_PriceChg,1.239157721658218,3350,169,0.007332294210995373
6,x_Tm3_PriceChg,0.44318123069303345,3317,163,0.0027189032557854813
2,x_Tm1_PRoc1,0.37884298386409104,3376,159,0.0023826602758747865
34,x_Tm12_VolChg,0.3017682793761451,3346,160,0.0018860517461009069
12,x_Tm5_PriceChg,0.1870634915198124,3313,181,0.0010334999531481349
26,x_Tm9_PRoc1,0.15411378948230428,3409,167,0.0009228370627682891
27,x_Tm10_PriceChg,0.131234387849297,3297,150,0.0008748959189953133
9,x_Tm4_PriceChg,0.15137916581268598,3345,174,0.0008699952058200344
23,x_Tm8_PRoc1,0.13417333844332588,3327,181,0.0007412891626703088
5,x_Tm2_PRoc1,0.14371472910464772,3331,194,0.0007407975727043697
8,x_Tm3_PRoc1,0.1277022613643094,3276,177,0.0007214817026232169
18,x_Tm7_PriceChg,0.07439056554948809,3299,140,0.0005313611824963435
20,x_Tm7_PRoc1,0.08896621903825605,3338,170,0.0005233307002250356
22,x_Tm8_VolChg,0.08135004443176566,3340,165,0.0004930305723137313
35,x_Tm12_PRoc1,0.07199520594444889,3324,153,0.00047055690159770514
10,x_Tm4_VolChg,0.07551151861674417,3264,163,0.0004632608504094734
29,x_Tm10_PRoc1,0.06731851248841647,3282,154,0.0004371331979767303
11,x_Tm4_PRoc1,0.038765564192287556,3338,173,0.00022407840573576622
31,x_Tm11_VolChg,0.028384852308919052,3359,163,0.00017414019821422732
38,x_Tm13_PRoc1,0.024497571127656045,3295,162,0.00015121957486207436
14,x_Tm5_PRoc1,0.018189359708772543,3345,170,0.00010699623358101495
15,x_Tm6_PriceChg,0.01584108314618861,3403,182,8.70389183856517e-05
1,x_Tm1_VolChg,0.009699241160194192,3257,190,5.104863768523259e-05
7,x_Tm3_VolChg,0.0024381119540292113,3300,179,1.3620737173347549e-05
32,x_Tm11_PRoc1,0.0014756614045986474,3300,177,8.337070082478234e-06
4,x_Tm2_VolChg,0.0005268560261703464,3335,185,2.847870411731602e-06
30,x_Tm11_PriceChg,-0.003999885152499997,3357,169,-2.3667959482248504e-05
17,x_Tm6_PRoc1,-0.005780400981181154,3286,170,-3.400235871283032e-05
33,x_Tm12_PriceChg,-0.015021004501708882,3273,167,-8.994613474077174e-05
28,x_Tm10_VolChg,-0.014090136659534045,3316,152,-9.26982674969345e-05
25,x_Tm9_VolChg,-0.025068578034677387,3332,204,-0.000122885186444497
21,x_Tm8_PriceChg,-0.030932432998322358,3316,180,-0.00017184684999067978
36,x_Tm13_PriceChg,-0.06482492477676774,3346,183,-0.00035423456162168165
13,x_Tm5_VolChg,-0.06588570467322508,3316,174,-0.00037865347513347744
24,x_Tm9_PriceChg,-0.07112120123571997,3339,180,-0.0003951177846428887
16,x_Tm6_VolChg,-0.08751878715130702,3307,167,-0.0005240645937204014
37,x_Tm13_VolChg,-0.10869702445608448,3321,188,-0.0005781756620004494
19,x_Tm7_VolChg,-0.11208822994618765,3349,176,-0.0006368649428760662
