,cols,scores,in_mask_freq,frequency,weighted_scores
0,x_Tm1_PriceChg,1.4645890376592294,3326,151,0.009699265150061122
3,x_Tm2_PriceChg,0.793283512490603,3249,165,0.004807778863579412
31,x_Tm11_VolChg,0.48545924713592714,3357,168,0.00288963837580909
2,x_Tm1_PRoc1,0.38064432641460944,3389,194,0.0019620841567763374
11,x_Tm4_PRoc1,0.28121646559370317,3274,175,0.0016069512319640182
9,x_Tm4_PriceChg,0.2644741884232281,3375,173,0.0015287525342383129
7,x_Tm3_VolChg,0.21453086115256756,3391,169,0.0012694133796009915
12,x_Tm5_PriceChg,0.1972268664138128,3289,156,0.001264274784703928
4,x_Tm2_VolChg,0.22056605607587607,3250,184,0.0011987285656297612
22,x_Tm8_VolChg,0.1944260744734164,3346,185,0.001050951753910359
6,x_Tm3_PriceChg,0.129239920561265,3376,142,0.0009101402856427111
32,x_Tm11_PRoc1,0.1196496601356003,3355,181,0.0006610478460530403
19,x_Tm7_VolChg,0.10163253087359622,3381,181,0.0005615056954342333
13,x_Tm5_VolChg,0.08605610984042877,3302,154,0.0005588059080547323
27,x_Tm10_PriceChg,0.10446711591995114,3313,187,0.0005586476787163162
29,x_Tm10_PRoc1,0.09139543464798856,3302,164,0.0005572892356584669
5,x_Tm2_PRoc1,0.07934163210531063,3332,174,0.0004559863914098312
18,x_Tm7_PriceChg,0.08228153523939401,3299,181,0.00045459411734471826
37,x_Tm13_VolChg,0.06912760212046157,3390,159,0.0004347647932104501
17,x_Tm6_PRoc1,0.06077647260910605,3314,164,0.0003705882476165003
36,x_Tm13_PriceChg,0.060813076883854185,3313,183,0.0003323118955401868
33,x_Tm12_PriceChg,0.04009831694465027,3347,177,0.00022654416352909756
14,x_Tm5_PRoc1,0.038744230331381545,3295,184,0.000210566469192291
20,x_Tm7_PRoc1,0.033094120073844074,3391,176,0.00018803477314684134
35,x_Tm12_PRoc1,0.027533416915035157,3342,174,0.0001582380282473285
15,x_Tm6_PriceChg,0.021493765443816797,3311,164,0.0001310595453891268
25,x_Tm9_VolChg,0.009974614229272552,3241,182,5.480557268831072e-05
26,x_Tm9_PRoc1,0.0005226297288505122,3383,166,3.1483718605452544e-06
34,x_Tm12_VolChg,-0.001135160987628663,3337,172,-6.599773183887575e-06
23,x_Tm8_PRoc1,-0.005117653125645265,3326,163,-3.1396644942608984e-05
24,x_Tm9_PriceChg,-0.007876539685059452,3291,166,-4.7449034247346095e-05
30,x_Tm11_PriceChg,-0.020584711008508567,3261,164,-0.0001255165305396864
21,x_Tm8_PriceChg,-0.037226665770005385,3340,168,-0.00022158729625003205
8,x_Tm3_PRoc1,-0.1426364159627414,3289,178,-0.0008013281795659629
28,x_Tm10_VolChg,-0.1772973439632171,3303,195,-0.0009092171485293185
10,x_Tm4_VolChg,-0.14499654470566403,3317,150,-0.0009666436313710935
1,x_Tm1_VolChg,-0.19731454322085717,3305,169,-0.0011675416758630602
38,x_Tm13_PRoc1,-0.21773584101445564,3323,157,-0.001386852490537934
16,x_Tm6_VolChg,-0.23144340079371511,3363,153,-0.0015127019659719942
