,cols,scores,in_mask_freq,frequency,weighted_scores
3,x_Tm2_PriceChg,1.0127658225204605,3343,153,0.006619384460918043
15,x_Tm6_PriceChg,0.867197982932783,3414,172,0.0050418487379812965
0,x_Tm1_PriceChg,0.6661754686921437,3361,171,0.0038957629748078582
6,x_Tm3_PriceChg,0.44208029559502904,3292,167,0.002647187398772629
31,x_Tm11_VolChg,0.42500875643466746,3283,168,0.00252981402639683
4,x_Tm2_VolChg,0.39825208497205694,3385,190,0.002096063605116089
17,x_Tm6_PRoc1,0.3171529197746687,3302,175,0.0018123023987123925
22,x_Tm8_VolChg,0.2607955667895493,3308,165,0.001580579192663935
20,x_Tm7_PRoc1,0.2559747456045904,3299,169,0.0015146434651159195
33,x_Tm12_PriceChg,0.23917388956863198,3236,177,0.0013512649128171299
23,x_Tm8_PRoc1,0.24995513573560177,3373,186,0.0013438448157828053
5,x_Tm2_PRoc1,0.20560629815820833,3289,180,0.0011422572119900462
25,x_Tm9_VolChg,0.1829192401954702,3333,166,0.0011019231337076518
7,x_Tm3_VolChg,0.1283977793576799,3302,167,0.0007688489781897001
2,x_Tm1_PRoc1,0.13501819192721387,3312,193,0.0006995761239752015
10,x_Tm4_VolChg,0.11262383775335719,3304,165,0.0006825687136567103
11,x_Tm4_PRoc1,0.11163506629189014,3339,168,0.0006644944422136318
9,x_Tm4_PriceChg,0.105302340485589,3305,159,0.0006622788709785472
37,x_Tm13_VolChg,0.11247323222863502,3311,173,0.0006501342903389308
18,x_Tm7_PriceChg,0.07690747360394187,3304,143,0.0005378145007268663
14,x_Tm5_PRoc1,0.06455390355138362,3303,182,0.000354691777754855
24,x_Tm9_PriceChg,0.06296653089745241,3342,180,0.0003498140605414023
1,x_Tm1_VolChg,0.05333346649732698,3255,163,0.0003271991809651962
16,x_Tm6_VolChg,0.05664952437298381,3316,175,0.0003237115678456218
35,x_Tm12_PRoc1,0.010324229123234037,3280,177,5.832897809736744e-05
36,x_Tm13_PriceChg,0.008536265801673888,3317,159,5.368720629983577e-05
21,x_Tm8_PriceChg,-0.015386542296880551,3420,170,-9.050907233459148e-05
34,x_Tm12_VolChg,-0.024589042227436707,3223,174,-0.00014131633464044085
27,x_Tm10_PriceChg,-0.026066397824693173,3275,174,-0.00014980688404996075
13,x_Tm5_VolChg,-0.04058417558194816,3363,188,-0.0002158732743720647
19,x_Tm7_VolChg,-0.046244603290604584,3351,176,-0.00026275342778752606
28,x_Tm10_VolChg,-0.07250229484004085,3335,161,-0.0004503248126710612
32,x_Tm11_PRoc1,-0.06339210448061869,3270,135,-0.0004695711443008792
26,x_Tm9_PRoc1,-0.14182489547776372,3318,167,-0.0008492508711243337
12,x_Tm5_PriceChg,-0.1554125236953033,3289,173,-0.0008983382872560885
8,x_Tm3_PRoc1,-0.2592113994473419,3341,198,-0.0013091484820572823
30,x_Tm11_PriceChg,-0.25355934136686226,3338,177,-0.0014325386517901823
29,x_Tm10_PRoc1,-0.2537186020121506,3228,160,-0.0015857412625759411
38,x_Tm13_PRoc1,-0.3355182958703788,3300,152,-0.0022073572096735447
