,cols,scores,in_mask_freq,frequency,weighted_scores
0,x_Tm1_PriceChg,0.7699875493807655,3266,170,0.004529338525769209
6,x_Tm3_PriceChg,0.7629484671273283,3290,186,0.004101873479179185
32,x_Tm11_PRoc1,0.5454432313993338,3286,160,0.0034090201962458364
20,x_Tm7_PRoc1,0.3294513983622461,3379,158,0.0020851354326724436
27,x_Tm10_PriceChg,0.3739388438719031,3282,185,0.0020212910479562333
25,x_Tm9_VolChg,0.30554251654483067,3329,159,0.0019216510474517653
7,x_Tm3_VolChg,0.2834825354166671,3313,163,0.001739156658997958
9,x_Tm4_PriceChg,0.27290003909434407,3293,160,0.0017056252443396504
26,x_Tm9_PRoc1,0.266215332603392,3270,179,0.0014872364949910166
38,x_Tm13_PRoc1,0.21035130356618487,3397,176,0.001195177861171505
3,x_Tm2_PriceChg,0.2052263033617685,3332,173,0.001186279210183633
33,x_Tm12_PriceChg,0.1592773413126094,3270,151,0.0010548168298848304
22,x_Tm8_VolChg,0.17144727527636755,3448,168,0.001020519495692664
11,x_Tm4_PRoc1,0.16730220127689252,3269,188,0.0008899053259409177
29,x_Tm10_PRoc1,0.12052774437586138,3287,162,0.0007439984220732183
8,x_Tm3_PRoc1,0.12833631531552275,3236,180,0.000712979529530682
10,x_Tm4_VolChg,0.11283051890504527,3277,162,0.0006964846845990448
34,x_Tm12_VolChg,0.1051193101421108,3318,163,0.0006449037432031337
12,x_Tm5_PriceChg,0.10939875192626686,3309,179,0.0006111662118785858
36,x_Tm13_PriceChg,0.09956354364888767,3273,172,0.0005788578119121376
31,x_Tm11_VolChg,0.05652506630219114,3301,171,0.0003305559432876675
23,x_Tm8_PRoc1,0.03804627014918116,3300,158,0.00024079917815937444
1,x_Tm1_VolChg,0.011744346462195715,3220,173,6.788639573523535e-05
4,x_Tm2_VolChg,0.007957987672736328,3348,156,5.1012741491899536e-05
19,x_Tm7_VolChg,0.006696919656939597,3319,152,4.405868195354998e-05
13,x_Tm5_VolChg,-0.006857840589000462,3346,164,-4.181610115244184e-05
30,x_Tm11_PriceChg,-0.010194593745622474,3314,157,-6.493371812498391e-05
5,x_Tm2_PRoc1,-0.03735820492474287,3308,175,-0.0002134754567128164
16,x_Tm6_VolChg,-0.04955852912343231,3264,180,-0.00027532516179684614
15,x_Tm6_PriceChg,-0.06366023744384888,3332,193,-0.000329845789864502
14,x_Tm5_PRoc1,-0.07408882110820363,3301,153,-0.0004842406608379322
17,x_Tm6_PRoc1,-0.11808226248792847,3279,190,-0.0006214855920417288
35,x_Tm12_PRoc1,-0.11229415099390967,3305,165,-0.000680570612084301
24,x_Tm9_PriceChg,-0.19177226169805195,3366,169,-0.0011347471106393607
18,x_Tm7_PriceChg,-0.2370673663858567,3301,166,-0.0014281166649750404
21,x_Tm8_PriceChg,-0.27465071753043657,3357,176,-0.001560515440513844
2,x_Tm1_PRoc1,-0.4662964404445867,3335,181,-0.0025762234278706446
37,x_Tm13_VolChg,-0.5120231713145466,3400,191,-0.002680749588034275
28,x_Tm10_VolChg,-0.5807716256806466,3369,184,-0.003156367530873079
