,cols,scores,in_mask_freq,frequency,weighted_scores
0,x_Tm1_PriceChg,0.14415803403197677,3797,175,0.0008237601944684387
6,x_Tm3_PriceChg,0.07742481272359102,3768,198,0.0003910344076949041
3,x_Tm2_PriceChg,0.08162559928701499,3839,216,0.0003778962929954398
9,x_Tm4_PriceChg,0.05727520607206855,3803,203,0.00028214387227619973
20,x_Tm7_PRoc1,0.030818798089560156,3811,174,0.00017711952925034572
12,x_Tm5_PriceChg,0.03343480135018108,3826,207,0.00016152077946947381
15,x_Tm6_PriceChg,0.024326535478492107,3816,184,0.00013220943194832666
13,x_Tm5_VolChg,0.02820504726478009,3786,218,0.00012938095075587196
18,x_Tm7_PriceChg,0.020872030893012844,3779,193,0.00010814523778763132
26,x_Tm9_PRoc1,0.018445582934871693,3755,179,0.00010304794935682509
5,x_Tm2_PRoc1,0.02064883751109696,3792,215,9.604110470277656e-05
22,x_Tm8_VolChg,0.01967175497117496,3768,207,9.503263271099015e-05
2,x_Tm1_PRoc1,0.013513380171632535,3849,183,7.384360749525975e-05
24,x_Tm9_PriceChg,0.013437961817923894,3808,196,6.856102968328518e-05
32,x_Tm11_PRoc1,0.012760812623850913,3781,201,6.348662996940753e-05
11,x_Tm4_PRoc1,0.010992109137618835,3758,187,5.878133228673174e-05
23,x_Tm8_PRoc1,0.011001557963762827,3813,188,5.8518925339163974e-05
8,x_Tm3_PRoc1,0.009985533377034185,3784,176,5.673598509678514e-05
34,x_Tm12_VolChg,0.009266797720570857,3841,195,4.752203959267106e-05
21,x_Tm8_PriceChg,0.00809415750876539,3798,185,4.375220275008319e-05
10,x_Tm4_VolChg,0.009566735241023713,3762,219,4.368372256175211e-05
38,x_Tm13_PRoc1,0.007226301932187806,3758,202,3.5773771941523796e-05
28,x_Tm10_VolChg,0.006576503733018277,3803,206,3.1924775403001344e-05
31,x_Tm11_VolChg,0.0030698934651808224,3748,184,1.6684203615113165e-05
37,x_Tm13_VolChg,0.001092527120692205,3782,195,5.602703183036948e-06
33,x_Tm12_PriceChg,0.0008846716007942595,3830,197,4.490718785757662e-06
29,x_Tm10_PRoc1,7.752995365134547e-05,3791,219,3.540180532024907e-07
27,x_Tm10_PriceChg,-0.0014367359536139183,3745,195,-7.367876685199581e-06
7,x_Tm3_VolChg,-0.0031223882964769535,3724,185,-1.68777745755511e-05
36,x_Tm13_PriceChg,-0.0029257928977621827,3720,165,-1.7732078168255654e-05
14,x_Tm5_PRoc1,-0.0036861221869180717,3784,200,-1.843061093459036e-05
19,x_Tm7_VolChg,-0.0037258619823353533,3770,181,-2.0584872830582063e-05
35,x_Tm12_PRoc1,-0.004450606427913128,3770,194,-2.2941270246974887e-05
25,x_Tm9_VolChg,-0.00433170752089119,3763,188,-2.3040997451548884e-05
1,x_Tm1_VolChg,-0.005183886978351231,3731,192,-2.699941134557933e-05
17,x_Tm6_PRoc1,-0.00999968287350538,3761,184,-5.434610257339881e-05
4,x_Tm2_VolChg,-0.013243967055183159,3803,201,-6.58903833591202e-05
16,x_Tm6_VolChg,-0.018203201843604997,3775,205,-8.879610655417071e-05
30,x_Tm11_PriceChg,-0.01777621985678929,3839,169,-0.00010518473288041
