,cols,scores,in_mask_freq,frequency,weighted_scores
6,x_Tm3_PriceChg,0.07108377908074816,3766,197,0.00036083136589212263
0,x_Tm1_PriceChg,0.04987807775741415,3824,180,0.0002771004319856342
9,x_Tm4_PriceChg,0.05385266211175784,3786,223,0.00024149175834868987
3,x_Tm2_PriceChg,0.03608822181886467,3758,168,0.00021481084415990873
28,x_Tm10_VolChg,0.03076020999139991,3705,186,0.00016537747307204253
2,x_Tm1_PRoc1,0.024907019638536886,3713,175,0.00014232582650592506
12,x_Tm5_PriceChg,0.0231085108161346,3721,190,0.00012162374113755053
10,x_Tm4_VolChg,0.018753077458859967,3929,204,9.192685028852926e-05
38,x_Tm13_PRoc1,0.018638379357062335,3814,216,8.628879331973304e-05
31,x_Tm11_VolChg,0.0127117336111005,3740,189,6.725784979418254e-05
11,x_Tm4_PRoc1,0.010370042399626717,3776,174,5.95979448254409e-05
15,x_Tm6_PriceChg,0.012250224079351143,3867,227,5.3965744842956575e-05
30,x_Tm11_PriceChg,0.009723728547309199,3756,187,5.199854838133261e-05
18,x_Tm7_PriceChg,0.009271920786861907,3809,186,4.9849036488504875e-05
36,x_Tm13_PriceChg,0.008444765995046887,3715,180,4.691536663914937e-05
19,x_Tm7_VolChg,0.008055833973204285,3748,198,4.068603016769841e-05
21,x_Tm8_PriceChg,0.0069387876313817915,3760,201,3.4521331499411895e-05
8,x_Tm3_PRoc1,0.00422718777443316,3700,185,2.284966364558465e-05
7,x_Tm3_VolChg,0.004123276472351008,3824,200,2.0616382361755038e-05
33,x_Tm12_PriceChg,0.003399961018663878,3752,206,1.650466513914504e-05
35,x_Tm12_PRoc1,0.0025588333164233068,3782,197,1.298900160620968e-05
17,x_Tm6_PRoc1,0.0009776882754262896,3788,176,5.555047019467554e-06
20,x_Tm7_PRoc1,-0.0007507479569208148,3774,199,-3.7726027985970594e-06
24,x_Tm9_PriceChg,-0.00097474308026722,3805,200,-4.8737154013361e-06
29,x_Tm10_PRoc1,-0.004321900428701673,3716,196,-2.2050512391335067e-05
32,x_Tm11_PRoc1,-0.004729141186383759,3710,206,-2.2956996050406598e-05
16,x_Tm6_VolChg,-0.004527704426467713,3751,185,-2.447407798090656e-05
14,x_Tm5_PRoc1,-0.006581492763975414,3701,185,-3.557563656202926e-05
25,x_Tm9_VolChg,-0.008854825641212738,3784,185,-4.786392238493372e-05
4,x_Tm2_VolChg,-0.010018021109093937,3784,206,-4.863117043249484e-05
26,x_Tm9_PRoc1,-0.009369114351070337,3790,180,-5.2050635283724096e-05
13,x_Tm5_VolChg,-0.01382345580033495,3822,206,-6.7104154370558e-05
37,x_Tm13_VolChg,-0.01428835842413091,3702,191,-7.48081592886435e-05
22,x_Tm8_VolChg,-0.015150037764786363,3811,199,-7.613084303912744e-05
1,x_Tm1_VolChg,-0.016669546592336066,3805,208,-8.014205092469262e-05
34,x_Tm12_VolChg,-0.022227775804348055,3747,203,-0.00010949643253373426
23,x_Tm8_PRoc1,-0.021940395410243736,3726,200,-0.00010970197705121868
5,x_Tm2_PRoc1,-0.024787836426797466,3842,200,-0.00012393918213398733
27,x_Tm10_PriceChg,-0.0244914789855516,3710,167,-0.00014665556278773412
