,cols,scores,in_mask_freq,frequency,weighted_scores
0,x_Tm1_PriceChg,0.1703203196521003,3758,198,0.0008602036346065671
3,x_Tm2_PriceChg,0.1408687956733835,3807,216,0.0006521703503397384
10,x_Tm4_VolChg,0.04371096510025238,3799,184,0.00023755959293615423
13,x_Tm5_VolChg,0.029126043859982992,3813,188,0.0001549257652126755
6,x_Tm3_PriceChg,0.028822696500839812,3767,210,0.0001372509357182848
19,x_Tm7_VolChg,0.022727630760558743,3827,204,0.00011140995470862129
31,x_Tm11_VolChg,0.017540778967486913,3817,181,9.69103810358393e-05
37,x_Tm13_VolChg,0.016070384764987785,3805,184,8.733904763580318e-05
2,x_Tm1_PRoc1,0.013596662500837794,3743,168,8.093251488593925e-05
24,x_Tm9_PriceChg,0.014670876471458176,3830,198,7.409533571443523e-05
9,x_Tm4_PriceChg,0.013653789713732396,3791,189,7.224227361763172e-05
4,x_Tm2_VolChg,0.014682365196059328,3785,222,6.61367801624294e-05
15,x_Tm6_PriceChg,0.010972380772444931,3711,189,5.8054924721930854e-05
18,x_Tm7_PriceChg,0.007958175872160887,3714,197,4.039683183838014e-05
21,x_Tm8_PriceChg,0.007369383674124302,3831,199,3.7032078764443725e-05
1,x_Tm1_VolChg,0.006762161792305142,3785,192,3.5219592668255946e-05
30,x_Tm11_PriceChg,0.005908098955072832,3734,195,3.0297943359347857e-05
29,x_Tm10_PRoc1,0.005266161640217634,3846,211,2.4958112038946135e-05
14,x_Tm5_PRoc1,0.004750609086706365,3781,195,2.4362097880545464e-05
35,x_Tm12_PRoc1,0.004982360043881772,3769,213,2.3391361708365127e-05
23,x_Tm8_PRoc1,0.003741064507262187,3822,181,2.0668864681006557e-05
26,x_Tm9_PRoc1,0.003505688836618327,3797,182,1.926202657482597e-05
36,x_Tm13_PriceChg,0.003090371370615128,3769,182,1.6980062475907297e-05
8,x_Tm3_PRoc1,0.002814288542995894,3726,197,1.428572864464921e-05
17,x_Tm6_PRoc1,0.0023410530507113306,3773,191,1.2256822255033144e-05
5,x_Tm2_PRoc1,0.0020089489153206764,3708,204,9.847788800591552e-06
11,x_Tm4_PRoc1,0.001620382976583468,3770,189,8.573454902558031e-06
16,x_Tm6_VolChg,0.0016235320161005927,3770,201,8.077273711943246e-06
38,x_Tm13_PRoc1,0.00113201471253837,3767,184,6.152253872491142e-06
22,x_Tm8_VolChg,-0.00021379817858664164,3822,191,-1.1193621915530977e-06
33,x_Tm12_PriceChg,-0.0017417002760002193,3793,186,-9.363979978495803e-06
32,x_Tm11_PRoc1,-0.0021268889563859977,3755,196,-1.0851474267275498e-05
20,x_Tm7_PRoc1,-0.004955782031584028,3778,181,-2.7380011224221146e-05
12,x_Tm5_PriceChg,-0.011952841250050495,3786,206,-5.802350121383735e-05
7,x_Tm3_VolChg,-0.011625889583732462,3755,185,-6.284264639855384e-05
27,x_Tm10_PriceChg,-0.012680272179315763,3839,187,-6.780894213537842e-05
25,x_Tm9_VolChg,-0.013120151499304357,3793,192,-6.833412239221019e-05
28,x_Tm10_VolChg,-0.04084515545264915,3709,215,-0.00018997746722162394
34,x_Tm12_VolChg,-0.03673111690176851,3772,178,-0.00020635458933577813
