,cols,scores,in_mask_freq,frequency,weighted_scores
0,x_Tm1_PriceChg,0.09177621098052696,3817,177,0.0005185096665566495
3,x_Tm2_PriceChg,0.09321748824835048,3778,211,0.0004417890438310449
12,x_Tm5_PriceChg,0.06932947469650631,3830,186,0.0003727391112715393
6,x_Tm3_PriceChg,0.07217723069438654,3818,217,0.0003326139663335785
9,x_Tm4_PriceChg,0.05783930574361022,3767,214,0.0002702771296430384
28,x_Tm10_VolChg,0.03547733060275681,3707,178,0.00019931084608290343
4,x_Tm2_VolChg,0.03475690452536449,3745,216,0.00016091159502483563
14,x_Tm5_PRoc1,0.028250595971842932,3763,184,0.0001535358476730594
2,x_Tm1_PRoc1,0.02779886168158108,3823,186,0.0001494562455998983
23,x_Tm8_PRoc1,0.021277079256793258,3753,183,0.00011626819266007244
15,x_Tm6_PriceChg,0.01681361072763739,3736,191,8.802937553736854e-05
22,x_Tm8_VolChg,0.012196349737623022,3782,197,6.191040475950773e-05
33,x_Tm12_PriceChg,0.01098408692938957,3799,204,5.384356337936063e-05
20,x_Tm7_PRoc1,0.008097206608681549,3806,183,4.424703064853305e-05
18,x_Tm7_PriceChg,0.007231052256797312,3790,178,4.0623889083130963e-05
38,x_Tm13_PRoc1,0.007515420045530293,3797,189,3.9764127225028006e-05
27,x_Tm10_PriceChg,0.005342913763771228,3709,186,2.8725342815974345e-05
24,x_Tm9_PriceChg,0.004989884845570816,3758,221,2.257866445959645e-05
1,x_Tm1_VolChg,0.003667250528089212,3786,186,1.9716400688651677e-05
8,x_Tm3_PRoc1,0.004081982005057009,3793,218,1.8724688096591786e-05
36,x_Tm13_PriceChg,0.003680790572075102,3846,198,1.8589851374116678e-05
34,x_Tm12_VolChg,0.0029398105084490847,3746,164,1.7925673832006613e-05
21,x_Tm8_PriceChg,0.0027616097005166676,3809,198,1.394752373998317e-05
37,x_Tm13_VolChg,0.0027231246918181153,3716,207,1.31551917479136e-05
31,x_Tm11_VolChg,0.0016263378046231618,3777,184,8.838792416430227e-06
10,x_Tm4_VolChg,0.0011275466240716803,3814,208,5.420897231113848e-06
11,x_Tm4_PRoc1,-0.0002729056386443521,3758,179,-1.5246125063930284e-06
30,x_Tm11_PriceChg,-0.00161827783940284,3769,193,-8.384859271517305e-06
13,x_Tm5_VolChg,-0.0025394763507262173,3845,199,-1.2761187692091544e-05
5,x_Tm2_PRoc1,-0.003523437887310376,3812,192,-1.835123899640821e-05
29,x_Tm10_PRoc1,-0.0044998334633977975,3853,212,-2.1225629544329235e-05
32,x_Tm11_PRoc1,-0.005647984503635161,3768,201,-2.809942539121971e-05
26,x_Tm9_PRoc1,-0.006275510815718637,3766,188,-3.338037667935445e-05
19,x_Tm7_VolChg,-0.010529635996340728,3718,180,-5.8497977757448485e-05
16,x_Tm6_VolChg,-0.011687203945275457,3751,184,-6.351741274606227e-05
35,x_Tm12_PRoc1,-0.011414934533418478,3703,171,-6.67540031194063e-05
17,x_Tm6_PRoc1,-0.014983859445123753,3815,212,-7.067858228831959e-05
25,x_Tm9_VolChg,-0.02194891051315318,3740,182,-0.00012059840941292957
7,x_Tm3_VolChg,-0.08191631677577597,3774,204,-0.0004015505724302744
