,cols,scores,in_mask_freq,frequency,weighted_scores
0,x_Tm1_PriceChg,0.12123404496997274,3734,178,0.0006810901402807458
3,x_Tm2_PriceChg,0.09152518821052928,3811,215,0.0004256985498164153
6,x_Tm3_PriceChg,0.0489986268604172,3851,183,0.00026775205934654207
9,x_Tm4_PriceChg,0.027190147043759195,3770,159,0.00017100721411169304
12,x_Tm5_PriceChg,0.033277897136076776,3792,195,0.00017065588274911168
2,x_Tm1_PRoc1,0.023918141990736132,3766,180,0.00013287856661520073
8,x_Tm3_PRoc1,0.021971682162874293,3834,182,0.00012072352836744116
24,x_Tm9_PriceChg,0.020864728686098323,3783,185,0.00011278231722215309
10,x_Tm4_VolChg,0.01966201910484692,3810,191,0.00010294250840233989
15,x_Tm6_PriceChg,0.013166439356243476,3717,196,6.717571100124222e-05
5,x_Tm2_PRoc1,0.01190125536022542,3837,203,5.8626873695691726e-05
18,x_Tm7_PriceChg,0.011207274321531402,3763,196,5.7179971028221436e-05
21,x_Tm8_PriceChg,0.010275711288472737,3893,181,5.677188557167258e-05
30,x_Tm11_PriceChg,0.011678780495001694,3865,219,5.332776481735933e-05
38,x_Tm13_PRoc1,0.01007533014365007,3803,209,4.820732126148359e-05
29,x_Tm10_PRoc1,0.008543155429447297,3807,198,4.314724964367322e-05
13,x_Tm5_VolChg,0.0073253573022126475,3734,206,3.555998690394489e-05
31,x_Tm11_VolChg,0.00639324173203352,3813,194,3.2954854288832576e-05
16,x_Tm6_VolChg,0.006648972568865559,3730,213,3.1215833656645816e-05
23,x_Tm8_PRoc1,0.005779484396404431,3821,195,2.963838152002272e-05
35,x_Tm12_PRoc1,0.004998574360463126,3773,172,2.9061478839901895e-05
32,x_Tm11_PRoc1,0.0040828146053948485,3800,208,1.9628916372090618e-05
37,x_Tm13_VolChg,0.0034489736030001218,3861,197,1.750748021827473e-05
36,x_Tm13_PriceChg,0.0029004240366844033,3781,188,1.542778742917236e-05
1,x_Tm1_VolChg,0.0016486245881574383,3806,202,8.161507862165537e-06
14,x_Tm5_PRoc1,0.0015308294681025492,3837,201,7.61606700548532e-06
7,x_Tm3_VolChg,-7.693563677372604e-05,3834,193,-3.9863024235091214e-07
34,x_Tm12_VolChg,-0.0007093394767325428,3748,200,-3.546697383662714e-06
28,x_Tm10_VolChg,-0.0013120268108319144,3808,204,-6.431503974666247e-06
4,x_Tm2_VolChg,-0.0020131464566625302,3784,207,-9.725345201268262e-06
11,x_Tm4_PRoc1,-0.001800492285202414,3798,177,-1.0172272797753752e-05
26,x_Tm9_PRoc1,-0.0021898051865148634,3766,192,-1.140523534643158e-05
33,x_Tm12_PriceChg,-0.002601057602282515,3777,202,-1.2876522783576808e-05
25,x_Tm9_VolChg,-0.0045621696028942055,3760,166,-2.7482949415025336e-05
27,x_Tm10_PriceChg,-0.006901757874250638,3701,186,-3.710622513037977e-05
19,x_Tm7_VolChg,-0.007477686319727646,3819,198,-3.7766092523877e-05
22,x_Tm8_VolChg,-0.007750745029938975,3764,195,-3.974741040994346e-05
20,x_Tm7_PRoc1,-0.008210973393027244,3768,193,-4.2543903590814736e-05
17,x_Tm6_PRoc1,-0.010920351655934999,3865,202,-5.40611468115594e-05
