,cols,scores,in_mask_freq,frequency,weighted_scores
0,x_Tm1_PriceChg,0.10038886062780195,3747,185,0.0005426424898800106
3,x_Tm2_PriceChg,0.07397880260109849,3712,187,0.0003956085700593502
5,x_Tm2_PRoc1,0.05029408171240902,3769,207,0.0002429665783208165
9,x_Tm4_PriceChg,0.04077423120248837,3886,198,0.00020593046061862812
2,x_Tm1_PRoc1,0.02856484831257813,3819,197,0.00014499923001308696
6,x_Tm3_PriceChg,0.027555352689730785,3734,212,0.0001299780787251452
12,x_Tm5_PriceChg,0.02368177794400288,3758,188,0.00012596690395746214
15,x_Tm6_PriceChg,0.021855253886102585,3834,202,0.00010819432616882468
32,x_Tm11_PRoc1,0.012589029707416686,3855,194,6.489190570833343e-05
25,x_Tm9_VolChg,0.011651723240352,3731,195,5.97524268736e-05
18,x_Tm7_PriceChg,0.0105680631016318,3821,194,5.4474552070267004e-05
24,x_Tm9_PriceChg,0.006981836825938277,3756,173,4.035743830022125e-05
21,x_Tm8_PriceChg,0.006823851030578652,3888,209,3.265000493099833e-05
14,x_Tm5_PRoc1,0.006448188024250664,3810,206,3.13018836128673e-05
28,x_Tm10_VolChg,0.005426443425181903,3786,203,2.673124839991085e-05
23,x_Tm8_PRoc1,0.004970095317793773,3763,189,2.6296800623247475e-05
38,x_Tm13_PRoc1,0.004794811816263753,3796,195,2.4588778544942323e-05
20,x_Tm7_PRoc1,0.004137253498373075,3855,175,2.364144856213186e-05
11,x_Tm4_PRoc1,0.004296719280216656,3814,209,2.055846545558209e-05
30,x_Tm11_PriceChg,0.003706178765959749,3847,193,1.920299878735621e-05
29,x_Tm10_PRoc1,0.003102497357961739,3720,201,1.5435310238615617e-05
35,x_Tm12_PRoc1,0.002732362994980646,3785,194,1.4084345334951782e-05
17,x_Tm6_PRoc1,0.0024242036382749886,3832,202,1.200100811027222e-05
36,x_Tm13_PriceChg,0.0020672410862846644,3749,182,1.1358467507058596e-05
16,x_Tm6_VolChg,0.0018702031513404707,3814,191,9.791639535813982e-06
34,x_Tm12_VolChg,0.0018855471407589722,3767,197,9.571305283040469e-06
27,x_Tm10_PriceChg,0.0013645976598553548,3802,182,7.497789339864587e-06
8,x_Tm3_PRoc1,0.0011385244359571529,3689,181,6.290190253906922e-06
7,x_Tm3_VolChg,0.0004361391522690422,3774,177,2.46406300716973e-06
10,x_Tm4_VolChg,5.3021002876209083e-05,3792,190,2.7905790987478466e-07
19,x_Tm7_VolChg,-0.0008710567177105356,3778,202,-4.312161968864037e-06
22,x_Tm8_VolChg,-0.001153895392602904,3786,184,-6.2711706119723045e-06
26,x_Tm9_PRoc1,-0.002933508114846515,3724,201,-1.4594567735554801e-05
37,x_Tm13_VolChg,-0.00513078054183391,3813,205,-2.5028197765043462e-05
31,x_Tm11_VolChg,-0.009779125368878266,3802,185,-5.286013712907171e-05
13,x_Tm5_VolChg,-0.01135196336960005,3831,197,-5.7624179541117e-05
33,x_Tm12_PriceChg,-0.01145800404463851,3814,198,-5.7868707296154095e-05
4,x_Tm2_VolChg,-0.011741334524859584,3771,194,-6.052234291164734e-05
1,x_Tm1_VolChg,-0.042358887643069186,3740,187,-0.0002265181157383379
