,cols,scores,in_mask_freq,frequency,weighted_scores
0,x_Tm1_PriceChg,0.12367389042834274,3779,197,0.000627786245829151
6,x_Tm3_PriceChg,0.05803306232881793,3786,194,0.0002991394965402986
3,x_Tm2_PriceChg,0.046847432537110434,3723,184,0.00025460561161473063
9,x_Tm4_PriceChg,0.04541363019722511,3858,183,0.0002481619136460388
4,x_Tm2_VolChg,0.029767894329588804,3705,183,0.0001626660892327257
7,x_Tm3_VolChg,0.02828061682072476,3792,187,0.00015123324503061369
15,x_Tm6_PriceChg,0.029028018850264622,3781,198,0.0001466061558094173
32,x_Tm11_PRoc1,0.02473553302906225,3785,192,0.00012883090119303255
13,x_Tm5_VolChg,0.020929336521033133,3797,171,0.00012239378082475516
5,x_Tm2_PRoc1,0.025792102798277167,3807,214,0.00012052384485176247
12,x_Tm5_PriceChg,0.021616720207900997,3739,198,0.00010917535458535858
33,x_Tm12_PriceChg,0.01864905188197099,3806,197,9.466523797954817e-05
23,x_Tm8_PRoc1,0.01941782876941487,3813,215,9.031548264844125e-05
22,x_Tm8_VolChg,0.018223803016386417,3803,203,8.977242865214983e-05
25,x_Tm9_VolChg,0.013843710748127794,3791,192,7.210266014649893e-05
2,x_Tm1_PRoc1,0.0149507419557101,3752,213,7.019127678737136e-05
24,x_Tm9_PriceChg,0.011797325988361373,3748,188,6.27517339806456e-05
37,x_Tm13_VolChg,0.009734074714432949,3799,187,5.205387547825106e-05
8,x_Tm3_PRoc1,0.009512386915731069,3752,208,4.573262940255322e-05
34,x_Tm12_VolChg,0.007964665955841032,3761,194,4.1054979153819755e-05
35,x_Tm12_PRoc1,0.007248882229433855,3860,179,4.0496548767786895e-05
26,x_Tm9_PRoc1,0.006865087716835089,3759,191,3.5942867627408845e-05
1,x_Tm1_VolChg,0.005602976872365527,3804,178,3.1477398159356895e-05
31,x_Tm11_VolChg,0.003832723283327178,3730,188,2.0386825975144564e-05
36,x_Tm13_PriceChg,0.0031944224080265723,3757,184,1.73609913479705e-05
29,x_Tm10_PRoc1,0.002101629671505426,3827,214,9.820699399558067e-06
10,x_Tm4_VolChg,0.0019025731859077723,3735,214,8.890528906111085e-06
21,x_Tm8_PriceChg,0.0014199264075602412,3768,197,7.207748261727113e-06
18,x_Tm7_PriceChg,-0.0016283511290852602,3875,182,-8.946984225743188e-06
16,x_Tm6_VolChg,-0.002573845753311618,3800,198,-1.2999220976321302e-05
30,x_Tm11_PriceChg,-0.00343849517470756,3756,192,-1.7908829034935206e-05
27,x_Tm10_PriceChg,-0.006907300457936783,3834,178,-3.8805058752453835e-05
28,x_Tm10_VolChg,-0.007048650610710779,3917,181,-3.8942821053650715e-05
19,x_Tm7_VolChg,-0.009564507236796619,3768,175,-5.465432706740925e-05
17,x_Tm6_PRoc1,-0.011008401049754294,3775,199,-5.531859823997132e-05
14,x_Tm5_PRoc1,-0.011172364587218955,3740,187,-5.974526517229388e-05
20,x_Tm7_PRoc1,-0.01259272694398176,3726,190,-6.627751023148295e-05
38,x_Tm13_PRoc1,-0.014578132428829356,3800,211,-6.909067501814861e-05
11,x_Tm4_PRoc1,-0.029410309988015686,3839,225,-0.00013071248883562528
