Index,yref_Tm0_close,Tp1_pred,Tp2_pred,Tp3_pred,Tp4_pred,Tp5_pred,Tp6_pred,Tp7_pred,Tp8_pred,Tp9_pred,Tp10_pred,Tp11_pred,Tp12_pred,Tp13_pred
2019-01-01,1.6660189628601074,1.6579033704601578,1.6572491236579838,1.65781450918853,1.65688880911139,1.6579996270255721,1.65754968563722,1.6570061513034777,1.657082918387709,1.6564039927698562,1.6605875719208352,1.660255420631612,1.6607606308271983,1.6631957516840319
2019-01-02,1.6733903884887695,1.6703372226096276,1.670898751037695,1.6715074789254465,1.6701213708244536,1.6703038860228039,1.6712623051630602,1.6704961414795114,1.6697390698021621,1.6704332116520377,1.6743068429340981,1.6732936051832557,1.6744657960945444,1.6767653564631324
2019-01-03,1.6807622909545898,1.6760295535003005,1.675870578167256,1.6762961974814465,1.6760199294804758,1.6764436325768488,1.6760495037440741,1.6759103915777043,1.6753961659490995,1.6736771486304896,1.6779201264957226,1.6778225579255777,1.6781206669086508,1.6806781821561048
2019-01-04,1.6955057382583618,1.6804636347195285,1.679776749989169,1.680065937780868,1.6782689462867968,1.6793779657209855,1.6793922775038115,1.6793369661652477,1.6783489588292975,1.6763642855804655,1.681651352860837,1.680699705781589,1.6811886753460412,1.6839759561125653
2019-01-07,1.6955057382583618,1.6898885233196035,1.6888286771847734,1.690059023821409,1.6886023728921018,1.6882033786602042,1.6880011294653807,1.6892530909065169,1.6886156142945778,1.6903341160688594,1.693118190382246,1.6941830860431617,1.694374111031819,1.6954925606360027
2019-01-08,1.7102493047714231,1.7081471543723934,1.7076851515953893,1.7086841171333678,1.7073541539777435,1.7088412944501439,1.7084080723775072,1.7082354529938064,1.7080388242414832,1.7067511079414361,1.7122789734219208,1.7121594503421513,1.7138223298472532,1.7154331322081453
2019-01-09,1.747107744216919,1.6970471641747111,1.6969238972351806,1.6985413103266225,1.6971903677841738,1.6974331856123,1.6973591048985621,1.697335980388886,1.6973756272747087,1.6960709789045232,1.7006178097730076,1.701088334920049,1.702049666440704,1.703442952803007
2019-01-10,1.717620611190796,1.708811218101332,1.7083553781625849,1.7095597797692075,1.7086906822703585,1.7087481068298758,1.7086160946749143,1.7089191459613364,1.708798080993947,1.707646269484369,1.7113749216517395,1.7116159698982263,1.7122821096886514,1.7141771521661497
2019-01-11,1.7102493047714231,1.6905859916995856,1.6903995900763138,1.6915603618840211,1.6897697461476096,1.6913467791992287,1.6901417002837253,1.6913717364152918,1.6912683469085095,1.690599550045494,1.6945540950096651,1.6952597932541074,1.6964169496452326,1.6968805027725153
2019-01-14,1.7102493047714231,1.6984140578156515,1.6973334681039176,1.6985890424097227,1.6973049843484571,1.6960641877674547,1.697959935054947,1.6976861368387746,1.698221903526894,1.7002345464770592,1.7023238085737553,1.7028682920342022,1.7031332300703117,1.705163763299519
2019-01-15,1.717620611190796,1.6996414859900617,1.698426140447623,1.6988519624539888,1.6979243024271453,1.6981811077483309,1.6980078783860717,1.6991250401457474,1.6982481198290804,1.6969606235370391,1.7022848187791548,1.7033162647914022,1.7048123465914746,1.704499181875875
2019-01-16,1.717620611190796,1.673724154940572,1.6737075256022924,1.6748832742230422,1.6734499677295451,1.6730830801375587,1.6747160927611018,1.6743423752961495,1.6743502564208823,1.6754464719484643,1.677935301073847,1.677443712948492,1.6788849820088694,1.680871850232669
2019-01-17,1.6807622909545898,1.6854866538719722,1.6841985376081503,1.6847430977332285,1.6843659314817316,1.683596748734294,1.6852926994353932,1.6850603132784165,1.6847399014017315,1.6819939062835287,1.6863766220121352,1.6867797764549626,1.6860150531778726,1.6892998912491537
2019-01-18,1.6881344318389893,1.6568043380967956,1.6562436521535968,1.65657331875644,1.6552894349227503,1.6552761696965441,1.6564291567965457,1.6553037665785575,1.655719918938234,1.6534398947662337,1.6575457951304347,1.657517671935771,1.6587414262278695,1.6599130911338698
2019-01-21,1.6660189628601074,1.6619021139489303,1.6614467533356474,1.662608123439785,1.660843616416823,1.6635099853681603,1.662228047480031,1.6630365791022113,1.6620350976949756,1.6610660574933678,1.665179850046469,1.6646581064979107,1.6652251748083484,1.667485676636327
2019-01-22,1.6733903884887695,1.6779246596320059,1.6775767325414443,1.67704569082583,1.676818910451489,1.6776044140771107,1.6781040522000756,1.6775122918108112,1.6778464392793278,1.6714170806166935,1.6782921442933034,1.6791590319824876,1.6805739471470162,1.6809287361221856
2019-01-23,1.702877163887024,1.6870839945384288,1.6866822790157983,1.6879235791337028,1.6860738783673368,1.68596532791111,1.6867452368451166,1.6863341067530089,1.6861522570640815,1.6875788258249766,1.6891909292083898,1.6888187870503075,1.6901532355326334,1.692445643888282
