,columns,r2_price,rmse,mape
0,y_Tp1_PriceChg,0.9805779192672681,16.06864336495132,0.028192589963735012
1,y_Tp2_PriceChg,0.9583979465185697,23.502264650113872,0.039785137299140495
2,y_Tp3_PriceChg,0.9628808126300135,22.187440314941675,0.03918436632919547
3,y_Tp4_PriceChg,0.9521391446007524,25.180125654970222,0.04452806921444366
4,y_Tp5_PriceChg,0.9517593151626607,25.27029123412923,0.044562749094453624
5,y_Tp6_PriceChg,0.9412204354379237,27.88604720555771,0.04931287003411437
6,y_Tp7_PriceChg,0.9418359120181615,27.733263853103786,0.04775560175189581
7,y_Tp8_PriceChg,0.9282319153201259,30.800918568569944,0.05577772077916038
8,y_Tp9_PriceChg,0.9236018446438413,31.7718201924909,0.055510954287601284
9,y_Tp10_PriceChg,0.9116084892229805,34.17033377207388,0.06158583790355575
10,y_Tp11_PriceChg,0.9128903135586905,33.916325908648346,0.06141147946406006
11,y_Tp12_PriceChg,0.883102816365443,39.28328704719689,0.0707036166761725
12,y_Tp13_PriceChg,0.8870681757504906,38.61342310252409,0.07072868460567333
