,y_Tp9_PriceChg_c0,y_Tp9_PriceChg_c1,y_Tp9_PriceChg_c2,y_Tp9_PriceChg_c3,y_Tp9_PriceChg_c4,y_Tp9_PriceChg_c5,y_Tp9_PriceChg_c6,pc_pred
0,0.037723,0.044033,0.067348,0.577134,0.281843,-0.014082,0.006003,0.012068975774200815
1,-0.063117,0.191817,0.497097,0.406599,-0.027645,0.005735,-0.010486,-0.04118970492815466
2,0.016167,0.074327,0.11013,0.672023,0.141342,-0.004193,-0.009796,-0.004637247006079205
3,-0.008295,0.03051,0.071631,0.73099,0.229922,-0.052072,-0.002687,0.010287575504229858
4,-0.009319,0.030762,0.098456,0.475936,0.418018,-0.015468,0.001615,0.031936133414066564
5,-0.009679,0.078423,0.105165,0.178578,0.54378,0.10199,0.001742,0.057031778813672045
6,0.011828,0.085088,0.092151,0.652722,0.112116,0.012408,0.033687,0.01110211740313727
7,0.007048,0.065316,-0.004536,0.581516,0.312454,-0.005815,0.044017,0.03782805804398231
8,0.011809,0.226758,-0.034158,0.016908,0.090245,0.270214,0.418223,0.1723655572636016
9,-0.011079,-0.043728,0.03635,0.629506,0.521621,-0.060761,-0.071909,0.0227220086071271
10,0.034058,-0.010266,0.078995,0.787472,0.143234,-0.019509,-0.013984,0.0007260977142824797
11,-0.00144,0.031264,0.12418,0.70337,0.180831,-0.01348,-0.024725,0.0008784057084285125
12,-0.015103,0.014743,0.0045,0.381421,0.536998,0.035152,0.042289,0.07428626104634453
13,-0.036301,0.023223,0.127501,0.742525,0.132882,0.002957,0.007214,0.01947303885375427
14,-0.009209,0.167838,0.363321,0.467208,0.043538,-0.009503,-0.023193,-0.04236537902380824
15,0.022055,0.063502,-0.004016,0.506672,0.454602,-0.013046,-0.02977,0.020559970508382194
16,-0.032731,0.055461,0.007027,0.631024,0.343558,0.005003,-0.009342,0.03472161302656526
17,0.013581,0.021604,0.138339,0.708636,0.188589,-0.031481,-0.039269,-0.009777281864564516
18,0.045342,0.09792,0.091477,0.522555,0.188622,0.02136,0.032725,0.00910014136943552
19,-0.009155,0.191915,0.43629,0.428758,-0.010367,-0.018056,-0.019385,-0.055439966496666285
20,-0.042919,0.130276,0.013997,0.029197,0.304044,0.427318,0.138087,0.14960719314579005
21,-0.069522,0.091051,0.014201,0.023282,0.284856,0.494104,0.162028,0.17971671253951163
22,0.030217,0.108849,0.218784,0.575718,0.087878,-0.020482,-0.000965,-0.02465526283997851
23,0.15835,0.259045,0.29381,0.276389,0.053613,-0.013988,-0.02722,-0.09022606080023704
24,0.190764,0.229792,0.254131,0.336261,0.006519,-0.002674,-0.014793,-0.08870591819994729
25,0.003103,0.220603,0.404325,0.366288,-0.010014,0.004084,0.011611,-0.04567598394537043
26,0.010732,0.042569,0.13454,0.669445,0.152076,-0.019157,0.009795,0.0036845980300408403
27,0.004145,0.029818,0.047295,0.484299,0.436002,0.005149,-0.006707,0.03506655849248386
28,0.013142,0.125552,0.189477,0.297844,0.299189,0.080416,-0.005619,0.013317893138186092
29,0.003498,-0.002444,0.054145,0.594467,0.332191,0.016341,0.001801,0.03556698144996029
30,-0.020836,-0.016893,0.054524,0.720929,0.274288,-0.007098,-0.004915,0.03197591934485028
31,-0.021558,0.038759,0.061864,0.697184,0.256655,-0.015227,-0.017677,0.01703849203973027
32,-0.019971,0.192912,0.497482,0.429473,-0.029623,-0.047831,-0.022442,-0.06541314086240294
33,0.045505,0.097537,0.121632,0.586863,0.292514,-0.073401,-0.07065,-0.03591515070594276
34,0.01123,0.014218,0.089423,0.745678,0.140802,-0.009961,0.008608,0.010969300053554768
35,0.024835,0.09686,0.118558,0.559376,0.206688,-0.030841,0.024525,0.001246710113517971
36,0.00363,0.037278,0.070214,0.656836,0.250434,-0.027584,0.009192,0.016751486631785197
37,0.0085,0.017982,0.060565,0.644972,0.268741,0.004549,-0.00531,0.021579724981012415
38,0.049187,0.046917,0.068872,0.284886,0.476963,0.059199,0.013977,0.0407776505497141
39,-0.004865,0.035617,0.020392,0.656348,0.282687,0.02169,-0.01187,0.027305447055908542
40,-0.005854,0.032103,0.065094,0.6356,0.266582,0.01789,-0.011414,0.023012243930670393
41,0.036924,0.025566,0.072731,0.742169,0.191231,-0.037824,-0.030797,-0.00934049050720322
42,-0.000888,0.04512,0.266319,0.66511,0.044667,-0.01052,-0.009807,-0.016673744907720948
43,0.006467,0.048072,0.257473,0.580807,0.062497,0.023274,0.021411,-0.00028713665851852737
44,0.055363,0.229028,0.360056,0.323107,0.063837,-0.001841,-0.02955,-0.06448230340873148
45,0.011049,0.002528,0.130159,0.741203,0.135804,-0.004281,-0.016462,0.0021847340400844217
46,0.028214,-0.003336,0.011323,0.717808,0.280366,-0.0223,-0.012074,0.017074946334188164
47,0.025329,0.034824,0.004302,0.436651,0.509102,-0.019421,0.009214,0.039011106081070515
48,-0.022186,0.042166,0.101913,0.712701,0.227873,-0.013622,-0.048846,0.0017113060814177156
49,0.024161,0.057963,0.07363,0.470409,0.393495,-0.009246,-0.010412,0.017448956229406787
50,0.013303,0.031664,0.124164,0.728664,0.138354,-0.005906,-0.030243,-0.006439426143879876
51,0.03267,-0.014979,0.037635,0.479926,0.432499,0.052683,-0.020435,0.03915259600804029
52,0.007357,0.057925,0.06395,0.263728,0.624057,0.049796,-0.066813,0.033148602635745386
53,-0.000769,0.269146,0.499016,0.287805,-0.028417,-0.021621,-0.005161,-0.0696901747353273
54,-0.016122,0.034336,0.102971,0.699167,0.194708,-0.020797,0.005738,0.015093877899988095
55,0.044223,0.059724,0.035888,0.59182,0.326029,-0.038984,-0.018699,0.0015399156709047304
56,0.02766,0.05325,0.091935,0.604933,0.287212,-0.023277,-0.041713,-0.005397732859181286
57,0.004523,0.03207,0.083216,0.635897,0.244213,-0.015031,0.015112,0.02008348251267528
58,-0.002625,0.058016,0.01496,0.274166,0.543824,0.079242,0.032418,0.07029060050998788
59,-0.009396,-8.8e-05,0.123447,0.774856,0.139398,-0.03918,0.010962,0.0105685093669131
60,0.019435,0.042803,-0.005912,0.273853,0.627303,0.031254,0.011264,0.059599428667829205
61,-0.038825,0.057645,0.304792,0.623197,0.097348,-0.031213,-0.012946,-0.012818532290582423
62,0.006593,0.037674,0.09815,0.629862,0.274249,-0.019206,-0.027321,0.005590228826433787
63,-0.031424,0.018708,0.055954,0.438622,0.489606,0.040942,-0.012408,0.05334086124524662
64,0.021155,0.060106,0.064326,0.465132,0.36459,0.02573,-0.00104,0.025718685741266033
65,-0.010115,0.061662,0.085411,0.66521,0.171973,-0.002461,0.028321,0.02017724763038698
66,-0.03946,0.030984,0.260685,0.652382,0.09229,-0.009058,0.012176,0.005918400070128654
67,0.000779,0.050105,0.173326,0.740177,0.115851,-0.035963,-0.044275,-0.02141394948461351
68,0.000874,0.079287,0.282788,0.532121,0.132365,-0.022501,-0.004934,-0.016408625102823798
69,0.002197,0.041919,0.109572,0.691926,0.217809,-0.044203,-0.01922,-0.0012868303611156635
70,-0.003331,0.044561,0.13321,0.657443,0.188481,-0.039339,0.018974,0.008989126403755814
71,0.02995,0.093437,0.123778,0.614833,0.162218,-0.028876,0.004661,-0.009557293825687544
72,-0.004013,0.129188,0.266317,0.508545,0.050111,0.049619,0.000233,-0.012428912440137376
73,0.01937,-0.000938,-0.024661,0.315332,0.616851,0.074332,-0.000286,0.07018608563282015
74,-0.018551,0.033938,0.116376,0.709402,0.174526,-8.8e-05,-0.015603,0.010010697650506249
75,0.046731,0.090238,0.149074,0.801458,0.247279,-0.181961,-0.15282,-0.08770187100252119
76,0.011853,0.015179,0.119913,0.68333,0.148684,0.013045,0.007996,0.013240439182999468
77,0.073318,0.252107,0.377269,0.353572,-0.002198,-0.027141,-0.026927,-0.08214161762861115
78,-0.016813,0.224784,0.322664,0.418232,0.034945,-0.000771,0.016958,-0.03137212293324973
79,0.052803,0.052296,0.054826,0.275091,0.528653,0.009934,0.026397,0.03930057215971052
80,0.013785,0.217953,0.360674,0.382518,0.078584,-0.017202,-0.036312,-0.05718503311637313
81,-0.030057,-0.006632,0.244308,0.673088,0.169194,-0.020776,-0.029126,0.0004895859582145085
82,0.010117,0.073353,0.066346,0.540856,0.327938,-0.022696,0.004087,0.016130060124371886
83,-0.008286,-0.003146,0.085687,0.786072,0.188815,-0.034726,-0.014415,0.009900527498771494
84,0.017249,0.043708,0.118615,0.654159,0.201245,-0.027766,-0.007211,-5.268756488284454e-05
85,-0.006488,0.062428,0.132197,0.699058,0.10783,-0.022658,0.027633,0.006805148669958744
86,8e-05,0.15271,0.20473,0.524121,0.126573,-0.015189,0.006974,-0.01585012485203607
87,0.004848,0.027087,0.117901,0.668646,0.149543,0.012968,0.019008,0.01706290227322099
88,0.009511,0.018311,0.045827,0.41414,0.491209,0.006385,0.014616,0.04710421001903474
89,0.008193,0.068834,-0.042607,0.322492,0.617507,0.039664,-0.014083,0.05379246050161616
90,0.057675,0.062674,0.02942,0.43172,0.361496,0.036182,0.020833,0.028125144870472185
91,0.018762,-0.001375,0.036578,0.646421,0.296387,0.001641,0.001586,0.027420011250455272
92,0.017395,0.135755,0.160693,0.45846,0.210846,0.03127,-0.014418,-0.006107265031362027
93,0.101647,0.338507,0.22754,0.290647,0.028187,-0.009852,0.023325,-0.06781183666746185
94,-0.002613,0.12843,0.323899,0.53466,0.056963,-0.005377,-0.035962,-0.03814438449675955
95,-0.038598,0.060521,0.318894,0.60371,0.029678,-0.001746,0.027541,-0.0010355007923339415
96,0.0286,0.155711,0.319852,0.463633,0.093535,-0.025924,-0.035407,-0.04949872700057729
97,-0.019463,-0.005008,0.038033,0.817434,0.242742,-0.071493,-0.002245,0.017629946698753594
98,-0.021115,0.037698,0.069218,0.776055,0.219216,-0.068414,-0.012658,0.005341735337579724
99,-0.042558,-0.005836,0.069627,0.619564,0.391352,-0.010214,-0.021935,0.037795138173531764
100,0.021429,0.060494,0.073569,0.388021,0.420165,-0.012902,0.049224,0.038689207129011235
101,0.015595,0.041064,0.069283,0.628479,0.242581,0.007374,-0.004375,0.014919322937429303
102,0.007561,0.086503,0.199312,0.663318,0.199789,-0.080594,-0.075888,-0.0415453285204976
103,0.033336,0.225569,0.287397,0.305825,0.097388,0.033903,0.01658,-0.029384370872687728
104,0.007713,0.028618,0.092535,0.830818,0.172886,-0.081246,-0.051324,-0.02053632956027697
105,0.004237,0.1035,0.136256,0.729306,0.087137,-0.032358,-0.028077,-0.02316649245072229
106,0.025876,0.038431,0.066454,0.69333,0.253595,-0.041293,-0.036392,-0.0054959064317520005
107,0.02394,0.058212,0.096386,0.745074,0.179557,-0.029546,-0.073622,-0.025760138933108658
108,0.166676,0.477176,0.318916,0.126414,-0.019867,-0.047575,-0.02174,-0.1336754551031134
109,-0.027133,0.018844,0.088873,0.280643,0.611248,0.016054,0.011471,0.06299407292689045
110,0.026007,0.262894,0.339268,0.364483,0.024215,-0.038216,0.02135,-0.05403451352457122
111,-0.013488,0.003208,0.082588,0.602926,0.337138,0.007156,-0.019528,0.02850727186860322
112,-0.006129,0.044024,0.103561,0.597383,0.193327,-0.005929,0.073763,0.03625796049137807
113,0.004666,-0.012607,0.049165,0.530298,0.407267,0.02687,-0.005659,0.04257576636613152
114,0.01894,0.071765,0.202608,0.653451,0.122472,-0.046079,-0.023157,-0.02507922608397144
115,0.031957,0.166496,0.190882,0.44182,0.094024,0.010416,0.064405,-0.0033154114034258837
116,0.014536,0.027881,0.065819,0.715284,0.209712,-0.025061,-0.008171,0.007298351402969456
117,0.035501,0.222755,0.533326,0.325929,-0.038015,-0.064965,-0.014531,-0.08617521879399866
118,0.010709,0.065724,0.030398,0.69979,0.279902,-0.04236,-0.044163,-0.003708764404278194
119,0.054887,0.002316,0.049245,0.733406,0.22085,-0.037388,-0.023315,-0.003840348026431608
120,0.028454,0.10059,0.150043,0.624334,0.145413,-0.030976,-0.017857,-0.0211131167840561
121,-0.016523,0.028623,0.117143,0.547692,0.31557,0.014077,-0.006582,0.027128357843040202
122,0.036559,0.018495,0.046166,0.649641,0.274392,-0.019491,-0.005762,0.01183117984055207
123,0.036022,0.125137,0.193233,0.603072,0.158199,-0.043181,-0.072482,-0.04828666665744637
124,-0.000122,0.11857,0.335614,0.572495,0.03713,-0.027251,-0.036435,-0.044021369038742625
125,-0.008623,0.050098,0.050771,0.268567,0.620927,0.009655,0.008604,0.055801473996043155
126,0.267457,0.432604,0.165312,0.029118,-0.047248,0.06764,0.085117,-0.08640292754526656
127,0.019017,0.092926,0.32775,0.451691,0.072244,0.018321,0.018051,-0.015435584784985343
128,-0.007412,0.036801,0.112966,0.688367,0.240651,-0.007563,-0.06381,-0.004527888166234867
129,-0.001454,0.017959,0.098769,0.388976,0.453691,0.059973,-0.017913,0.04226036998069653
130,0.006673,0.033107,0.043322,0.216879,0.589307,0.09681,0.013903,0.07035080867955289
131,0.000242,0.152401,0.219903,0.55532,0.120993,-0.035761,-0.013098,-0.027721937117729367
132,-0.025103,0.110375,0.275447,0.544462,0.037458,0.041396,0.015965,-0.0030168137394161014
133,-0.028846,0.051231,0.173475,0.723373,0.089023,-0.002349,-0.005907,0.0019242661490384292
134,-0.038511,0.082944,0.206168,0.601574,0.161574,-0.021584,0.007835,0.004379411557870269
135,-0.015586,0.022242,0.116652,0.617849,0.269184,-0.032915,0.022574,0.024889484686766612
136,0.0021,0.043696,0.105116,0.694531,0.200294,-0.037707,-0.008029,0.002253759913552473
137,0.000374,0.000546,0.099411,0.785687,0.171666,-0.035509,-0.022175,0.0023552490207378093
138,0.0234,0.065851,0.10334,0.685479,0.197016,-0.077959,0.002872,-0.009733975962674841
139,0.107894,0.412762,0.29613,0.22256,0.0492,-0.031881,-0.056665,-0.11259705383322549
140,0.018629,0.03373,0.118112,0.594015,0.258133,-0.035291,0.012673,0.010686651459767972
141,-0.016727,-0.019714,0.046288,0.856011,0.188703,-0.054473,-8.7e-05,0.01789136304958646
142,-0.020172,0.071493,0.05229,0.077953,0.601058,0.171211,0.046167,0.09606061694743347
143,0.034229,0.093995,0.061645,0.636073,0.235625,-0.043674,-0.017894,-0.010445391219714401
144,-0.013142,0.021654,0.030553,0.505914,0.446665,0.001102,0.007254,0.04604941579372338
