,yref_Tm0_close,Tp1_pred,Tp2_pred,Tp3_pred,Tp4_pred,Tp5_pred,Tp6_pred,Tp7_pred,Tp8_pred,Tp9_pred,Tp10_pred,Tp11_pred,Tp12_pred,Tp13_pred
2019-01-18,5.937545776367188,5.905487942436011,5.905367223820204,5.90568488875666,5.905957640169746,5.904664363367544,5.904782115989169,5.917802059782781,5.915764392420362,5.912931075257626,5.912745280532501,5.914172404950294,5.913650362063988,5.912364530980554
2019-01-21,5.953548908233643,5.927004481648597,5.927368585250946,5.927373124153156,5.927339937204858,5.927835790726176,5.927810563027969,5.937240205884905,5.93534622064751,5.933314086016432,5.933279874489424,5.93390754881141,5.933929358276116,5.932396009221613
2019-01-22,5.945547580718994,5.89682447949465,5.897011369966126,5.896555729656747,5.896440252177907,5.896844312870773,5.8968567925703,5.910978840765923,5.910025315949788,5.907793814443329,5.90773895343951,5.907331908242389,5.906732756538821,5.906283191814433
2019-01-23,5.929543495178223,5.972078723705461,5.972142842826712,5.971832083252606,5.971965311351242,5.972191953589789,5.9721568890963725,5.982782569836212,5.981591568266268,5.980564017492723,5.981582439187933,5.982067729919898,5.9816466063773985,5.980262568133586
2019-01-24,6.001561641693115,5.995898767837249,5.995963909816427,5.99556583177554,5.995879068665067,5.996117269375784,5.996074900224618,6.010234121299813,6.007077805777376,6.004108114386744,6.0043586532734725,6.004474471350168,6.004485536257663,6.003702532259689
2019-01-25,6.0575761795043945,6.013666052966899,6.013866930775796,6.0138044698794175,6.013409933748345,6.014103822204051,6.014038612910822,6.030467867206202,6.02780793062654,6.026737946167437,6.026815916701972,6.027268091353509,6.026491507901533,6.0245862414876346
2019-01-28,6.081583499908447,6.021723105514717,6.021549802335029,6.021594084917012,6.021182835562482,6.021152756918754,6.021130547220622,6.046407550136028,6.043852370707786,6.043869284550135,6.043551615544451,6.043009852254048,6.042236321137244,6.040791569795569
2019-01-29,6.097586154937744,6.067165318585292,6.06729740679095,6.0671995672941215,6.067210805286616,6.067264845765834,6.067247534992556,6.091620616545507,6.0888482760343905,6.0858943186210706,6.086272855598456,6.087325782240958,6.087163168740289,6.086735582112199
2019-01-30,6.121593475341797,6.105965100478055,6.106173721729403,6.10597404477206,6.105705799446254,6.106646353917942,6.106659631238144,6.138290172500755,6.135489336485847,6.1354983641166605,6.135636988081433,6.1360058030625435,6.135152891565567,6.133837376303063
2019-01-31,6.174120903015137,6.05040291431193,6.050303195968751,6.0501507714752645,6.050081789653734,6.050590670106443,6.0505518958689635,6.080569400665421,6.075236258504809,6.072882893584509,6.0733124415351885,6.075566364743745,6.0761372903897,6.075152613205729
2019-02-01,6.133715629577637,6.0629408821445665,6.062643935166068,6.062422042634751,6.062476706938992,6.0631821247218305,6.063131263125197,6.092630456206777,6.086993353070769,6.083598160132455,6.083659991200102,6.086125529286035,6.086600908768909,6.086028204440382
2019-02-04,6.101390838623047,6.0443073029150085,6.044688158429975,6.044619530857208,6.044737700331294,6.044586090859729,6.04456912765456,6.073644533522074,6.070261821143932,6.067919447028293,6.067949220723718,6.069037671119375,6.0686716396241245,6.067023304928876
2019-02-05,6.101390838623047,6.103525925498162,6.103851252983449,6.10409292662751,6.103962178179293,6.1038956785546095,6.103911077480157,6.137973411748961,6.133979345890763,6.135987811324943,6.135973939062563,6.136522466629474,6.135482109936846,6.133622199598058
2019-02-07,6.166039943695068,6.068124481276138,6.068504666890689,6.0683717065875395,6.068127741192012,6.069460287504839,6.06938984813878,6.110934424643064,6.106541516848546,6.108346025229515,6.108448797514352,6.110012220197577,6.109349007708562,6.108108776609683
2019-02-08,6.149877071380615,6.077553354113755,6.07800093348831,6.077599986132238,6.0778597465230435,6.079350603461638,6.079183405785479,6.0994774206114055,6.096732537481781,6.09879375296569,6.098474695867673,6.099744826252346,6.098831348276663,6.0964923992126625
2019-02-11,6.125633239746094,6.069638098702471,6.070085972393949,6.070110145101371,6.070203761169794,6.070565005056261,6.070485150832285,6.0959241744957655,6.091076824394735,6.088382094888514,6.088042295729655,6.088823836918817,6.088497153937867,6.0876522500144095
2019-02-12,6.125633239746094,6.128549556157126,6.128696692630407,6.128746659214878,6.128288898839136,6.128886250885769,6.1288485284836085,6.161408557578257,6.15779276754653,6.158716783923078,6.1585524750394,6.159272027972381,6.158991240460596,6.156895106495609
2019-02-13,6.206446170806885,6.170061492199871,6.170267313433034,6.169960970283464,6.1705045321447285,6.172318629613537,6.172161465596218,6.201424736285286,6.199607808772461,6.203171297228266,6.202542317337861,6.202919612125287,6.202416542869046,6.200404475817356
2019-02-14,6.238772392272949,6.207169017490066,6.207567141571371,6.207585683429075,6.20739685383997,6.2076755617262105,6.207539767015379,6.247843177962558,6.24287889173239,6.248267031077567,6.247785376256633,6.247785010618147,6.247901710337247,6.246262915291082
2019-02-15,6.295342445373535,6.192221126800783,6.19239863811658,6.192416342253168,6.192499371149883,6.193558245712728,6.193467850239271,6.236573912565097,6.231169763734471,6.2366834011652355,6.237002839493823,6.237421001193674,6.237252543732225,6.236195278448719
2019-02-18,6.295342445373535,6.203532479253246,6.203506543403342,6.203224700326793,6.203724201781767,6.205418538916598,6.205284881042411,6.246770927561798,6.241328358018027,6.250486783605258,6.2502298490315304,6.252103792638609,6.252080794931991,6.2513866515759045
2019-02-19,6.279179096221924,6.257247692482962,6.25780272122856,6.257214772136912,6.257353032231441,6.259042990293523,6.258953148429315,6.305148366656402,6.297179007995721,6.3069403554769625,6.3060228378044645,6.308235363423133,6.309577083641197,6.308730794490732
2019-02-20,6.351910591125488,6.215126501567586,6.216145786597072,6.215537217414985,6.21568642463828,6.2179497794817475,6.217799927234175,6.281951915396862,6.274212609011084,6.287647749758715,6.287318601749914,6.288939178326046,6.28871668294379,6.287653709851529
2019-02-21,6.319584369659424,6.245938898046436,6.246562158301831,6.246191303927569,6.245914562508051,6.247311451668548,6.247239892082823,6.308913210418995,6.301142226659426,6.311288611756455,6.311167977883855,6.3138147353924,6.313994062059741,6.312883350347212
2019-02-22,6.359990119934082,6.273185590960233,6.2736197024142974,6.2728589965095924,6.2725171964851185,6.273677172636964,6.273535866751957,6.3235128971711045,6.315009748762952,6.324917246890514,6.325383807150052,6.3272994716236575,6.328172777111572,6.328140927994651
2019-02-25,6.3842363357543945,6.214609620979895,6.215162315029372,6.2148050933928705,6.214467409977099,6.214914646531389,6.214781392660572,6.267006202448798,6.257273984379605,6.2569261430436764,6.2568868364735035,6.258914348885563,6.260294153782838,6.26069850549573
2019-02-26,6.319584369659424,6.237647401893018,6.238071133149933,6.237846893183477,6.237510815274898,6.237484015640495,6.237360033523347,6.28890226530954,6.277965320199771,6.278673693607056,6.278792895194432,6.282417735484504,6.284386665289001,6.284781225245604
2019-02-27,6.343829154968262,6.241568290776229,6.241826662994812,6.241086670439703,6.241734996303494,6.243258502790576,6.243093193906923,6.289508161255876,6.28378489921681,6.2940540358141615,6.294044877034606,6.295145360706941,6.296272861188128,6.295862157394103
2019-02-28,6.335748195648193,6.261750055250625,6.2619871404007865,6.261683008115741,6.2614596254333845,6.262162492774678,6.262081936921963,6.313923928570153,6.304131733771435,6.304200971620089,6.304816551795765,6.306008260466609,6.307226974937102,6.307022860663984
2019-03-01,6.37615442276001,6.335826144348196,6.33621557444135,6.335908410451342,6.3358888417751915,6.3367710617105715,6.336629741810138,6.388234908572569,6.379651544779831,6.395881645631512,6.396485959792784,6.397867861938446,6.399392547154116,6.398673564544573
2019-03-04,6.465050220489502,6.361021189000423,6.361020481583602,6.360686417182189,6.360919270722888,6.3624877534356585,6.362416222085684,6.393412656813819,6.385253764160446,6.403700077993259,6.403522512241726,6.405338707671991,6.4062720142684135,6.405286728292449
2019-03-05,6.465050220489502,6.361809150671313,6.362120052661784,6.3614592547015185,6.361222128381305,6.3619937160893905,6.3619276641975375,6.402919846423131,6.394190510532884,6.41348720871976,6.413749543562802,6.416211650884106,6.417625109104445,6.417474101381945
2019-03-06,6.4812116622924805,6.294702628143934,6.295240160401218,6.294589401840872,6.293845361599518,6.2946024097179425,6.2945116753317345,6.351539828289699,6.339614022121964,6.356553769536879,6.356605032682584,6.359476318005552,6.36084427375025,6.361165294187201
2019-03-07,6.400398254394531,6.218170370413334,6.217756548698299,6.216653896304345,6.215992279637669,6.215516326889285,6.215528797550134,6.2615187438022915,6.246879202217585,6.248381867735334,6.248136875116737,6.252265900617326,6.253721767782034,6.254931251861345
2019-03-08,6.271097183227539,6.038326148113991,6.038178031624509,6.037396847494579,6.037212596452827,6.0380669184036275,6.037981406553248,6.073251605150299,6.06439613647162,6.063596605948616,6.062746184349466,6.064868318946637,6.0659723847551295,6.065659956059898
2019-03-11,6.036739349365234,5.978208344040282,5.977781892396429,5.9773746480959105,5.977151678215799,5.9773607195883915,5.977309259729515,5.995702743650693,5.986662912504626,5.964930893282837,5.96531910435268,5.968000635141879,5.9712480591847905,5.973618424040035
2019-03-12,5.939764499664307,5.889111702015461,5.888782480489786,5.888654275959862,5.889321729104622,5.890032670353811,5.889995994723655,5.90874047195506,5.904301835129209,5.8904468565956005,5.89109458217982,5.8939512649473755,5.896678922927852,5.8994126532387465
2019-03-13,5.867032527923584,5.9177165280780555,5.917609438948284,5.917458851893624,5.9183745633215725,5.919381870782718,5.919283823649121,5.926805651309557,5.9266722029001215,5.922629781689389,5.922864753923421,5.924221589312987,5.924667120572177,5.9257130458153835
2019-03-14,5.907437801361084,5.901135555251195,5.900987270679117,5.900927583041295,5.901060079503532,5.901160456809473,5.9011682687218,5.909229446793464,5.909787598527684,5.908162559462463,5.907668497465516,5.904943984879127,5.9039619998433,5.902319113024294
2019-03-15,5.923600196838379,5.909976407950617,5.909300360498421,5.909816229074087,5.909343466535947,5.909257570887133,5.9093267149990485,5.919677656135553,5.918864330946953,5.917322174739814,5.916664932541622,5.915411691257404,5.914174541890371,5.912239119967639
2019-03-18,5.907437801361084,5.925272180972524,5.925479515250766,5.925969938184457,5.92627681750147,5.926552995813495,5.9265342257321265,5.9366727837888895,5.9357344119746696,5.933678101980561,5.9342649963987695,5.932822285096211,5.933473482430328,5.933033979987439
2019-03-19,5.939764499664307,5.902423983560088,5.902736111722327,5.902779959768518,5.902992211464439,5.902607181234034,5.902611055628771,5.913043716033322,5.91179255077188,5.90995510885144,5.909817923551694,5.908792812657353,5.908746656723917,5.906769843077852
2019-03-20,5.923600196838379,5.9755017231050624,5.975870437089669,5.976238748690202,5.9759964695227525,5.975703951623812,5.9757627031714105,5.987190037918591,5.98561395164664,5.983293114730856,5.982965523539098,5.981326550696993,5.981637481274649,5.980799145152416
2019-03-21,5.988251209259033,5.915557717443841,5.916010110701032,5.915089118357395,5.9164145447993395,5.921750358191435,5.9213405444292535,5.92570182098194,5.923823319910346,5.922675363166039,5.923348104821673,5.921120691207557,5.919260432135961,5.917226209188113
2019-03-22,5.915519714355469,5.920456329348284,5.92062527033735,5.920454626467301,5.920613302338604,5.921799817884079,5.921788904537779,5.935108923175369,5.930201553770171,5.926612281424678,5.926258751621327,5.926112391637961,5.925851190363315,5.926028853564166
2019-03-25,5.891275882720947,5.848682349396449,5.848469042900313,5.848313708410268,5.848693702077488,5.849395366786313,5.849390209309363,5.85830040767191,5.856253560335501,5.852563911205763,5.852036470728503,5.851238823314306,5.849491735301011,5.848805438246844
2019-03-26,5.867032527923584,5.927651212148701,5.926883202409015,5.927163835331713,5.927009123061339,5.9277438533883355,5.927669032500045,5.934860991109012,5.932666012404361,5.928429293724323,5.927851307340649,5.928208509448229,5.927758581423851,5.92721154910104
2019-03-27,5.891275882720947,5.886793371662363,5.886371138697165,5.886209724544335,5.88723252532915,5.8889522686773645,5.888804487436207,5.895224384337315,5.895637645115778,5.894275313390079,5.893420205255744,5.891528297143088,5.889126920977326,5.887152631288485
2019-03-28,5.899357795715332,5.900895521750326,5.900727285506349,5.90112601027405,5.9011212110356634,5.901257492189014,5.90124442436998,5.911605233657868,5.9124505101222,5.9094252637494105,5.909676122868049,5.909555254860168,5.907896080737417,5.906631504181075
2019-03-29,5.907437801361084,5.91563991456631,5.915557642102982,5.915724040668261,5.915708975826865,5.916724773212874,5.91673861079917,5.9276179780259195,5.92582936584942,5.921819234328094,5.9219702514452655,5.922682733020029,5.923841220583797,5.924138260474653
2019-04-01,5.915519714355469,5.893069622188981,5.892880336611821,5.893164708787914,5.892949326128107,5.8931666704141445,5.8932256796429465,5.902633710563068,5.899828577604479,5.897058542108416,5.89659594362086,5.898040538745109,5.897293216451162,5.896186579055929
2019-04-02,5.907437801361084,5.9706838876679,5.970464950412777,5.9702208551446425,5.97013215428077,5.970428902666933,5.970567232723557,5.981823065195181,5.980367770135558,5.977130180112029,5.97745713094151,5.976928114359648,5.976088100179234,5.975308983597195
2019-04-03,5.980170249938965,5.952352115120144,5.95238331999523,5.951831237419098,5.952438725378881,5.955150744520957,5.954964995934812,5.962317302198231,5.9604819319237095,5.959418106046352,5.958680632265079,5.958228153200624,5.957731571704747,5.956325084329679
2019-04-04,5.996333122253418,5.9963094510884085,5.995957111953594,5.995764548228912,5.995381733112071,5.995860280449966,5.995905340208777,6.0119816267067065,6.0085129167198605,6.005473207400204,6.0055923396287785,6.006231061649448,6.006439212870999,6.006303517627684
2019-04-05,6.012495517730713,5.932730409999074,5.932580919418858,5.9324003870512065,5.933049836417117,5.933939346583088,5.933921659812722,5.950446361843438,5.946886717406642,5.944062686522228,5.944092341623479,5.944768743553048,5.943568436881214,5.942502187239757
2019-04-08,5.972088813781738,5.990794415996245,5.990593361941247,5.990509720259144,5.990233923577488,5.990836186924916,5.9908777403847475,6.005856887308935,6.001146844168325,5.994711474941004,5.994854594323537,5.9964653702914035,5.9972021950186205,5.99782947620743
2019-04-09,6.012495517730713,5.948064989583264,5.948122062913788,5.948458985328198,5.948226396611836,5.948157246416995,5.948149627941296,5.9641038958302115,5.960930874757986,5.957744220693504,5.957521939509182,5.957412489052084,5.958354547801366,5.957810449908525
2019-04-10,5.964008331298828,5.944122852915747,5.944050583479108,5.9445748311008035,5.944787880674843,5.94442977597163,5.944493884283128,5.958454207779354,5.958258095988331,5.955526517768437,5.95553813898812,5.956237840409534,5.955397537787046,5.953741519268146
2019-04-11,5.955925941467285,5.943324992736256,5.943528971472275,5.9440921702803085,5.943649398745376,5.94331105293324,5.94336074879675,5.957950785396207,5.954761328074937,5.952417369863433,5.952200522186871,5.9527727957747825,5.953244629519626,5.95236665361011
2019-04-12,5.972088813781738,5.885478722460789,5.885302550311825,5.885521213959652,5.885302412363476,5.884901539462257,5.884998181341474,5.8993925253830355,5.895781241253642,5.893942290539169,5.893790511386097,5.894743546081955,5.893931847472929,5.892522234328574
2019-04-15,5.899357795715332,5.877392693569298,5.877478102124451,5.877799916625278,5.878068462700151,5.878865961708927,5.878913243104164,5.892958027025138,5.890288176011715,5.886376666234312,5.886082534804649,5.887593970457871,5.887993969057876,5.888655558840361
2019-04-16,5.858950614929199,5.846719503185357,5.846727829470566,5.846970836332291,5.847209669937288,5.847066516701698,5.847137698172584,5.8567095852324655,5.856072035035183,5.854891625409985,5.85444733451814,5.8544445020462685,5.854357394273671,5.8530681204272685
2019-04-17,5.867032527923584,5.91358967730154,5.9135463251179745,5.913859078218573,5.9141092777385875,5.915415300810832,5.915312057605272,5.920044310375111,5.918313061338772,5.9174178363214835,5.917952007957999,5.917180019889608,5.916926222856054,5.914563950439204
2019-04-18,5.923600196838379,5.8551434345864815,5.855399412447503,5.855562167967966,5.855724280491497,5.85630222152621,5.856297376460495,5.864652691695708,5.863941598633458,5.86201512359983,5.862136311975314,5.861955987098526,5.860759713710612,5.8590042111468925
2019-04-22,5.883195400238037,5.864739637162606,5.864981488555471,5.8656455231791895,5.865247082193744,5.8640897235587985,5.86422341013277,5.873861528627087,5.8711709516019575,5.868783149546534,5.868188053884431,5.8683198271821,5.869010672102435,5.868284299126264
2019-04-23,5.858950614929199,5.892187494320625,5.8920649542517065,5.892116691393516,5.892151775360268,5.8922731578627605,5.892307671538022,5.899532072922478,5.898100635713472,5.897149438600337,5.8969528409505285,5.8964741491117465,5.895746625884681,5.894075803809351
2019-04-24,5.883195400238037,5.852385951289558,5.8525218322026475,5.852831230584574,5.8526381728695,5.852863015295098,5.85291805621294,5.859659571852731,5.858948456122828,5.857574999293892,5.857482180447796,5.856411020142465,5.854154707489365,5.851953723201531
2019-04-25,5.867032527923584,5.94006753813966,5.940288763930885,5.940665892850577,5.94051340236324,5.9406134884169735,5.940673833295955,5.948210690788722,5.945224598462129,5.944249434166258,5.944049773654936,5.9423900188329775,5.941617831211321,5.940269439764812
2019-04-26,5.980170249938965,5.953254186898061,5.953225578109774,5.953767598149126,5.954342191336525,5.956795778637321,5.956601419136937,5.961937984431831,5.959187672460629,5.957720048165962,5.957819316752125,5.957742195505135,5.957181888015914,5.955715057223745
2019-04-29,5.964008331298828,5.941234883873461,5.94122823825764,5.941894365606943,5.942061145755922,5.941338010117519,5.9414133837722085,5.956943866420753,5.95640337807836,5.953874828556183,5.953842270375451,5.954254129141013,5.952747260431907,5.9510231028499785
2019-04-30,5.964008331298828,5.957478620692274,5.957600178491681,5.957826225940938,5.957702035530064,5.957479569263221,5.957529820819513,5.970455548028637,5.967702735528446,5.964406179442603,5.9641452749662,5.9634109147423136,5.963344599009947,5.962006626714345
2019-05-02,5.996333122253418,6.017187716531085,6.016928626290951,6.017081667093025,6.017101606721796,6.018457409912603,6.018410665078195,6.029922604426982,6.026824889420578,6.025423578318252,6.025011166466545,6.02420397312364,6.023534152373661,6.0221615053093185
2019-05-03,6.041233062744141,5.89725993665342,5.897180771802237,5.89726928831478,5.897817083179536,5.899317032582298,5.899191952308716,5.915352420111839,5.912517131793535,5.9106647450524274,5.910580776188718,5.911678728030376,5.911236124284957,5.910064647060578
2019-05-06,5.910611629486084,5.983663666940697,5.983467894666272,5.9835911202135,5.983771590550312,5.984205624767206,5.984210242307078,5.99816105700226,5.994383822402513,5.988099007705014,5.988156298242396,5.990211881226353,5.991868031421579,5.992942597255352
2019-05-07,6.008578777313232,6.000916445874089,6.0009681952526375,6.000668219328865,6.0015961737113495,6.0050995076965865,6.004789434613693,6.009045759467254,6.005530083469356,6.003894170986195,6.003489192483023,6.003498985076309,6.003477904559959,6.002052182837726
2019-05-08,6.041233062744141,5.993287417376547,5.993567128915938,5.992690778790985,5.993576665864769,5.996758493026773,5.99655503444584,6.005983360846059,6.004550303277107,6.004743242444089,6.004635169595225,6.0039007316860555,6.002041041435571,5.999843593602089
2019-05-09,6.024906158447266,5.977585169931631,5.977766357508179,5.977612404953678,5.977766851329958,5.978192834761481,5.978162246298086,5.995499722211031,5.992492692535848,5.990135628082905,5.989845419390844,5.990249369391133,5.98963423225905,5.988943370248441
2019-05-10,6.024906158447266,6.0100059553075,6.010439791726522,6.010801648357907,6.010874389252292,6.012099439132411,6.0120726863656095,6.030308130514165,6.026845078616756,6.023876868387038,6.022980396075733,6.023602711802019,6.0231754641745585,6.022339514059627
2019-05-13,6.024906158447266,5.932369509944525,5.932622170263866,5.932553853646027,5.932704152892747,5.9348822776115036,5.934852037187424,5.949982690602347,5.949495030282556,5.948884867439697,5.948510912956913,5.947693499862778,5.947125704854921,5.9445972630924775
2019-05-14,5.984086990356445,5.972139253397639,5.972157093909431,5.972733631562766,5.97307180078259,5.97383283011537,5.973818381699222,5.985079048589117,5.983443592009701,5.98155674922587,5.9818254684144065,5.983144944853924,5.982894068521397,5.981824633056295
2019-05-15,6.008578777313232,6.0446001417815465,6.045022642886864,6.045137720284451,6.045916453280025,6.048709510995325,6.04848980157214,6.056291699388021,6.054217018957397,6.053702177850532,6.053714310680727,6.052736988360859,6.052014310509219,6.050000270312223
2019-05-16,6.041233062744141,5.988499041137643,5.988832436767783,5.988835026882198,5.9887441316856185,5.988403259432324,5.9884078331085435,6.006067103750997,6.003168031183364,6.000760972485926,6.0010238234573885,6.00009680506686,5.998999002571538,5.996875119348164
2019-05-17,6.049397468566895,6.049656873113499,6.049533744203862,6.049575890991633,6.0493316705743245,6.049525510596613,6.0495395986834,6.070321941287741,6.065500278448797,6.062732649412984,6.062583991962003,6.062156401464669,6.061282415226459,6.059773392451596
2019-05-21,6.098379611968994,6.081747396350276,6.081731834853693,6.081532825910177,6.081696427276423,6.0843634082379,6.084160311537566,6.0982848037783,6.093801676270962,6.0952752396854635,6.095197169781839,6.0946134116554695,6.094594665286273,6.09279636012514
2019-05-22,6.131036281585693,6.030521590296354,6.0302988241217115,6.030417873659468,6.030309240670366,6.031971827733379,6.031868846918501,6.059096611930137,6.055493820355455,6.054730216477923,6.054591192087623,6.055977559501654,6.05519492275779,6.053973348024289
2019-05-23,6.090217113494873,6.140222613441908,6.140127233957361,6.140464835167183,6.140080760153806,6.139937300334246,6.139945352825925,6.168331378783604,6.162459870004518,6.1575658824082,6.157730587622455,6.159112694207423,6.159600370755799,6.159069068361346
2019-05-24,6.22083854675293,6.167586033599359,6.167733641472069,6.167512770624823,6.167801375987179,6.171341093647266,6.171097036328653,6.182016393387352,6.17776076524456,6.177871227404388,6.177482858416625,6.178227291167945,6.178429960853049,6.177592580467021
2019-05-27,6.22083854675293,6.011160771728157,6.010941202472692,6.010411926160836,6.010311464063397,6.011637542712476,6.011470230851933,6.04359096524967,6.040416771465944,6.045876393697812,6.04551137543188,6.045235805522044,6.045142327085758,6.0430912248325175
2019-05-28,6.057560920715332,6.060600748622202,6.060574771559599,6.060145551025139,6.060245554701614,6.06073615845264,6.0606693894452395,6.089200563675659,6.081734332413415,6.070069573592381,6.0696383170847215,6.07257893287351,6.07399239003637,6.0752413466988
2019-05-29,6.098379611968994,6.025385401148155,6.025304495017004,6.0252169723456195,6.02530930823993,6.026775684762168,6.026631881161059,6.046473371956399,6.04467455948722,6.044427666110574,6.044662693922089,6.044018424300715,6.043299023111989,6.041503539137503
2019-05-30,6.082052707672119,5.979792611073822,5.979828504077848,5.979786653820975,5.97968973394479,5.9795751523477545,5.979571727111945,6.004702965692589,6.0004609475841395,5.9967753779144,5.996525765017367,5.996871032297088,5.996511918822662,5.995661588550334
2019-05-31,6.024906158447266,6.007994672510732,6.007742221776196,6.0076794817952965,6.007803782788632,6.009342871725,6.0092645857389195,6.023676136967708,6.020860742383098,6.017929822165193,6.0176650708910975,6.017737809116522,6.0175532953857305,6.016720114076048
2019-06-03,6.016741752624512,5.99125417870987,5.9908052584161,5.99126243062258,5.99124551990888,5.990870346496557,5.990866907406078,6.009514040087133,6.005822753770117,6.004351819504199,6.004209344947761,6.003249473552936,6.002933381071744,6.000881338969171
2019-06-04,6.033070087432861,6.052590060588194,6.052556479301097,6.052616971587115,6.052320285390405,6.052883685752031,6.052839945815888,6.071228664183781,6.069026619208309,6.068482910598917,6.068804510250579,6.068445487188862,6.067589273289747,6.065945282991503
2019-06-06,6.073889255523682,6.065372844939427,6.0658007345738225,6.066056514927874,6.0662056020767405,6.067039565803782,6.066977981338685,6.09124580427666,6.089407818357644,6.089655706700892,6.089201007292084,6.088844019627604,6.086864852532085,6.085032616652542
2019-06-07,6.114707946777344,6.086176743331298,6.086197784858812,6.086231452524135,6.086005092965011,6.08668205887753,6.086599064969612,6.113275833246895,6.109301714496464,6.1093030508364645,6.109494148549951,6.1098197631279785,6.109148808225128,6.107292837804799
2019-06-10,6.122873306274414,6.095085442765273,6.095166394940291,6.09484471388828,6.094777203232525,6.096759460383572,6.096593142271647,6.121486269972879,6.118575064826052,6.119857709382588,6.1187823832145725,6.117127906259654,6.116020609091201,6.114210380637235
2019-06-11,6.131036281585693,6.048447731813445,6.0484888621593385,6.048126646940446,6.047904690231526,6.0482264648746735,6.048123732976452,6.0828597368407795,6.080210936650362,6.0810545779866825,6.08071314020475,6.079999204096968,6.079155132450154,6.077608396659681
2019-06-12,6.090217113494873,6.077244552151665,6.077367040252849,6.077229055364379,6.077296430036772,6.077932438201085,6.077844190038352,6.111229854595807,6.106605276800233,6.100493668675446,6.100416439014359,6.101548259322211,6.102040507126468,6.102421510925106
2019-06-13,6.122873306274414,6.114619341225083,6.114796645128725,6.114489444404823,6.114895923981829,6.116598774865915,6.11642847465434,6.141804427558045,6.13811808588367,6.139162926503509,6.1390628155805596,6.139503704252789,6.138562526635364,6.1365880514504045
2019-06-14,6.1555280685424805,6.123928107010613,6.124433705321152,6.123766177239549,6.124271645884959,6.126115205598188,6.125991165513683,6.157088215212907,6.152720705000792,6.1544036384198915,6.154061319717417,6.1536016992645415,6.1524960303352545,6.150635021968714
