Date,y_Tp2_PriceChg_c0,y_Tp2_PriceChg_c1,y_Tp2_PriceChg_c2,y_Tp2_PriceChg_c3,y_Tp2_PriceChg_c4,y_Tp2_PriceChg_c5,pc_pred
1986-09-03,0.001768,0.0,0.764649,0.230426,0.001632,0.001325,0.035780874510369216
1986-09-04,0.001585,0.0,0.79104,0.20539,0.000984,0.000872,0.03059522618763971
1986-09-05,0.001137,0.0,0.310492,0.656618,0.017697,0.013934,0.13050467545458555
1986-09-08,0.000187,0.0,0.28395,0.674459,0.024244,0.017142,0.13876910290877179
1986-09-09,0.000267,0.0,0.452549,0.528664,0.009877,0.008614,0.10036229859078043
1986-09-10,0.000355,0.0,0.227046,0.722989,0.03008,0.019489,0.15157733982815755
1986-09-11,0.000152,0.0,0.20951,0.759334,0.018195,0.012799,0.14974800510981687
1986-09-12,0.000142,0.0,0.55125,0.445708,0.001285,0.001603,0.07706582956334557
1986-09-15,0.00142,0.0,0.644056,0.344305,0.005658,0.004362,0.060850779403421734
1986-09-16,0.001152,0.0,0.091457,0.757605,0.100381,0.049294,0.20354169999545152
1986-09-17,0.000351,0.0,0.103567,0.629236,0.20412,0.06269,0.22802930002300548
1986-09-18,0.001423,0.0,0.027915,0.127193,0.618061,0.225085,0.3940587958748199
1986-09-19,0.002013,0.0,0.008413,0.093679,0.613214,0.282321,0.4213908847569196
1986-09-22,0.000293,0.0,0.079815,0.607574,0.237874,0.074416,0.24431357890277333
1986-09-23,0.000382,0.0,0.066289,0.637525,0.220809,0.074965,0.2436881010789149
1986-09-24,0.000651,0.0,0.649165,0.343913,0.003427,0.002769,0.05921892284798181
1986-09-25,0.000372,0.0,0.451949,0.535025,0.006435,0.006186,0.09867678145593924
1986-09-26,0.000181,0.0,0.442544,0.55327,0.001882,0.002109,0.0978894235716405
1986-09-29,0.000436,0.0,0.702688,0.295093,0.000822,0.000933,0.047939896791382046
1986-09-30,0.003312,0.0,0.79158,0.200398,0.002449,0.001899,0.030190600999064746
