Date,y_Tp9_PriceChg_c0,y_Tp9_PriceChg_c1,y_Tp9_PriceChg_c2,y_Tp9_PriceChg_c3,y_Tp9_PriceChg_c4,y_Tp9_PriceChg_c5,y_Tp9_PriceChg_c6,pc_pred
1986-09-03,0.002773,0.032141,0.145285,0.442248,0.370987,0.003106,0.0,0.04300378182442206
1986-09-04,0.002968,0.035637,0.178746,0.516288,0.263013,0.001537,0.0,0.021363306213208446
1986-09-05,0.0,0.025242,0.072862,0.18307,0.635171,0.03715,0.01809,0.11642681804043784
1986-09-08,0.0,0.002136,0.007041,0.141749,0.757211,0.063496,0.027121,0.16335436364267886
1986-09-09,0.0,0.001798,0.006989,0.255527,0.686971,0.033265,0.014877,0.1348860147483448
1986-09-10,0.0,0.001591,0.006452,0.221732,0.702754,0.045867,0.02093,0.145417791428865
1986-09-11,0.0,0.001435,0.006067,0.128547,0.820911,0.029599,0.013014,0.15267838658857696
1986-09-12,0.0,0.006099,0.023332,0.366413,0.567045,0.02311,0.011818,0.1084662812671854
1986-09-15,0.0,0.002939,0.014182,0.388361,0.570748,0.015669,0.007306,0.10562244782049643
1986-09-16,0.0,0.003671,0.016834,0.127882,0.630791,0.128353,0.082213,0.1975698009102379
1986-09-17,0.0,0.00165,0.005449,0.105114,0.707399,0.115168,0.063211,0.19551913616040995
1986-09-18,2.6e-05,0.0,0.000352,0.096112,0.48013,0.236608,0.180276,0.2727637000404841
1986-09-19,0.007802,0.004598,0.0,0.080204,0.262532,0.304086,0.325869,0.34166390829181015
1986-09-22,0.0,0.000927,0.002745,0.10953,0.746331,0.093064,0.046646,0.18441118158663877
1986-09-23,0.0,0.001086,0.002535,0.097169,0.735757,0.105864,0.056422,0.1930128708814219
1986-09-24,0.0,0.002389,0.013373,0.330091,0.639185,0.01002,0.004532,0.11242590615717014
1986-09-25,0.0,0.001734,0.011314,0.325925,0.64905,0.008306,0.003404,0.11304122385071175
1986-09-26,0.0,0.001212,0.006389,0.319406,0.658068,0.010246,0.004459,0.11641669466131513
1986-09-29,0.0,0.004459,0.024215,0.46615,0.496945,0.005305,0.002282,0.08637582029957486
1986-09-30,0.0,0.028207,0.112243,0.494389,0.349699,0.007581,0.001318,0.04829597790628932
1986-10-01,0.0,0.00189,0.005342,0.173448,0.708859,0.070838,0.038695,0.16555948568023604
1986-10-02,0.0,0.002159,0.007029,0.244856,0.67733,0.044519,0.023271,0.1422067136972659
