Date,y_Tp1_PriceChg_c0,y_Tp1_PriceChg_c1,y_Tp1_PriceChg_c2,y_Tp1_PriceChg_c3,y_Tp1_PriceChg_c4,y_Tp1_PriceChg_c5,pc_pred
1986-09-03,0.001544,0.0,0.129708,0.843688,0.024804,0.00023,0.029814523658670277
1986-09-04,0.002153,0.0,0.1646,0.812609,0.020233,0.000362,0.023322022471284107
1986-09-05,0.007439,0.0,0.01953,0.603637,0.359967,0.00905,0.12895849099747314
1986-09-08,0.00115,0.0,0.00061,0.502184,0.493094,0.00293,0.162750573751631
1986-09-09,0.001348,0.0,0.003324,0.690898,0.302161,0.00223,0.11622562521484882
1986-09-10,0.003784,0.0,0.001532,0.521518,0.466585,0.006448,0.15719474182148002
1986-09-11,0.001286,0.0,0.000816,0.455817,0.538173,0.003864,0.173979891351371
1986-09-12,0.000484,0.0,0.003966,0.836554,0.158476,0.000511,0.08116481125693809
1986-09-15,0.003367,0.0,0.018369,0.797014,0.178347,0.002758,0.08382119225828794
1986-09-16,0.00551,0.0,0.000894,0.285383,0.69108,0.016842,0.21627746932847294
1986-09-17,0.00263,0.0,0.000152,0.137471,0.834211,0.025368,0.2568525681223624
1986-09-18,0.011158,0.0,0.001262,0.062911,0.739841,0.182256,0.3224488217475125
1986-09-19,0.027166,0.002557,0.0,0.036574,0.650555,0.280195,0.3510845776830551
1986-09-22,0.003638,0.0,0.000177,0.100279,0.855095,0.0405,0.27027985814531097
1986-09-23,0.002535,0.0,9.8e-05,0.124626,0.845381,0.027141,0.2606098050456568
1986-09-24,0.001196,0.0,0.010705,0.838139,0.14883,0.001096,0.07788610621108256
1986-09-25,0.001243,0.0,0.009352,0.812977,0.175126,0.001264,0.08444950114653459
1986-09-26,0.000525,0.0,0.004284,0.807156,0.187338,0.000688,0.08809978434871213
1986-09-29,0.001065,0.0,0.039681,0.876455,0.082261,0.000512,0.05736579495542622
1986-09-30,0.002718,0.0,0.131683,0.821362,0.043303,0.000849,0.03379011513453637
1986-10-01,0.001451,0.0,0.000701,0.280854,0.703115,0.013804,0.2191724484671794
1986-10-02,0.00281,0.0,0.001972,0.342618,0.635384,0.017035,0.204100423921867
1986-10-03,0.002176,0.0,0.078538,0.836142,0.081989,0.001074,0.05134076080123136
1986-10-06,0.002928,0.0,0.199608,0.769375,0.027485,0.000511,0.01957357217671943
1986-10-07,0.005721,8e-05,0.534527,0.458704,0.000742,0.0,-0.03839135140244174
1986-10-08,0.00312,0.0,0.558329,0.437334,0.001018,2.3e-05,-0.04071085657212937
1986-10-09,0.005603,8e-05,0.567955,0.4246,0.001377,0.0,-0.04318883819049793
1986-10-10,0.004623,0.0,0.260647,0.717508,0.016505,0.00058,0.007133393613334
1986-10-13,0.003233,0.0,0.180647,0.781863,0.03364,0.00053,0.023755508530849418
1986-10-14,0.001724,0.0,0.172414,0.804663,0.020914,0.000255,0.022441742881724677
1986-10-15,0.000972,0.0,0.084808,0.869039,0.04491,0.000255,0.04158981868549548
1986-10-16,0.001179,0.0,0.085257,0.869595,0.043694,0.000256,0.04114264010239252
1986-10-17,0.001364,0.0,0.114306,0.84774,0.036269,0.000298,0.03497312180648677
1986-10-20,0.001157,0.0,0.110752,0.854902,0.032944,0.000227,0.034758077118263966
1986-10-21,0.001498,0.0,0.105396,0.853075,0.039728,0.000279,0.037061157684553286
1986-10-22,0.001455,0.0,0.09657,0.858527,0.043144,0.000281,0.03921575222611002
1986-10-23,0.001402,0.0,0.054334,0.876173,0.067688,0.000379,0.0514702346313813
1986-10-24,0.001467,0.0,0.052605,0.87415,0.071334,0.000418,0.052594252934699284
1986-10-27,0.005409,0.0,0.004741,0.50915,0.471808,0.008659,0.15855071243579053
1986-10-28,0.001403,0.0,0.000609,0.472064,0.522491,0.003394,0.16993707277816855
1986-10-29,0.001601,0.0,0.000989,0.444627,0.547671,0.005055,0.17678534552547628
1986-10-30,0.003987,0.0,0.000147,0.15163,0.819674,0.024323,0.2521730227038661
1986-10-31,0.00639,0.0,4.9e-05,0.116821,0.836508,0.039829,0.26426309147551874
1986-11-03,0.006395,3.1e-05,0.0,0.103674,0.845841,0.043665,0.2687420772935527
