Date,y_Tp3_PriceChg_c0,y_Tp3_PriceChg_c1,y_Tp3_PriceChg_c2,y_Tp3_PriceChg_c3,y_Tp3_PriceChg_c4,y_Tp3_PriceChg_c5,pc_pred
1986-09-03,0.000835,0.0,0.280682,0.710362,0.006614,0.001336,0.016861151357242823
1986-09-04,0.000521,0.0,0.445121,0.551076,0.002933,0.000261,-0.01023503011505782
1986-09-05,0.000527,0.0,0.009839,0.789075,0.181509,0.019005,0.11095017906676047
1986-09-08,0.000673,0.0,0.023709,0.715208,0.199785,0.060522,0.13353908866266873
1986-09-09,0.000516,0.0,0.04069,0.713472,0.196855,0.048379,0.1242737583527254
1986-09-10,0.000371,0.0,0.0233,0.563084,0.364202,0.048984,0.1682474057408809
1986-09-11,0.000191,0.0,0.007119,0.673186,0.275341,0.044142,0.14679975992405128
1986-09-12,0.000363,0.0,0.204709,0.663466,0.117988,0.013407,0.062159022209196634
1986-09-15,0.000723,0.0,0.128684,0.730513,0.127165,0.012804,0.07586631331679121
1986-09-16,0.001105,0.0,0.003849,0.206289,0.583777,0.204808,0.3010511484158527
1986-09-17,0.000384,0.0,0.007316,0.524345,0.380309,0.087602,0.19364239683819523
1986-09-18,0.001893,0.0,0.003311,0.015645,0.675142,0.303857,0.3716835024487767
1986-09-19,0.006877,0.0,0.000816,0.006242,0.619096,0.366629,0.38674021392210167
1986-09-22,0.002192,0.0,0.009706,0.112915,0.65493,0.220064,0.32446280916270603
1986-09-23,0.001315,0.0,0.008444,0.142267,0.616309,0.231526,0.321288472712304
1986-09-24,0.000156,0.0,0.150032,0.802034,0.043911,0.003835,0.04806010098587821
1986-09-25,0.000151,0.0,0.049432,0.835096,0.107754,0.007542,0.0812767241207925
1986-09-26,0.000707,0.0,0.131729,0.760338,0.093557,0.013526,0.06754008912982155
1986-09-29,0.000312,0.0,0.169232,0.790821,0.033582,0.005985,0.04349822072718101
1986-09-30,0.000531,0.0,0.425652,0.568272,0.004761,0.000704,-0.006517539561353063
1986-10-01,0.000298,0.0,0.036993,0.691437,0.244372,0.026864,0.12600917826951713
1986-10-02,0.0002,0.0,0.028201,0.688133,0.264948,0.018499,0.12835866991327666
1986-10-03,0.000335,0.0,0.221605,0.761814,0.014034,0.002149,0.028603673699111272
1986-10-06,0.000905,0.0,0.355011,0.636976,0.006224,0.000735,0.00476289005337359
1986-10-07,0.001789,0.000163,0.618344,0.37961,5.9e-05,0.0,-0.038951622594911764
1986-10-08,0.002393,0.000262,0.640617,0.356593,7e-05,0.0,-0.04278140044123016
1986-10-09,0.003721,0.000459,0.606514,0.38906,0.000108,0.0,-0.03814291802215529
1986-10-10,0.001102,0.0,0.460652,0.535885,0.001921,0.000275,-0.01320468085998726
1986-10-13,0.000528,0.0,0.322071,0.670307,0.006149,0.000855,0.010166027792309577
1986-10-14,0.00085,0.0,0.38128,0.611313,0.00566,0.000772,0.0005456352618664958
1986-10-15,0.000291,0.0,0.225448,0.759724,0.013094,0.001395,0.027422856135725003
1986-10-16,0.001013,0.0,0.261013,0.72148,0.013952,0.002393,0.022175507931063217
1986-10-17,0.000702,0.0,0.297019,0.690713,0.009874,0.001601,0.015291418239977013
1986-10-20,0.000662,0.0,0.331859,0.652903,0.012982,0.001469,0.010530996561261314
1986-10-21,0.000662,0.0,0.331859,0.652903,0.012982,0.001469,0.010530996561261314
1986-10-22,0.000536,0.0,0.214513,0.767372,0.014881,0.002584,0.030036285047487458
1986-10-23,0.00022,0.0,0.123441,0.840753,0.031395,0.00415,0.049302564131419105
1986-10-24,0.000372,0.0,0.122016,0.818826,0.053831,0.004895,0.055296003474374515
1986-10-27,0.000926,0.0,0.01106,0.594093,0.307276,0.08649,0.1743984034351144
1986-10-28,0.000298,0.0,0.017796,0.699495,0.243428,0.038944,0.13472329422429782
1986-10-29,0.000179,0.0,0.027703,0.667094,0.271245,0.033759,0.13747559408134383
1986-10-30,0.001161,0.0,0.010247,0.171056,0.650914,0.166515,0.29762345437862375
1986-10-31,0.00125,0.0,0.002724,0.047349,0.709003,0.239598,0.34882405047502263
1986-11-03,0.002418,0.0,0.00435,0.04566,0.670915,0.276412,0.35675299552942286
