Date,y_Tp4_PriceChg_c0,y_Tp4_PriceChg_c1,y_Tp4_PriceChg_c2,y_Tp4_PriceChg_c3,y_Tp4_PriceChg_c4,y_Tp4_PriceChg_c5,pc_pred
1987-01-02,0.000443,0.0,0.185334,0.770056,0.043651,0.000115,0.048110204490802486
1987-01-05,0.000204,0.0,0.181542,0.765964,0.051661,0.000371,0.05104011720935461
1987-01-06,0.0002,0.0,0.06566,0.803845,0.127736,0.002447,0.0899857319698551
1987-01-07,0.002479,0.0,0.039372,0.603533,0.321045,0.032541,0.15926446982253636
1987-01-08,0.00018,0.0,0.015793,0.756432,0.215499,0.012004,0.12568296883453892
1987-01-09,0.00031,0.0,0.013812,0.634098,0.332889,0.018805,0.16001740823670127
1987-01-12,0.000316,0.0,0.012864,0.652763,0.31291,0.02104,0.1561900005477639
1987-01-13,0.000658,0.0,0.012203,0.518102,0.422173,0.046703,0.19828225314423595
1987-01-14,0.000206,0.0,0.011868,0.706162,0.265863,0.015852,0.14141259175022072
1987-01-15,0.000515,0.0,0.016908,0.666238,0.293276,0.022928,0.15139208203657437
1987-01-16,0.000641,0.0,0.019378,0.544195,0.405719,0.029893,0.18383680099095417
1987-01-19,0.000382,0.0,0.01599,0.648511,0.31294,0.022082,0.15624076310616541
1987-01-20,0.000706,0.0,0.016464,0.291703,0.640854,0.05011,0.25609587579397686
1987-01-21,0.001536,0.0,0.019697,0.105117,0.747019,0.126185,0.3237237232494837
1987-01-22,0.001173,0.0,0.011654,0.098129,0.773073,0.115836,0.32634267362337294
1987-01-23,0.000691,0.0,0.011125,0.32684,0.604874,0.056395,0.2510102933739691
1987-01-26,0.00426,0.0,0.016045,0.109358,0.649865,0.219452,0.34809117642588694
1987-01-27,0.001125,0.0,0.007569,0.147703,0.730705,0.112747,0.314357963771535
1987-01-28,0.000261,0.0,0.006695,0.168831,0.781485,0.042692,0.29028183999214036
1987-01-29,0.000313,0.0,0.004839,0.197422,0.73488,0.062497,0.2891538557927125
1987-01-30,0.000171,0.0,0.022727,0.593876,0.373132,0.010033,0.1643885941598959
1987-02-02,0.000468,0.0,0.069503,0.483166,0.436844,0.009801,0.1733130148750555
1987-02-03,9.9e-05,0.0,0.051756,0.804358,0.142191,0.00153,0.09545993952011075
1987-02-04,0.000221,0.0,0.05354,0.817276,0.124921,0.003864,0.09189956024859047
1987-02-05,0.000143,0.0,0.028203,0.786556,0.179059,0.005941,0.11104868982552435
1987-02-06,0.00066,0.0,0.036902,0.698955,0.250271,0.012852,0.1316055046379059
1987-02-09,0.000504,0.0,0.137505,0.808482,0.052822,0.000244,0.05799544426208657
1987-02-10,0.000488,0.0,0.113543,0.807712,0.0771,0.000839,0.06836627275890668
1987-02-11,0.003082,0.0,0.07857,0.670363,0.235701,0.011318,0.11929346064754434
1987-02-12,0.001363,0.0,0.098602,0.841035,0.05768,0.000629,0.06511101203120738
1987-02-13,0.000177,0.0,0.007205,0.787029,0.197075,0.008474,0.12035102759849943
1987-02-17,0.000522,0.0,0.00617,0.597958,0.363983,0.031294,0.17590486315560497
1987-02-18,0.000769,0.0,0.006375,0.478018,0.458338,0.056409,0.21375115318915183
1987-02-19,0.001937,0.0,0.011833,0.159303,0.667588,0.159023,0.3219014720069642
1987-02-20,0.000441,0.0,0.005745,0.177339,0.75055,0.065877,0.29483486122181946
1987-02-23,0.000594,0.0,0.047406,0.440538,0.495215,0.015989,0.19516497921030865
1987-02-24,0.000196,0.0,0.020827,0.564286,0.400106,0.014461,0.17404748423872285
1987-02-25,0.000123,0.0,0.005674,0.324712,0.647076,0.022398,0.24473287132615204
1987-02-26,0.000144,0.0,0.011126,0.396105,0.575477,0.017119,0.22246988072217622
1987-02-27,0.000298,0.0,0.009069,0.306317,0.652161,0.032083,0.2506574191386969
1987-03-02,0.000544,0.0,0.011832,0.447634,0.50094,0.038949,0.21462578923437975
1987-03-03,0.000563,0.0,0.014533,0.631652,0.324795,0.028347,0.16283225900744447
1987-03-04,0.001196,0.0,0.008716,0.446245,0.465459,0.078185,0.22676635895650182
1987-03-05,0.000916,0.0,0.005613,0.397884,0.522799,0.072645,0.23925815099774692
1987-03-06,0.000427,0.0,0.0049,0.601989,0.362815,0.029799,0.17503980612288214
1987-03-09,0.000701,0.0,0.0072,0.370307,0.575289,0.046396,0.23855636416342352
1987-03-10,0.001023,0.0,0.004865,0.520916,0.419963,0.053108,0.20213863585136493
1987-03-11,0.001105,0.0,0.014455,0.147654,0.732223,0.104441,0.30920635749827874
1987-03-12,0.041903,0.002137,0.009853,0.0,0.36945,0.566943,0.44450126345617147
1987-03-13,0.018276,0.0,0.016442,2.2e-05,0.478033,0.478507,0.4360329361495796
1987-03-16,0.005274,0.0,0.020686,0.017622,0.677383,0.275893,0.3843189106421409
1987-03-17,0.002595,0.0,0.034639,0.023897,0.790301,0.143257,0.34098652314702443
1987-03-18,0.004827,0.0,0.052724,0.012323,0.722658,0.200834,0.3505381719025096
1987-03-19,0.009081,0.0,0.021659,0.005766,0.665873,0.293202,0.3886140247354426
1987-03-20,0.017941,0.0,0.035129,0.049408,0.64517,0.246892,0.3518494936399769
1987-03-23,0.000282,0.0,0.009935,0.453171,0.508763,0.027807,0.21106789282299196
1987-03-24,0.000245,0.0,0.201602,0.706332,0.090443,0.001129,0.05834560667809412
1987-03-25,0.00025,4e-06,0.299278,0.66723,0.032735,0.0,0.027505021794537992
1987-03-26,0.000118,0.0,0.129235,0.804061,0.065784,0.000691,0.06309393474892734
1987-03-27,0.000306,0.0,0.080465,0.781208,0.13502,0.002642,0.08959862810677828
1987-03-30,0.00025,0.0,0.027399,0.708537,0.254603,0.009116,0.13241090165663782
1987-03-31,0.000239,0.0,0.065407,0.877389,0.056124,0.000703,0.07050800025408491
1987-04-01,0.005826,0.0,0.043594,0.743003,0.195434,0.01071,0.11264967034340115
1987-04-02,0.001574,0.000555,0.237036,0.72285,0.037016,0.0,0.037478996418773565
1987-04-03,0.001149,0.0,0.033496,0.865777,0.093403,0.005328,0.08716476541568907
1987-04-06,0.001288,0.0,0.012801,0.701266,0.255548,0.028759,0.14501949725250224
1987-04-07,0.00084,0.0,0.006504,0.427626,0.513874,0.050997,0.22516335166730295
1987-04-08,0.000472,0.0,0.007035,0.448235,0.491848,0.05234,0.22027972020941208
1987-04-09,0.002624,0.0,0.023086,0.044066,0.773542,0.156272,0.34577896585762263
1987-04-10,0.029435,0.0,0.027673,0.000886,0.507523,0.427434,0.4091320360202843
1987-04-13,0.00144,0.0,0.010453,0.026043,0.825387,0.136469,0.3510838820893738
1987-04-14,0.000486,0.0,0.004944,0.262641,0.657691,0.074194,0.2753638905405777
1987-04-15,0.000188,0.0,0.071775,0.536633,0.387118,0.00412,0.15714603071542255
1987-04-16,0.00026,0.0,0.065009,0.496142,0.429726,0.008676,0.1716653975146363
1987-04-20,0.000497,0.0,0.004958,0.396769,0.545012,0.052686,0.23455411495978215
1987-04-21,0.0001,0.0,0.037315,0.870581,0.089406,0.00251,0.08456488745953086
1987-04-22,0.002009,0.0,0.043054,0.750006,0.188804,0.015059,0.11521489703876948
1987-04-23,0.001132,0.000564,0.283943,0.69631,0.017703,0.0,0.025396934429362906
1987-04-24,0.000603,0.000276,0.246193,0.745281,0.00756,0.0,0.02903703944781599
1987-04-27,0.00213,0.000992,0.368888,0.619264,0.008571,0.0,0.009146296779005563
1987-04-28,0.002982,0.002276,0.417151,0.569341,0.007964,0.0,0.0005834481792427039
1987-04-29,0.002024,0.000375,0.185204,0.765434,0.045842,0.0,0.04769997771553104
1987-04-30,0.000443,0.0,0.004575,0.611829,0.354738,0.028349,0.172208044109455
1987-05-01,0.000322,0.0,0.009172,0.541964,0.419625,0.028848,0.18863037285945083
1987-05-04,0.000487,0.0,0.010533,0.429055,0.518397,0.041461,0.22073682767371813
1987-05-05,0.001435,0.0,0.009401,0.044233,0.790378,0.154319,0.35180684680786783
1987-05-06,0.009278,0.0,0.021003,0.034271,0.690596,0.242786,0.3679857793027099
1987-05-07,0.001294,0.0,0.01021,0.086836,0.776093,0.125457,0.33248464870338534
