date,ADBE,GE,INTU,MS,VRTX,XOM
2019-01-02,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
2019-01-03,0.16652342677116394,0.16652342677116394,0.16652342677116394,0.16652342677116394,0.16652342677116394,0.1673828512430191
2019-01-04,0.16649113595485687,0.16649113595485687,0.16649113595485687,0.16649113595485687,0.16649113595485687,0.16754433512687683
2019-01-07,0.16644169390201569,0.16644169390201569,0.16644169390201569,0.16644169390201569,0.16644169390201569,0.16779151558876038
2019-01-08,0.16637377440929413,0.16637377440929413,0.16637377440929413,0.16637377440929413,0.16637377440929413,0.16813114285469055
2019-01-09,0.16629549860954285,0.16629549860954285,0.16629549860954285,0.16629549860954285,0.16629549860954285,0.16852250695228577
2019-01-10,0.1660386621952057,0.1660386621952057,0.16646328568458557,0.16632333397865295,0.1660386621952057,0.16909746825695038
2019-01-11,0.16545595228672028,0.16545595228672028,0.16746306419372559,0.16687579452991486,0.16545595228672028,0.1692933738231659
2019-01-14,0.16563791036605835,0.1649683266878128,0.1681458204984665,0.16720983386039734,0.1649683266878128,0.1690697818994522
2019-01-15,0.16622614860534668,0.16479702293872833,0.16825097799301147,0.1672537475824356,0.16472332179546356,0.16874876618385315
2019-01-16,0.16669079661369324,0.1658848375082016,0.16821123659610748,0.16723856329917908,0.1641472578048706,0.16782726347446442
2019-01-17,0.16736455261707306,0.16651201248168945,0.16798906028270721,0.1671837717294693,0.16385319828987122,0.16709738969802856
2019-01-18,0.1678277552127838,0.16708172857761383,0.16784679889678955,0.16714702546596527,0.16365396976470947,0.1664426624774933
2019-01-22,0.16809189319610596,0.16768978536128998,0.1677628457546234,0.16708791255950928,0.1635015308856964,0.16586604714393616
2019-01-23,0.1678318828344345,0.16810795664787292,0.16780391335487366,0.16711367666721344,0.16347013413906097,0.1656724065542221
2019-01-24,0.16785605251789093,0.1684412807226181,0.1677030622959137,0.16707001626491547,0.16350524127483368,0.16542433202266693
2019-01-25,0.16795885562896729,0.16865628957748413,0.1675736904144287,0.16700023412704468,0.16358767449855804,0.16522333025932312
2019-01-28,0.1682608276605606,0.16875945031642914,0.16741341352462769,0.1668926328420639,0.1636725813150406,0.16500112414360046
2019-01-29,0.16827961802482605,0.16873590648174286,0.16739413142204285,0.16687846183776855,0.16369205713272095,0.16501978039741516
2019-01-30,0.16825535893440247,0.1685197502374649,0.167446568608284,0.16689851880073547,0.16369135677814484,0.16518838703632355
2019-01-31,0.16858232021331787,0.16867005825042725,0.1672501564025879,0.16675463318824768,0.16381631791591644,0.16492652893066406
2019-02-01,0.16945119202136993,0.16839787364006042,0.167007714509964,0.16657988727092743,0.16389693319797516,0.16466642916202545
2019-02-04,0.17008082568645477,0.16812796890735626,0.16692379117012024,0.16646230220794678,0.16393516957759857,0.16447001695632935
2019-02-05,0.17062927782535553,0.16842769086360931,0.16656748950481415,0.1662033349275589,0.16414086520671844,0.16403138637542725
2019-02-06,0.1712230145931244,0.16854986548423767,0.1660405993461609,0.16585813462734222,0.16436873376369476,0.16395966708660126
2019-02-07,0.17183008790016174,0.16856157779693604,0.16538819670677185,0.16547703742980957,0.16468095779418945,0.16406215727329254
2019-02-08,0.17220574617385864,0.1684557944536209,0.1649511456489563,0.16524167358875275,0.16495926678180695,0.16418638825416565
2019-02-11,0.1722009778022766,0.1686379462480545,0.16469143331050873,0.16506366431713104,0.16518716514110565,0.16421888768672943
2019-02-12,0.17222346365451813,0.16869522631168365,0.16449977457523346,0.16494791209697723,0.16537466645240784,0.1642589569091797
2019-02-13,0.17202332615852356,0.16895614564418793,0.1644599437713623,0.1648765206336975,0.16545997560024261,0.16422399878501892
2019-02-14,0.17206436395645142,0.16897796094417572,0.16439753770828247,0.16484616696834564,0.16549620032310486,0.1642177850008011
2019-02-15,0.17185194790363312,0.16922365128993988,0.1644013375043869,0.16483192145824432,0.16552846133708954,0.16416271030902863
2019-02-19,0.1716584712266922,0.16950175166130066,0.16442932188510895,0.1648118644952774,0.16551727056503296,0.16408127546310425
2019-02-20,0.17162710428237915,0.16968543827533722,0.1643572449684143,0.16473159193992615,0.16557306051254272,0.16402554512023926
2019-02-21,0.17153261601924896,0.1698872298002243,0.16434550285339355,0.1646702140569687,0.16559764742851257,0.1639668196439743
2019-02-22,0.17161303758621216,0.1699458658695221,0.1641879826784134,0.16452491283416748,0.16576285660266876,0.1639653742313385
2019-02-25,0.17145812511444092,0.1702505648136139,0.16407983005046844,0.1642947942018509,0.1660119593143463,0.16390478610992432
2019-02-26,0.17167799174785614,0.17016220092773438,0.1639595776796341,0.16415464878082275,0.16613760590553284,0.16390793025493622
2019-02-27,0.17182880640029907,0.17008040845394135,0.163929745554924,0.1641129106283188,0.16613207757472992,0.16391606628894806
2019-02-28,0.17198479175567627,0.16997288167476654,0.16392624378204346,0.16410642862319946,0.16608339548110962,0.16392624378204346
2019-03-01,0.17194083333015442,0.1700168251991272,0.16393347084522247,0.16412661969661713,0.16606032848358154,0.16392192244529724
2019-03-04,0.1716938614845276,0.17022652924060822,0.1640673279762268,0.16418538987636566,0.16594484448432922,0.16388198733329773
2019-03-05,0.1717148870229721,0.17028117179870605,0.16405093669891357,0.16413049399852753,0.16596563160419464,0.1638568788766861
