,y_Tp11_PriceChg_c0,y_Tp11_PriceChg_c1,y_Tp11_PriceChg_c2,y_Tp11_PriceChg_c3,y_Tp11_PriceChg_c4,y_Tp11_PriceChg_c5,pc_pred
0,0.0012,0.365935,0.449727,0.182735,0.000195,0.000208,-0.005069214027536015
1,6e-06,0.038249,0.491038,0.470686,5e-06,1.6e-05,0.031205336854244377
2,0.000169,0.048611,0.451549,0.499239,0.000185,0.000247,0.03226432336547035
3,8.8e-05,0.038147,0.485056,0.476417,0.000133,0.00016,0.031571942170782984
4,0.00287,0.127784,0.559305,0.305938,0.002247,0.001856,0.016587210603476156
5,0.000517,0.057016,0.304663,0.633416,0.002128,0.00226,0.040050045330272274
6,0.001977,0.052848,0.129208,0.75394,0.032141,0.029885,0.05637300051614355
7,0.003022,0.049469,0.303552,0.606083,0.021312,0.016561,0.04387708582658559
8,9.6e-05,0.001924,0.091079,0.884806,0.011286,0.010809,0.06072503502812966
9,3.5e-05,0.001164,0.090902,0.862224,0.026374,0.019301,0.06315209752634274
10,0.0,0.0,0.000575,0.660905,0.202572,0.135948,0.09793196356767181
11,0.0,4e-06,0.00356,0.964614,0.014953,0.016869,0.06710724625186208
12,0.000394,0.002207,0.086188,0.770127,0.068744,0.07234,0.07377782849580158
13,0.000393,0.00152,0.02888,0.808171,0.083955,0.077081,0.07894670650986339
14,2.1e-05,0.000111,0.015398,0.860768,0.077126,0.046577,0.07521367545336273
15,4.6e-05,0.001482,0.102188,0.866001,0.017833,0.01245,0.06087108295709731
16,5.6e-05,0.000131,0.01142,0.94739,0.010611,0.030391,0.06818243177673056
17,7e-06,0.01227,0.192684,0.794279,0.000278,0.000481,0.05144287377272298
18,3.7e-05,0.000455,0.0621,0.914655,0.008539,0.014215,0.06283882413280693
19,0.0,1.7e-05,0.006037,0.99394,1e-06,5e-06,0.06349587929299935
20,0.0,0.000144,0.052596,0.947236,5e-06,1.9e-05,0.06081369921298881
21,4e-05,0.05501,0.788248,0.155887,0.000218,0.000597,0.01228836306440206
22,0.000507,0.192204,0.631865,0.174009,0.000645,0.000769,0.005121916857319472
23,0.001687,0.128169,0.567731,0.299109,0.001771,0.001533,0.016238562680462792
24,0.001029,0.530622,0.378813,0.089356,9.1e-05,8.9e-05,-0.020299661774201373
25,0.001283,0.080543,0.440817,0.474037,0.001628,0.001693,0.02920001263837102
26,0.000304,0.177607,0.64008,0.181771,0.00012,0.000118,0.006277189248341629
27,0.000305,0.21682,0.664659,0.118098,4.2e-05,7.6e-05,0.0002582361857038644
28,0.002243,0.200009,0.578901,0.216318,0.001411,0.001118,0.006967742491047772
29,2.9e-05,0.176716,0.666061,0.15713,2.5e-05,3.9e-05,0.004934381637969862
30,8.2e-05,0.200176,0.716821,0.082741,5.9e-05,0.000122,-0.0007242344069972946
31,0.005483,0.193426,0.561226,0.236917,0.001647,0.001302,0.008083539980482841
32,0.000454,0.169354,0.636273,0.193721,9.6e-05,0.000102,0.0074261097971789845
33,0.002362,0.380586,0.472683,0.1439,0.000229,0.00024,-0.008351935548174977
34,0.009122,0.589674,0.348313,0.049975,0.001444,0.001472,-0.02696149196417101
35,0.013529,0.541048,0.362624,0.08095,0.000973,0.000876,-0.023168470805931658
36,0.002809,0.324551,0.551479,0.12077,0.000229,0.000163,-0.006408671043989226
37,0.006179,0.315113,0.535346,0.141997,0.000726,0.000638,-0.005015265185004614
38,0.002196,0.155497,0.590381,0.250736,0.000622,0.000568,0.01140317727907807
39,0.018389,0.608302,0.310889,0.059269,0.001666,0.001485,-0.029020311123852293
40,0.005898,0.438104,0.488022,0.067336,0.000297,0.000342,-0.016734221634749115
41,0.009306,0.948138,0.041196,0.001276,2.9e-05,5.5e-05,-0.0517264258381861
42,0.006758,0.744904,0.125827,0.114503,0.004536,0.003472,-0.03137522115330515
43,0.014354,0.837983,0.115429,0.02431,0.003913,0.004011,-0.04333580616683269
44,0.011578,0.83737,0.131567,0.016694,0.001171,0.00162,-0.04411688218713911
45,0.005432,0.708626,0.263058,0.022596,0.000136,0.000151,-0.03549058744636961
46,0.002273,0.275627,0.555084,0.165981,0.000536,0.0005,-0.0006911444379016743
47,0.001101,0.268821,0.607716,0.122172,0.000103,8.8e-05,-0.0027428232961645522
48,0.002627,0.294052,0.540361,0.161047,0.001022,0.000891,-0.001994399084493138
49,0.00152,0.229616,0.595594,0.172497,0.000394,0.000378,0.002518893229346382
50,0.001889,0.122923,0.490445,0.382119,0.001437,0.001187,0.02116733836521678
51,0.006055,0.290885,0.562881,0.139295,0.000443,0.000441,-0.003774582879470426
52,0.051257,0.289697,0.539327,0.114755,0.001524,0.00344,-0.011732054063136575
53,0.002378,0.443006,0.513657,0.040839,3.8e-05,8.2e-05,-0.018059878900067255
54,0.002081,0.081097,0.590824,0.324383,0.0008,0.000815,0.020174249802385944
55,0.000489,0.190432,0.672383,0.136618,3.8e-05,4e-05,0.002863594149187781
56,0.000923,0.196151,0.669183,0.133694,2e-05,2.9e-05,0.002278143247292343
57,0.036743,0.374013,0.522147,0.066289,0.000354,0.000454,-0.017942728788771695
58,0.000513,0.385303,0.596719,0.017462,1e-06,2e-06,-0.015660212551547533
59,0.001726,0.209171,0.657932,0.13084,0.000134,0.000197,0.0012518751493605712
60,0.000876,0.219253,0.643922,0.135825,6.4e-05,6e-05,0.0010357524727410486
61,0.000651,0.121408,0.598493,0.279171,0.000109,0.000168,0.015180801173009918
62,3.6e-05,0.224665,0.736516,0.038783,0.0,0.0,-0.004736168898016034
