,y_Tp10_PriceChg_c0,y_Tp10_PriceChg_c1,y_Tp10_PriceChg_c2,y_Tp10_PriceChg_c3,y_Tp10_PriceChg_c4,y_Tp10_PriceChg_c5,pc_pred
0,0.061043,0.558034,0.352532,0.026776,0.000902,0.000713,-0.01867696471051744
1,0.096861,0.689546,0.20994,0.003606,2.2e-05,2.5e-05,-0.032504272169752456
2,0.033353,0.205131,0.587403,0.1734,0.000401,0.000312,0.013350990226275273
3,0.023948,0.402191,0.44511,0.12066,0.006024,0.002067,0.0013915411145990016
4,0.003871,0.14942,0.642169,0.203613,0.000627,0.000299,0.022193912412968097
5,0.018753,0.242354,0.588463,0.148402,0.001518,0.00051,0.011921088762150424
6,0.002094,0.005109,0.212209,0.75897,0.015098,0.00652,0.06528705174987325
7,0.005214,0.022381,0.282956,0.636274,0.034652,0.018525,0.06166034253780339
8,0.003832,0.008639,0.232245,0.716036,0.02495,0.014298,0.0651424139987307
9,0.000875,0.001507,0.201363,0.764571,0.021723,0.009961,0.06746444219894342
10,2.9e-05,0.0,0.012055,0.754159,0.169286,0.064471,0.09599899484237383
11,0.000936,2.7e-05,0.01005,0.002573,0.652876,0.333538,0.16538604799886664
12,0.016048,0.015928,0.17559,0.576895,0.10931,0.106229,0.08347336744191661
13,0.000789,0.000138,0.052759,0.937831,0.003748,0.004735,0.07416660409784175
14,0.0,0.0,0.003301,0.996338,0.000163,0.000198,0.07628573994474931
15,7e-06,6.5e-05,0.028975,0.939724,0.018226,0.013002,0.0777852596192058
16,6.4e-05,0.000415,0.012572,0.954258,0.024945,0.007745,0.07840554307938609
17,0.000689,0.001582,0.128552,0.831003,0.023317,0.014857,0.07241210974981561
18,3e-06,0.000354,0.110797,0.887348,0.001042,0.000457,0.07022039452239168
19,3e-06,2e-06,0.032809,0.96667,0.000192,0.000324,0.0746243253653619
20,0.000213,0.002303,0.415386,0.543157,0.029382,0.009559,0.055779309696938235
21,0.000618,0.040241,0.37876,0.576761,0.001331,0.002288,0.05057173862491638
22,0.002386,0.026166,0.673362,0.297092,0.000463,0.000532,0.03477191334998854
23,0.011506,0.281878,0.596496,0.107029,0.002278,0.000813,0.008426411158545978
24,0.185953,0.715609,0.090098,0.005168,0.001558,0.001615,-0.045243010543797736
25,0.029665,0.33278,0.49619,0.13751,0.00241,0.001445,0.004982000624285393
26,0.062418,0.563364,0.319465,0.049451,0.003831,0.001472,-0.01736131999129235
27,0.011303,0.248872,0.625408,0.112509,0.001257,0.000651,0.010490578879543414
28,0.000924,0.085427,0.6955,0.215878,0.001478,0.000794,0.027137872107398597
29,0.00051,0.042305,0.825127,0.132046,8e-06,5e-06,0.024546044816189272
30,0.003315,0.122996,0.545527,0.325284,0.001648,0.001231,0.03100968629149539
31,0.01152,0.294979,0.62732,0.065338,0.000503,0.00034,0.004990871647470039
32,0.133835,0.685224,0.167756,0.009524,0.002034,0.001626,-0.03627371042441494
33,0.060748,0.573041,0.345055,0.019174,0.001227,0.000754,-0.01987862045348154
34,0.176546,0.668818,0.142864,0.010397,0.000754,0.000621,-0.04131717850066852
35,0.206978,0.567828,0.20427,0.01767,0.00152,0.001733,-0.038872738193531535
36,0.046071,0.477689,0.422191,0.053497,0.000245,0.000307,-0.010741048888073014
37,0.037582,0.195172,0.645815,0.121295,6.8e-05,6.6e-05,0.01030217331155579
38,0.015203,0.265359,0.646977,0.071676,0.00039,0.000396,0.006549554130475815
39,0.053141,0.446599,0.306544,0.153993,0.023258,0.016465,0.0018071688320201108
40,0.064291,0.669503,0.258384,0.007628,0.000121,7.3e-05,-0.02678167425440588
41,0.076147,0.582285,0.328737,0.012536,0.000142,0.000154,-0.023081589836570163
42,0.179665,0.748918,0.066558,0.002968,0.001149,0.000743,-0.04665335058231055
43,0.11043,0.636478,0.237357,0.015131,0.000356,0.000247,-0.030537987996020123
44,0.166845,0.721478,0.106525,0.004471,0.000344,0.000337,-0.04347692923061349
45,0.186133,0.676011,0.122431,0.011379,0.002012,0.002034,-0.04251575956693699
46,0.018323,0.233597,0.586564,0.153245,0.00496,0.00331,0.013724104599181372
47,0.077556,0.658936,0.231495,0.029201,0.002417,0.000395,-0.026364876309486997
