,y_Tp2_PriceChg_c0,y_Tp2_PriceChg_c1,y_Tp2_PriceChg_c2,y_Tp2_PriceChg_c3,y_Tp2_PriceChg_c4,y_Tp2_PriceChg_c5,pc_pred
0,0.001477,0.000148,0.80155,0.196795,2.4e-05,7e-06,-0.00023173656431741739
1,0.000958,4.3e-05,0.901888,0.097109,2e-06,0.0,-0.006446797814069876
2,0.003939,0.000334,0.869729,0.125972,1.9e-05,7e-06,-0.005088977432218728
3,0.000592,0.000171,0.621685,0.377394,0.000114,4.4e-05,0.01132478788045314
4,0.001648,0.000776,0.37701,0.610239,0.007656,0.002672,0.02724290784944107
5,0.000616,0.000367,0.347111,0.641487,0.007826,0.002593,0.0294143579116377
6,0.000435,0.000277,0.248805,0.719334,0.023469,0.00768,0.03724666650398501
7,0.000236,0.000127,0.326071,0.669187,0.003424,0.000956,0.03039566857024135
8,0.000152,0.000126,0.223588,0.767481,0.006648,0.002005,0.03721140042672963
9,8e-06,7e-06,0.106364,0.857659,0.030146,0.005816,0.046594981242297426
10,1e-06,2e-06,0.016976,0.810142,0.160342,0.012538,0.061324379964723195
11,0.000468,0.000606,0.090251,0.673819,0.18215,0.052706,0.06239593641257658
12,0.001417,0.000625,0.389632,0.596138,0.009635,0.002552,0.026630417561154186
13,0.000554,0.00033,0.196438,0.77751,0.01905,0.006118,0.04006412298597947
14,0.000192,8.2e-05,0.189855,0.79855,0.009294,0.002028,0.03951249819000905
15,8.6e-05,6.9e-05,0.080152,0.792136,0.105343,0.022214,0.05487031443929414
16,4.5e-05,7.5e-05,0.054127,0.473383,0.370477,0.101893,0.08239992173458331
17,0.002137,0.004171,0.091225,0.368161,0.471256,0.063051,0.08109033568340102
18,4e-06,1.1e-05,0.010693,0.061229,0.831346,0.096717,0.11406137282200787
19,0.0,0.0,0.004372,0.502401,0.4611,0.032127,0.08355119020445549
20,8e-06,6e-06,0.233337,0.76358,0.00248,0.00059,0.036219289608518446
21,7.8e-05,6e-05,0.2474,0.739561,0.01042,0.00248,0.03602718864118451
22,4e-05,2.2e-05,0.315814,0.682156,0.001549,0.000419,0.0309209915874738
23,0.000859,0.00027,0.690557,0.308051,0.000201,6.3e-05,0.006910076875333454
24,0.003168,0.000347,0.893246,0.103228,8e-06,3e-06,-0.006414415059749047
25,0.003051,0.000413,0.756599,0.239666,0.000211,6e-05,0.0022521805107033562
26,0.00496,0.000494,0.8545,0.139946,8.1e-05,1.9e-05,-0.0043621597118424765
27,0.001362,0.000444,0.664464,0.33312,0.000467,0.000143,0.008451433010723132
28,9.3e-05,1.9e-05,0.595402,0.40443,4.4e-05,1.2e-05,0.013105876232555201
29,0.012849,0.004483,0.714091,0.267035,0.001008,0.000534,0.0023487172411895854
30,0.00074,9.8e-05,0.777265,0.22187,2.1e-05,7e-06,0.0014659503203583374
31,0.005451,0.00058,0.853818,0.140077,5.5e-05,1.9e-05,-0.004437796720147789
32,0.000492,1.3e-05,0.944968,0.054527,0.0,0.0,-0.009065165277695677
33,0.017824,0.002321,0.910807,0.068782,0.000187,8e-05,-0.01090785554832325
34,0.004873,0.00065,0.976601,0.017871,4e-06,2e-06,-0.012087696641644113
35,0.013973,0.001959,0.926323,0.057584,0.000113,4.8e-05,-0.011025703036126117
36,0.003138,0.000347,0.935973,0.060525,1.2e-05,4e-06,-0.009106951784225771
37,0.005005,0.000638,0.933695,0.060632,2.2e-05,7e-06,-0.009401713862987873
38,0.002243,0.000187,0.949163,0.048405,2e-06,1e-06,-0.009727216644005582
39,0.003524,0.000529,0.827932,0.167888,0.000104,2.3e-05,-0.0023829465462025198
40,0.005207,0.00076,0.897382,0.096615,2.7e-05,1e-05,-0.007168235569343277
41,0.00785,0.000905,0.877507,0.113663,4.9e-05,2.6e-05,-0.00649141600259191
42,0.002366,0.000195,0.959456,0.037981,1e-06,1e-06,-0.010404845267488713
43,0.001833,9.2e-05,0.9531,0.044972,2e-06,0.0,-0.009874880188182522
44,0.005858,0.000722,0.882713,0.110628,6.1e-05,1.8e-05,-0.006370675143749769
45,0.004383,0.000609,0.924641,0.070356,8e-06,3e-06,-0.008694868308073804
46,0.004836,0.00095,0.780015,0.214083,7.6e-05,4e-05,0.0003024586208146502
47,0.00315,0.000818,0.746705,0.248972,0.000253,0.000101,0.0028020533024160407
48,0.00168,0.000354,0.71933,0.278401,0.000164,7.1e-05,0.0049042029852916745
49,0.002383,0.000271,0.838298,0.15903,1.4e-05,3e-06,-0.0027650063342057906
50,0.001676,0.000106,0.930521,0.067695,2e-06,1e-06,-0.008417138113181347
51,0.008003,0.001018,0.983085,0.007884,7e-06,3e-06,-0.01321594508842738
52,0.022499,0.004226,0.961979,0.011215,5.3e-05,2.9e-05,-0.015434112955443318
