,y_Tp13_PriceChg_c0,y_Tp13_PriceChg_c1,y_Tp13_PriceChg_c2,y_Tp13_PriceChg_c3,y_Tp13_PriceChg_c4,y_Tp13_PriceChg_c5,pc_pred
0,0.008849,0.232723,0.672456,0.074904,0.010109,0.000959,0.01037464682544243
1,0.023138,0.412397,0.536499,0.023582,0.004088,0.000296,-0.006079254662938776
2,0.055036,0.45666,0.471785,0.013192,0.003184,0.000144,-0.014031177248536173
3,0.024792,0.217143,0.563385,0.157732,0.033328,0.003621,0.01617457158434672
4,0.021026,0.249244,0.557015,0.141226,0.027285,0.004204,0.013386229717270656
5,0.001679,0.005828,0.130471,0.754661,0.105005,0.002357,0.070301449770173
6,0.00459,0.026363,0.318727,0.473887,0.160784,0.015649,0.062325289665225866
7,0.007612,0.004555,0.038558,0.214786,0.58927,0.145219,0.1176855632292966
8,0.00074,0.003549,0.077053,0.318166,0.459917,0.140575,0.10996955070286982
9,0.000223,0.001568,0.101204,0.593638,0.290453,0.012914,0.08339900703350395
10,9e-06,1e-06,0.000383,0.103633,0.845586,0.050387,0.12199987266892454
11,0.000149,0.000628,0.015944,0.114513,0.734802,0.133965,0.126636119451121
12,0.000425,0.000803,0.004338,0.043189,0.757006,0.194239,0.13633620146399567
13,5e-06,1.1e-05,0.00053,0.078802,0.822195,0.098456,0.12722316011371596
14,1e-06,0.0,4.8e-05,0.045983,0.892757,0.061211,0.12585917210383948
15,2.6e-05,3e-05,0.000347,0.009903,0.869152,0.120542,0.1325596975968967
16,8.4e-05,0.000342,0.002187,0.080546,0.794921,0.12192,0.12883358973146392
17,0.000347,0.008168,0.067034,0.51203,0.333545,0.078875,0.09538599888931706
18,0.000649,0.046393,0.492984,0.409968,0.045493,0.004514,0.044517255159496304
19,0.000144,0.045821,0.844973,0.093083,0.014896,0.001084,0.0245367444673896
20,0.000869,0.013095,0.476193,0.370532,0.1355,0.00381,0.053572338596127124
21,0.001317,0.195983,0.778474,0.02251,0.001621,9.5e-05,0.009982639784052423
22,0.001266,0.149104,0.761676,0.073223,0.013818,0.000912,0.016876141201614504
23,0.009439,0.221291,0.665724,0.084349,0.016713,0.002485,0.012435453729106186
24,0.008488,0.310428,0.67171,0.008616,0.000724,3.3e-05,0.00111487973807538
25,0.018639,0.289205,0.571227,0.101788,0.016974,0.002168,0.007815324304503903
26,0.00475,0.177763,0.691364,0.099985,0.023963,0.002175,0.017268113812799933
27,0.031579,0.336214,0.541122,0.06825,0.019308,0.003528,0.0018364674305380996
28,0.013592,0.230995,0.661236,0.077426,0.012957,0.003795,0.010745421950156198
29,0.006459,0.161738,0.70546,0.10005,0.022331,0.003962,0.018172547845145378
30,0.003098,0.226231,0.73905,0.028967,0.00254,0.000113,0.008301680668677758
31,0.000511,0.125545,0.827642,0.041778,0.004311,0.000212,0.0157076457004546
32,0.003941,0.299385,0.652452,0.03758,0.006456,0.000185,0.004551679871324078
33,0.050327,0.352195,0.542849,0.038113,0.012907,0.003608,-0.004028832057883291
34,0.089179,0.873938,0.036588,0.000209,8.4e-05,2e-06,-0.04553863865898796
35,0.157673,0.706853,0.128132,0.004195,0.002724,0.000422,-0.04457619014194601
36,0.046741,0.418874,0.509605,0.021404,0.002991,0.000386,-0.010074312800530205
37,0.117378,0.783379,0.097719,0.000951,0.000533,4e-05,-0.04394377395173644
38,0.035924,0.479636,0.471185,0.009027,0.003596,0.000631,-0.012777553818431086
39,0.119394,0.751487,0.127859,0.00078,0.000447,3.3e-05,-0.04229632242710546
40,0.047223,0.518756,0.342886,0.079646,0.010827,0.000662,-0.012416428598582224
41,0.125906,0.810034,0.060677,0.0017,0.001638,4.6e-05,-0.04665064184441395
42,0.115398,0.543181,0.298903,0.033326,0.008573,0.00062,-0.026330776656915307
43,0.133307,0.82359,0.042878,0.000121,0.0001,4e-06,-0.04879147302931113
44,0.11382,0.542163,0.321497,0.016348,0.005448,0.000725,-0.027216498791412098
45,0.029453,0.625413,0.344564,0.000361,0.000203,6e-06,-0.021697608086200103
46,0.013691,0.444111,0.511083,0.026654,0.003995,0.000466,-0.006487180346448164
47,0.028803,0.581395,0.387282,0.001601,0.000837,8.1e-05,-0.018762077671732373
48,0.001327,0.142234,0.808431,0.042405,0.005273,0.00033,0.014719473794509377
49,0.002564,0.171647,0.785983,0.034937,0.004491,0.000378,0.012282121809758054
50,0.000434,0.078558,0.90917,0.01118,0.000641,1.6e-05,0.016612520099767086
51,0.018212,0.307171,0.64738,0.024404,0.002545,0.000288,0.0009647306479504498
52,0.005545,0.159531,0.805736,0.027169,0.001307,0.000711,0.011932794255783297
53,0.011739,0.278982,0.696123,0.011823,0.001012,0.00032,0.0028242654913942177
54,0.00299,0.171359,0.819778,0.005651,0.000203,1.9e-05,0.01022494958402283
55,0.097258,0.695918,0.206495,0.000287,4.1e-05,1e-06,-0.03578176974944866
56,0.026712,0.331026,0.618262,0.018664,0.004538,0.000798,-0.0017165927154867628
57,0.006654,0.253246,0.731805,0.00766,0.000598,3.6e-05,0.00482364343675565
58,0.003395,0.155807,0.825101,0.014516,0.000959,0.000222,0.011692128464736253
59,0.013276,0.268358,0.672442,0.03673,0.008248,0.000947,0.005394308287491234
60,0.018245,0.409694,0.551271,0.016473,0.003777,0.00054,-0.00556356739147773
61,0.043126,0.513191,0.40688,0.017106,0.017063,0.002634,-0.013705565669908193
62,0.021174,0.349765,0.579843,0.039785,0.008287,0.001145,-0.000534747586090437
63,0.014403,0.422239,0.551667,0.010478,0.001059,0.000155,-0.006439169517566515
64,0.01043,0.572551,0.416042,0.000725,0.000216,3.6e-05,-0.015697716958757706
65,0.000373,0.127225,0.829565,0.040883,0.001909,4.5e-05,0.015301759444659172
66,8.3e-05,0.078143,0.905534,0.015094,0.000998,0.000148,0.016950971773141626
67,0.002993,0.128926,0.809394,0.043359,0.011208,0.004119,0.016653678183371108
68,9.8e-05,0.075402,0.904487,0.019021,0.000962,3.1e-05,0.017293901749764338
69,0.010025,0.204043,0.686249,0.080463,0.01708,0.002141,0.01318279390685381
70,0.003266,0.095079,0.607407,0.274336,0.018841,0.00107,0.030805209567293452
71,0.005454,0.161699,0.686397,0.108375,0.032693,0.005382,0.02007077648730727
72,0.018992,0.260231,0.624453,0.087266,0.008337,0.000722,0.007642487800614767
73,0.028445,0.196106,0.459866,0.214358,0.086414,0.014811,0.027357601650053985
74,0.141738,0.719836,0.066257,0.032907,0.037036,0.002226,-0.0377611927638285
75,0.014996,0.273255,0.658636,0.038614,0.012918,0.001581,0.0055389546919968604
76,0.135967,0.607526,0.250009,0.005091,0.00132,8.7e-05,-0.03552633212816188
