,y_Tp4_PriceChg_c0,y_Tp4_PriceChg_c1,y_Tp4_PriceChg_c2,y_Tp4_PriceChg_c3,y_Tp4_PriceChg_c4,y_Tp4_PriceChg_c5,y_Tp4_PriceChg_c6,pc_pred
0,0.000679,0.000939,0.168244,0.658676,0.171225,0.00016,7.6e-05,0.0032877150112662645
1,0.000283,0.000475,0.145177,0.706422,0.147481,9.3e-05,7e-05,0.003316680163244922
2,0.00138,0.002609,0.115156,0.665941,0.214095,0.000516,0.000303,0.00790421607750612
3,0.000102,0.000187,0.021781,0.432349,0.543243,0.001604,0.000733,0.03012457344972215
4,1.2e-05,1.7e-05,0.02373,0.428032,0.547904,0.000134,0.00017,0.030024369391080573
5,6.4e-05,0.000108,0.009202,0.386826,0.601604,0.001415,0.000782,0.03374750063890524
6,0.000628,0.000477,0.003443,0.093381,0.063127,0.604962,0.233983,0.12020298493123033
7,0.000219,0.000273,0.002205,0.095536,0.823617,0.04669,0.031461,0.05636122035026056
8,0.001696,0.001832,0.010475,0.156539,0.512113,0.226955,0.090391,0.0716569532769955
9,7.1e-05,7.7e-05,0.001782,0.225919,0.688802,0.055997,0.02735,0.04988293383499706
10,0.000215,0.000216,0.001386,0.048182,0.543396,0.300819,0.105786,0.08574361941561526
11,4.5e-05,7.8e-05,0.000494,0.044827,0.801356,0.095864,0.057337,0.06586468272935876
12,0.000589,0.00108,0.011407,0.205095,0.70333,0.048458,0.03004,0.04953346599726759
13,0.003841,0.006564,0.029687,0.178953,0.663729,0.074925,0.042302,0.050817225447083655
14,0.000466,0.000773,0.003522,0.126974,0.546246,0.229263,0.092757,0.07477559987984184
15,8.4e-05,0.000162,1.5e-05,0.001942,0.434526,0.226542,0.336729,0.1125128574021706
16,8e-06,5e-06,2e-06,0.000398,0.001542,0.674857,0.323189,0.14165393549202676
17,0.012937,0.001523,0.000304,0.000304,0.001854,0.621236,0.361842,0.13976393042767432
18,7.9e-05,0.000156,0.000117,0.006894,0.550257,0.3272,0.115296,0.09104871030125662
19,6e-06,1.5e-05,0.002447,0.224766,0.771582,0.000394,0.000789,0.042716179754958894
20,2e-06,4e-06,0.001473,0.174315,0.821979,0.001316,0.000911,0.04548868804288583
21,9e-06,1.4e-05,0.00091,0.078122,0.910252,0.006488,0.004204,0.051258548184888626
22,1.7e-05,3e-05,0.002651,0.151598,0.83763,0.00537,0.002704,0.04703542833616835
23,0.001117,0.001173,0.078737,0.591598,0.323734,0.00243,0.00121,0.01593101977571563
24,1.5e-05,1.8e-05,0.064741,0.857903,0.077322,1e-06,0.0,0.0037627399242581515
25,0.000169,0.00021,0.10916,0.695937,0.194257,0.00018,8.5e-05,0.007564036328858755
26,0.000109,0.000203,0.071806,0.765918,0.161837,6.8e-05,5.9e-05,0.007739458144718784
27,9.4e-05,0.000149,0.072696,0.735337,0.191549,0.000118,5.9e-05,0.009236744488631177
28,2e-06,3e-06,0.034718,0.828344,0.136933,1e-06,1e-06,0.008316298070615952
29,2.2e-05,1.9e-05,0.045023,0.746753,0.20803,0.000111,4.4e-05,0.011475978709599193
30,5.3e-05,4e-05,0.090437,0.745874,0.163491,7.8e-05,2.7e-05,0.0069247778303198285
31,9.4e-05,0.000136,0.107833,0.717586,0.174207,9.2e-05,5.3e-05,0.006603632467073821
32,0.0003,0.00036,0.093767,0.724786,0.180568,0.000149,7e-05,0.007577736192013716
33,0.000737,0.0012,0.169603,0.676109,0.152006,0.000198,0.000147,0.002212181307247103
34,0.001665,0.002434,0.221869,0.645102,0.128335,0.00036,0.000234,-0.0018454071974860077
35,0.007051,0.008116,0.34377,0.567662,0.072746,0.000367,0.000287,-0.012245249805814377
36,0.001605,0.002096,0.252457,0.659351,0.084292,0.000129,6.9e-05,-0.005633632806599393
37,0.000234,0.000258,0.176354,0.72121,0.101888,3.4e-05,2.1e-05,-0.0005538618318744395
38,0.000513,0.000755,0.127356,0.691255,0.179566,0.000311,0.000244,0.005835934074842725
39,0.004162,0.004222,0.320649,0.601806,0.068702,0.000296,0.000163,-0.010433514042939938
40,0.010075,0.013264,0.468303,0.459155,0.048529,0.000408,0.000265,-0.020715339048281857
41,0.028877,0.032421,0.675929,0.251222,0.011244,0.000147,0.00016,-0.03819099766572507
42,0.000146,0.000332,0.103649,0.777014,0.11884,1.2e-05,8e-06,0.003917789262062567
43,0.0003,0.00053,0.126106,0.751179,0.12181,4.4e-05,3.1e-05,0.0029196345556449714
44,0.000428,0.000521,0.130619,0.722083,0.146188,9.1e-05,7e-05,0.003941037602892663
45,1.7e-05,2e-05,0.090007,0.790983,0.118969,3e-06,2e-06,0.00465268949372277
46,2.8e-05,4.2e-05,0.044566,0.697127,0.258095,8.2e-05,5.9e-05,0.014067335903197226
