Date,Close,High,Low,Open,Volume
2007-11-05,1.1463385820388794,1.172997799934977,1.1396740452599379,1.1663328737813696,8814211
2007-11-06,1.159669041633606,1.1729985126653286,1.1263448773356712,1.159669041633606,6818332
2007-11-07,1.1663334369659424,1.1663334369659424,1.1330096661999356,1.1596688969689106,6924926
2007-11-09,1.1263443231582642,1.1530035441361708,1.1196798829525787,1.1263443231582642,9696367
2007-11-12,1.1263443231582642,1.1263443231582642,1.106350418479142,1.1196798829525787,6877143
2007-11-13,1.1063505411148071,1.1263444480101943,1.1063505411148071,1.1196800070657755,5170415
2007-11-14,1.1196805238723755,1.1263449678928759,1.0930212876343728,1.1263449678928759,8135440
2007-11-15,1.0930207967758179,1.1196800210415798,1.073026402912419,1.1196800210415798,5230451
2007-11-16,1.079691767692566,1.093021239205372,1.066362393523489,1.0730268372487046,4057918
2007-11-19,1.0730266571044922,1.0863565157543422,1.0596972851732058,1.0663622144981308,3124303
2007-11-20,1.0730266571044922,1.0930210557044162,1.046367815898207,1.0863565157543422,6010914
2007-11-21,1.0530327558517456,1.0596976877084017,1.039703378857182,1.0530327558517456,4930273
2007-11-22,1.0463680028915405,1.066362405064605,1.0330386285782012,1.0397031697192756,3531075
2007-11-23,1.0397027730941772,1.0530321423226379,1.0330382344954865,1.046367603723947,1152929
2007-11-26,1.079691767692566,1.0863566981364272,1.0463679915668214,1.0530325326357663,4884940
2007-11-27,1.0730266571044922,1.0730266571044922,1.046367815898207,1.0730266571044922,4686455
2007-11-28,1.059697151184082,1.0730265214299899,1.039702852455969,1.0663620796662872,2751837
2007-11-29,1.066361904144287,1.066361904144287,1.046367511363529,1.0530320493739564,5764645
2007-11-30,1.0730266571044922,1.0730266571044922,1.046367815898207,1.0730266571044922,7756848
2007-12-03,1.0530327558517456,1.0863569284162777,1.0463682133700882,1.0730270647029654,3526174
2007-12-04,1.059697151184082,1.059697151184082,1.0330383133485659,1.0463676835944737,4648473
2007-12-05,1.066361904144287,1.0796912721961955,1.039702681322048,1.046367511363529,5454666
2007-12-06,1.0996856689453125,1.126344504848844,1.0796913716662004,1.0796913716662004,11792713
2007-12-07,1.1130152940750122,1.1729982917983057,1.1130152940750122,1.133009594201541,11140898
2007-12-10,1.1063505411148071,1.1263444480101943,1.0930207831327732,1.1263444480101943,5796501
2007-12-11,1.1063505411148071,1.146338841624024,1.0930207831327732,1.1396743033359167,5517152
2007-12-12,1.1130152940750122,1.1130152940750122,1.0730265964782475,1.0730265964782475,4511248
2007-12-13,1.0930207967758179,1.1596686140809982,1.086356258404524,1.1196800210415798,8756625
2007-12-14,1.0996856689453125,1.0996856689453125,1.0596970743870884,1.093020838289813,3831253
2007-12-17,1.0530327558517456,1.1063512372674975,1.0530327558517456,1.1063512372674975,4646022
2007-12-18,1.0530327558517456,1.0796919965596214,1.0330388363755247,1.0596976877084017,6290264
2007-12-19,1.0730266571044922,1.1063508170105534,1.0663622144981308,1.0930210557044162,5974158
2007-12-21,1.0996856689453125,1.1463388994716497,1.0663620023862814,1.0663620023862814,9198929
2007-12-24,1.1163480281829834,1.1396747984178517,1.1063510217206827,1.1330098678597025,1556025
2007-12-26,1.136342167854309,1.1496715403131552,1.1063508607985428,1.126344773471237,3339941
2007-12-27,1.1396745443344116,1.1530039157603547,1.1330096152621676,1.1496714512242325,4500222
2007-12-28,1.1496714353561401,1.1496714353561401,1.0896885346894798,1.1396745286042993,6601469
2007-12-31,1.1530039310455322,1.1729983291524908,1.0830240243897291,1.0830240243897291,9648583
2008-01-02,1.1496714353561401,1.1496714353561401,1.1130152994018263,1.1430069930944258,2984628
2008-01-03,1.109682559967041,1.1296768552352996,1.1063504856773292,1.1163474872959331,4263755
2008-01-04,1.1130152940750122,1.1130152940750122,1.089688529474306,1.1030182900273087,3384049
2008-01-07,1.0763589143753052,1.1030181398197711,1.0596970809919402,1.1030181398197711,6461794
