Date,Close,High,Low,Open,Volume
2000-01-03,6.728585720062256,6.728585720062256,6.597509704963769,6.6412015711031005,751000
2000-01-04,6.6848931312561035,6.72858499267215,6.553816713647073,6.641200853159612,1037000
2000-01-05,6.291661739349365,6.466430375635922,6.247969892787954,6.466430375635922,1051000
2000-01-06,6.073200225830078,6.379045183257107,5.942124291710188,6.2916606716035375,2781000
2000-01-07,6.291661739349365,6.335354002591081,6.116893519743112,6.160585782984827,1458000
2000-01-10,6.466431617736816,6.641199870913332,6.422739346102496,6.422739346102496,2295000
2000-01-11,6.466431617736816,6.597508015959394,6.335355219514239,6.553815744325074,1208000
2000-01-12,6.6848931312561035,6.6848931312561035,6.379048434621996,6.379048434621996,2525000
2000-01-13,6.3790483474731445,6.597508901610164,6.335356069973565,6.597508901610164,1354000
2000-01-14,6.291661739349365,6.422738112394207,6.2042776295462385,6.3790462658327955,2416000
2000-01-17,6.2479705810546875,6.335354700483913,6.029510074141449,6.291662432429125,1317000
2000-01-18,6.204277992248535,6.29166210716014,6.11689387733693,6.247970258044501,716000
2000-01-19,5.942126750946045,6.160587287132585,5.942126750946045,6.160587287132585,1012000
2000-01-20,6.204277992248535,6.204277992248535,5.985817496629359,6.0295097624253255,1238000
2000-01-21,6.116894245147705,6.247970633736941,5.942126004815626,6.204278365313744,1358000
2000-01-24,5.854743957519531,6.073204559168477,5.81105208719806,6.073204559168477,1522000
2000-01-25,5.592587947845459,5.811048411302858,5.548895688481873,5.811048411302858,3677000
2000-01-26,5.7236647605896,5.767356606718194,5.636280234971811,5.636280234971811,3152000
2000-01-27,5.898433208465576,5.898433208465576,5.636280454750535,5.723664983775759,2861000
2000-01-28,5.679972171783447,5.9858167438511165,5.636279911482234,5.898432639928965,2681000
2000-01-31,5.461513042449951,5.679973564147949,5.4178207714382,5.679973564147949,2095000
2000-02-01,5.461513042449951,5.636281293136198,5.461513042449951,5.636281293136198,941000
2000-02-02,5.636279582977295,5.679971840731949,5.548895484148238,5.548895484148238,1315000
2000-02-03,5.548895835876465,5.636279940244544,5.461511731508386,5.636279940244544,2481000
2000-02-04,5.505206108093262,5.548897968731199,5.4178215534565135,5.548897968731199,2187000
2000-02-07,5.505206108093262,5.505206108093262,5.505206108093262,5.505206108093262,0
2000-02-08,5.330436706542969,5.592589502225566,5.2430525802088965,5.4615131043842675,2348000
2000-02-09,5.286745071411133,5.374129201376523,5.199360524765343,5.374129201376523,3662000
2000-02-10,5.286745071411133,5.417821058019019,5.155668668122847,5.243052798088238,2879000
2000-02-11,5.330436706542969,5.417820832877041,5.19936030870167,5.374128978050196,2068000
2000-02-14,5.286745071411133,5.417821058019019,5.199360524765343,5.199360524765343,1653000
2000-02-15,5.286745071411133,5.417821058019019,5.199360524765343,5.330436928053628,1287000
2000-02-16,5.199359893798828,5.286744429840098,5.155668042458542,5.286744429840098,2347000
2000-02-17,5.199359893798828,5.3304362811803845,5.155668042458542,5.199359893798828,3407000
2000-02-18,5.111977577209473,5.243054010815971,5.111977577209473,5.243054010815971,1866000
2000-02-21,4.893516540527344,5.111977104092675,4.893516540527344,5.068285241387883,1703000
2000-02-22,4.937208652496338,5.199361069877112,4.675055818435121,4.893516374592654,2077000
2000-02-23,5.111977577209473,5.199361727386973,4.8061328432479735,5.024593427031972,2053000
2000-02-24,4.937208652496338,5.199361069877112,4.893516374592654,5.155669208653871,2277000
2000-02-25,4.980898380279541,5.024590639468767,4.849822436072393,4.893514278581354,1580000
2000-02-28,4.937208652496338,5.024592791623262,4.893516374592654,4.980900513719579,1231000
2000-02-29,4.762437343597412,4.9808977798483065,4.675053252433097,4.937205942606257,4840000
2000-03-01,4.718749046325684,4.849825489744833,4.500288446187278,4.849825489744833,2487000
2000-03-02,4.675054550170898,4.806130931642674,4.631362700800526,4.762438665591972,984000
2000-03-03,4.675054550170898,4.7187468162216,4.543978168699123,4.675054550170898,1559000
2000-03-06,4.543978691101074,4.762439213109402,4.543978691101074,4.762439213109402,1319000
2000-03-07,4.369211196899414,4.631364035385559,4.369211196899414,4.631364035385559,1080000
2000-03-08,4.281826019287109,4.4565942581639915,4.216287617198017,4.369210138725551,2340000
2000-03-09,4.456593990325928,4.587670369946169,4.369209876139209,4.369209876139209,2743000
2000-03-10,4.5002875328063965,4.58767167179012,4.456595254974314,4.456595254974314,1726000
2000-03-13,4.3473663330078125,4.41290477019722,4.30367445822878,4.41290477019722,2906000
2000-03-14,4.412901878356934,4.500285987331464,4.325517352702104,4.325517352702104,1963000
2000-03-15,4.456593990325928,4.456593990325928,4.3255176107056865,4.369209876139209,1020000
2000-03-16,4.456593990325928,4.456593990325928,4.456593990325928,4.456593990325928,0
2000-03-17,4.806132793426514,4.806132793426514,4.543979928931053,4.543979928931053,2538000
2000-03-20,4.543978691101074,4.806131484183219,4.500286836707635,4.806131484183219,1721000
2000-03-21,4.6313652992248535,4.7187494636727525,4.456596553648492,4.543980718096391,3603000
2000-03-22,4.762437343597412,4.806129597519677,4.675053252433097,4.762437343597412,2161000
2000-03-23,4.5002875328063965,4.7624399497575665,4.456595254974314,4.7624399497575665,4234000
2000-03-24,4.587672233581543,4.587672233581543,4.500288083897041,4.587672233581543,1194000
2000-03-27,4.806132793426514,4.849825076402587,4.587672211907127,4.718748644154857,2559000
2000-03-28,4.849823951721191,4.849823951721191,4.718747549870274,4.806131678877421,1320000
2000-03-29,4.718749046325684,4.7624409163450485,4.675056759625791,4.7624409163450485,2267000
2000-03-30,4.543978691101074,4.718747358715963,4.543978691101074,4.718747358715963,3971000
