,y_Tp4_PriceChg_c0,y_Tp4_PriceChg_c1,y_Tp4_PriceChg_c2,y_Tp4_PriceChg_c3,y_Tp4_PriceChg_c4,y_Tp4_PriceChg_c5,y_Tp4_PriceChg_c6,pc_pred
0,0.021031,0.016958,0.25935,0.443266,0.201868,0.00904,0.048487,0.002330742057833117
1,0.082199,0.035267,0.240699,0.344837,0.357355,-0.022675,-0.037683,-0.009385930986122509
2,-0.026692,-0.029439,0.098111,0.154658,0.238811,0.261337,0.303215,0.051505585330276174
3,0.015482,0.030725,0.152434,0.345142,0.345187,0.065899,0.04513,0.011379412875248983
4,0.046768,-0.023123,0.132675,0.092956,0.403837,0.263774,0.083114,0.027970233020359933
5,0.057696,0.012373,-0.085107,-0.057397,0.221934,0.443994,0.406508,0.06523133739813443
6,0.098832,0.197096,0.805133,0.004896,-0.141337,0.008014,0.027367,-0.03890717409629613
7,0.053991,0.084123,0.429321,0.268209,0.108539,0.123415,-0.067598,-0.015069731932253218
8,0.056111,0.252798,0.405148,0.193695,-0.024912,0.065616,0.051545,-0.019592428158739378
9,0.017831,0.07761,0.016797,-0.119581,0.248419,0.509783,0.249142,0.052974044429778294
10,0.0913,0.142775,0.480595,0.187045,0.138622,-0.006377,-0.03396,-0.026363066405431138
11,0.02904,0.015719,-0.134243,0.045726,0.062612,0.440284,0.540862,0.0767578235878017
12,0.040713,0.044749,0.22321,0.358277,0.197798,0.199227,-0.063974,0.00027397121831044396
13,0.004027,0.03901,0.147308,0.392226,0.276884,0.068766,0.071779,0.012919637925387535
14,0.041059,-0.027646,0.123501,0.075762,0.553938,0.212819,0.020568,0.02433372295670651
15,0.048215,-0.081452,0.046059,0.30453,0.228815,0.308073,0.14576,0.03671394845786511
16,0.167309,0.338076,0.413261,0.004005,-0.032177,0.056213,0.053314,-0.035165604342868306
17,-0.027786,-0.031953,0.007493,-0.034901,0.25816,0.542994,0.285994,0.06874527078243134
18,0.056255,0.090119,0.321332,0.308859,0.170433,0.008946,0.044056,-0.007592516219984744
19,0.083604,0.254698,0.551518,0.115462,-0.067755,0.046128,0.016346,-0.031259863395627016
20,0.173252,0.267847,0.409565,-0.034633,0.06269,0.066871,0.054408,-0.028687640585686805
21,0.012733,-0.016423,0.204735,0.251513,0.334427,0.175699,0.037316,0.018042219912458017
22,-0.007618,-0.080162,-0.286082,0.114773,0.414091,0.194688,0.650311,0.09435324580795608
23,0.141447,0.431883,0.535344,0.057161,-0.184897,-0.029208,0.04827,-0.05006479756418959
24,0.040898,0.203009,0.469321,0.27612,0.129635,-0.057771,-0.061212,-0.03026264626038161
25,-0.037853,-0.058275,-0.017759,0.132761,0.513177,0.405795,0.062154,0.05029878105887337
26,0.072335,0.052496,0.317138,0.20222,0.355775,0.038454,-0.038418,-0.00796010796929218
27,0.024087,-0.081832,0.196377,0.262877,0.518471,0.224986,-0.144965,0.011700417801764017
28,0.050522,0.010372,0.254614,0.528154,0.205996,-0.025,-0.024658,-0.008376031850797452
29,0.015883,0.020539,0.026036,0.204352,0.383549,0.30361,0.046032,0.029451203216867977
30,-0.010093,-0.138216,-0.006349,0.076202,0.177922,0.596147,0.304386,0.07570695522905055
31,0.00925,0.050897,0.235451,0.232903,0.352718,0.079871,0.03891,0.009239683577886921
32,-0.064497,0.033363,0.013804,-0.074532,-0.076934,0.288466,0.88033,0.0994786203591868
33,0.020752,-0.047616,0.187255,0.286581,0.466638,0.086723,-0.000333,0.014433293461121098
34,0.192008,0.061246,0.64429,0.201149,0.083011,-0.062893,-0.118811,-0.04767327037053781
35,-0.004416,0.049721,0.362932,0.522754,0.101441,-0.03043,-0.002003,-0.009068196535202314
