Date,close
2013-01-02,103.67096710205078
2013-01-03,102.5050048828125
2013-01-04,102.99081420898438
2013-01-07,102.6507797241211
2013-01-08,101.53343200683594
2013-01-09,101.77631378173828
2013-01-10,102.84510040283205
2013-01-11,102.6507797241211
2013-01-14,102.6021728515625
2013-01-15,102.99081420898438
2013-01-16,102.6021728515625
2013-01-17,103.47664642333984
2013-01-18,107.07160949707033
2013-01-22,106.92585754394533
2013-01-23,106.58580017089844
2013-01-24,107.12015533447266
2013-01-25,108.28612518310548
2013-01-28,109.3062744140625
2013-01-29,109.3062744140625
2013-01-30,107.99462890625
2013-01-31,108.23751068115234
2013-02-01,109.8892593383789
2013-02-04,108.3832550048828
2013-02-05,109.50062561035156
2013-02-06,109.01480865478516
2013-02-07,109.20915985107422
2013-02-08,109.3062744140625
2013-02-11,109.06339263916016
2013-02-12,109.69496154785156
2013-02-13,113.62997436523438
2013-02-14,113.72712707519533
2013-02-15,113.14419555664062
2013-02-19,115.37887573242188
2013-02-20,113.72712707519533
2013-02-21,113.92303466796876
2013-02-22,114.55973052978516
2013-02-25,111.7190399169922
2013-02-26,112.8944854736328
2013-02-27,114.4617919921875
2013-02-28,113.72712707519533
2013-03-01,113.58018493652344
2013-03-04,113.9720458984375
2013-03-05,115.5393295288086
2013-03-06,115.9311294555664
2013-03-07,115.9801254272461
2013-03-08,116.42096710205078
2013-03-11,115.68624877929688
2013-03-12,114.65772247314452
2013-03-13,115.04953002929688
2013-03-14,116.02912902832033
2013-03-15,114.8046875
2013-03-18,113.8740463256836
2013-03-19,114.21692657470705
2013-03-20,114.90260314941406
2013-03-21,114.06993865966795
2013-03-22,114.4617919921875
2013-03-25,113.82504272460938
2013-03-26,113.23733520507812
2013-03-27,113.1393814086914
2013-03-28,113.23733520507812
2013-04-01,113.04143524169922
2013-04-02,114.31485748291016
2013-04-03,112.6496124267578
2013-04-04,113.04143524169922
2013-04-05,112.3067626953125
2013-04-08,113.23733520507812
2013-04-09,112.94349670410156
2013-04-10,115.4903335571289
2013-04-11,115.5393295288086
2013-04-12,114.90260314941406
2013-04-15,111.7190399169922
2013-04-16,113.1393814086914
2013-04-17,111.47415161132812
2013-04-18,111.0333251953125
2013-04-19,106.52735137939452
2013-04-22,104.56822967529295
2013-04-23,105.3028793334961
2013-04-24,107.55589294433594
2013-04-25,107.50692749023438
2013-04-26,108.78033447265624
2013-04-29,109.07420349121094
2013-04-30,109.17214965820312
2013-05-01,108.48645782470705
2013-05-02,109.319091796875
2013-05-03,110.54358673095705
2013-05-06,110.59252166748048
2013-05-07,111.08231353759766
2013-05-08,112.69862365722656
2013-05-09,111.57209014892578
2013-05-10,112.15982818603516
2013-05-13,111.91492462158205
2013-05-14,112.69862365722656
2013-05-15,113.82504272460938
2013-05-16,113.9720458984375
2013-05-17,114.90260314941406
2013-05-20,115.4413604736328
2013-05-21,115.88219451904295
2013-05-22,116.86173248291016
2013-05-23,115.88219451904295
2013-05-24,115.2454605102539
2013-05-28,115.58831787109376
2013-05-29,115.78423309326172
2013-05-30,115.58831787109376
2013-05-31,114.21692657470705
2013-06-03,115.78423309326172
2013-06-04,115.88219451904295
2013-06-05,114.21692657470705
2013-06-06,114.51077270507812
2013-06-07,116.86173248291016
2013-06-10,116.4699249267578
2013-06-11,115.4903335571289
2013-06-12,115.09850311279295
2013-06-13,115.9801254272461
2013-06-14,115.19649505615234
2013-06-17,116.42096710205078
2013-06-18,119.16373443603516
2013-06-19,117.4494400024414
2013-06-20,114.78352355957033
2013-06-21,115.32660675048828
2013-06-24,113.20369720458984
2013-06-25,114.09239196777344
2013-06-26,114.78352355957033
2013-06-27,115.1291275024414
2013-06-28,114.4872817993164
2013-07-01,115.22783660888672
2013-07-02,113.05559539794922
2013-07-03,113.10498809814452
2013-07-05,114.73413848876952
2013-07-08,115.1291275024414
2013-07-09,116.61021423339844
2013-07-10,116.2152099609375
2013-07-11,118.18997955322266
2013-07-12,117.30137634277344
2013-07-15,116.65959930419922
2013-07-16,115.67215728759766
2013-07-17,116.2152099609375
2013-07-18,116.65959930419922
2013-07-19,122.04082489013672
2013-07-22,122.73199462890624
2013-07-23,121.99147033691406
2013-07-24,121.5471420288086
2013-07-25,121.89269256591795
2013-07-26,121.6952133178711
2013-07-29,120.9052963256836
2013-07-30,120.85590362548828
2013-07-31,120.31285095214844
2013-08-01,121.5471420288086
2013-08-02,121.94204711914062
2013-08-05,121.05341339111328
2013-08-06,120.01668548583984
2013-08-07,120.1647720336914
2013-08-08,120.11539459228516
2013-08-09,119.72047424316406
2013-08-12,119.81918334960938
2013-08-13,119.47364044189452
2013-08-14,118.8318099975586
2013-08-15,118.48621368408205
2013-08-16,118.23937225341795
2013-08-19,117.74567413330078
2013-08-20,117.10387420654295
2013-08-21,116.5608139038086
2013-08-22,117.40010833740234
2013-08-23,117.40010833740234
2013-08-26,116.5608139038086
2013-08-27,114.43795013427734
2013-08-28,114.53668212890624
2013-08-29,114.09239196777344
2013-08-30,114.24046325683594
2013-09-03,113.84552001953124
2013-09-04,114.3885726928711
2013-09-05,114.33919525146484
2013-09-06,114.33919525146484
2013-09-09,115.4746551513672
2013-09-10,117.84441375732422
2013-09-11,118.9305191040039
