Date,close
2013-01-02,56.05876541137695
2013-01-03,55.86872863769531
2013-01-04,56.30309677124024
2013-01-07,56.366432189941406
2013-01-08,55.91274642944336
2013-01-09,56.40273666381836
2013-01-10,56.62957763671875
2013-01-11,56.82011795043945
2013-01-14,56.87456130981445
2013-01-15,57.11956405639648
2013-01-16,57.11956405639648
2013-01-17,57.745643615722656
2013-01-18,57.78193283081055
2013-01-22,57.872676849365234
2013-01-23,57.77287292480469
2013-01-24,57.908973693847656
2013-01-25,57.80916595458984
2013-01-28,57.96342468261719
2013-01-29,57.96342468261719
2013-01-30,57.21936798095703
2013-01-31,56.602352142333984
2013-02-01,57.07418823242188
2013-02-04,56.33920669555664
2013-02-05,57.22845077514648
2013-02-06,57.08326721191406
2013-02-07,56.484405517578125
2013-02-08,55.81291961669922
2013-02-11,55.73126220703125
2013-02-12,55.74941253662109
2013-02-13,55.74941253662109
2013-02-14,55.13239288330078
2013-02-15,56.321067810058594
2013-02-19,56.44810485839844
2013-02-20,55.73126220703125
2013-02-21,55.62238311767578
2013-02-22,56.96531677246094
2013-02-25,56.27569580078125
2013-02-26,56.83827590942383
2013-02-27,57.85453796386719
2013-02-28,58.49877548217773
2013-03-01,59.0159912109375
2013-03-04,60.132057189941406
2013-03-05,61.59293746948242
2013-03-06,61.69274520874024
2013-03-07,61.63831329345703
2013-03-08,61.4749870300293
2013-03-11,60.39518356323242
2013-03-12,60.21372985839844
2013-03-13,60.11392211914063
2013-03-14,60.050384521484375
2013-03-15,59.369876861572266
2013-03-18,59.35172271728516
2013-03-19,59.24282836914063
2013-03-20,59.13393020629883
2013-03-21,59.25189971923828
2013-03-22,59.46965408325195
2013-03-25,58.834503173828125
2013-03-26,59.642086029052734
2013-03-27,59.406158447265625
2013-03-28,59.57855987548828
2013-04-01,59.070430755615234
2013-04-02,59.324493408203125
2013-04-03,58.60764694213867
2013-04-04,58.716556549072266
2013-04-05,58.48971176147461
2013-04-08,58.08030319213867
2013-04-09,58.04390335083008
2013-04-10,58.97188186645508
2013-04-11,59.07195281982422
2013-04-12,58.862701416015625
2013-04-15,57.38886260986328
2013-04-16,58.4260139465332
2013-04-17,57.35247039794922
2013-04-18,56.87030029296875
2013-04-19,57.28878784179688
2013-04-22,57.18871688842773
2013-04-23,58.20766067504883
2013-04-24,58.398719787597656
2013-04-25,51.93928527832031
2013-04-26,53.99540328979492
2013-04-29,55.44193649291992
2013-04-30,54.25922775268555
2013-05-01,54.55945587158203
2013-05-02,54.65043258666992
2013-05-03,54.82329940795898
2013-05-06,55.269081115722656
2013-05-07,55.0962142944336
2013-05-08,55.03253936767578
2013-05-09,53.67697525024414
2013-05-10,54.76870727539063
2013-05-13,53.66787338256836
2013-05-14,53.77703857421875
2013-05-15,55.12350463867188
2013-05-16,54.45028305053711
2013-05-17,55.15990829467773
2013-05-20,54.25922775268555
2013-05-21,52.667118072509766
2013-05-22,53.303955078125
2013-05-23,53.45861053466797
2013-05-24,52.67621612548828
2013-05-28,53.77703857421875
2013-05-29,53.9044189453125
2013-05-30,53.97719192504883
2013-05-31,53.16748809814453
2013-06-03,52.830867767333984
2013-06-04,52.56703567504883
2013-06-05,52.3759880065918
2013-06-06,53.17658996582031
2013-06-07,54.09545135498047
2013-06-10,53.649696350097656
2013-06-11,52.52154922485352
2013-06-12,52.56703567504883
2013-06-13,52.73990631103516
2013-06-14,52.31229782104492
2013-06-17,52.79447937011719
2013-06-18,53.404029846191406
2013-06-19,53.16748809814453
2013-06-20,52.63072967529297
2013-06-21,52.63982772827149
2013-06-24,52.32140350341797
2013-06-25,53.50410842895508
2013-06-26,54.08636474609375
2013-06-27,55.305477142333984
2013-06-28,55.53292846679688
2013-07-01,57.45256042480469
2013-07-02,56.74292755126953
2013-07-03,56.75202178955078
2013-07-05,56.90667343139648
2013-07-08,57.44491195678711
2013-07-09,57.69123840332031
2013-07-10,57.80069732666016
2013-07-11,58.731204986572266
2013-07-12,59.04137420654297
